,combinedPval,adjustedPval,cluster
H3F3B,5.830822141743998e-50,1.6312074689891194e-46,1
RPL37,8.335212206617466e-50,2.2704617797559787e-46,1
RPL4,9.081425155028493e-50,2.3500394229489524e-46,1
RPL34,9.072559739074914e-50,2.3500394229489524e-46,1
RPS13,9.347683337601847e-50,2.3599416559387043e-46,1
RPS10,1.0112689376423132e-49,2.4343293937707854e-46,1
UQCRH,9.973146032942732e-50,2.4343293937707854e-46,0
RPL15,1.056082653466619e-49,2.48442770637649e-46,1
RPS3,1.207081077087626e-49,2.7617759642236513e-46,1
CTNNB1,1.2273407283937437e-49,2.7617759642236513e-46,8
RPS27A,1.2929486326063792e-49,2.8475053214274553e-46,1
STMN1,1.3380983728745168e-49,2.885545563570647e-46,0
ENSGALG00000007699,2.087442882672896e-49,4.409604631919619e-46,1
RPL19,2.7909700745666074e-49,5.7778505831724604e-46,1
ATP5PD,4.161724331363625e-49,8.44664544294632e-46,0
H3F3C,4.3108608118829995e-49,8.48439259505842e-46,1
chPKCI,4.5984450569608885e-49,8.48439259505842e-46,0
PRDX1,4.672125293274025e-49,8.48439259505842e-46,3
RPL30,4.510618189766715e-49,8.48439259505842e-46,1
PDIA3,4.57220088163793e-49,8.48439259505842e-46,1
RPL22L1,4.632024054827823e-49,8.48439259505842e-46,1
COX7B,4.95591905217323e-49,8.844582590653627e-46,0
RPL32,5.356257603757902e-49,9.39702917595174e-46,1
RPS15,5.860748678490838e-49,9.944990999115341e-46,1
ATP5F1C,5.842604629093897e-49,9.944990999115341e-46,0
RPL18A,7.846758640632042e-49,1.3100254593097845e-45,1
YBX1,8.143373063812162e-49,1.337965492814864e-45,1
RPL38,8.768304039059579e-49,1.418132328656507e-45,1
TPT1,9.474861598967013e-49,1.5088311770421265e-45,1
DBI,9.92218471502448e-49,1.556125083762762e-45,1
GNB2L1,1.2618512062108238e-48,1.949460660120741e-45,1
UBB,1.3783032555264322e-48,2.0980556348759536e-45,5
HSPA8,1.4565602176851185e-48,2.139100435928651e-45,3
RPS15A,1.4559963369393633e-48,2.139100435928651e-45,1
SLC25A3,1.46726444522307e-48,2.139100435928651e-45,0
RPS2,1.6976723033051806e-48,2.4406331066554622e-45,1
COX6A1,1.993848988667949e-48,2.8271609487926604e-45,0
ARPC4,2.897595109617054e-48,4.053098062342857e-45,8
RPL21,3.246795783742615e-48,4.4809989385625367e-45,1
MDH2,3.6257476031150955e-48,4.8090501349497123e-45,0
RPS17,3.6703312791549476e-48,4.8090501349497123e-45,1
SLC25A5,3.6487843663837045e-48,4.8090501349497123e-45,0
RPS4X,3.6039252716761564e-48,4.8090501349497123e-45,1
ATP5A1Z,3.968745362034898e-48,5.135046482909961e-45,0
RPS3A,4.073309474734925e-48,5.2052730937460747e-45,1
RPS21,4.3657966863121095e-48,5.5110047534143123e-45,1
COX4I2,4.61669867427006e-48,5.757508242652942e-45,0
EEF2,5.46351400707751e-48,6.732461923669694e-45,1
RPL17,7.253580493157893e-48,8.833130367022842e-45,1
ATP5PF,7.421927113512095e-48,8.933041774708063e-45,0
RPL36,8.141486815300482e-48,9.686471441600902e-45,1
RPL23A,1.1423152679693934e-47,1.3436446909928106e-44,1
PPIA,1.1789748152228084e-47,1.371183733206828e-44,1
RPL31,1.2248068024936557e-47,1.408660093283251e-44,1
RPL13,1.2677669170505066e-47,1.4420461296364402e-44,1
TPI1,1.3299485686772148e-47,1.4963326424575545e-44,0
FTH1,1.3656634811985053e-47,1.5199940180442593e-44,1
RPS29,1.7892360055983494e-47,1.9495085979690382e-44,1
ENSGALG00000015617,1.783173667353825e-47,1.9495085979690382e-44,1
VDAC2,1.873138316391597e-47,2.0196668901131802e-44,0
GNG5,2.3011663907606835e-47,2.455598838213562e-44,1
EIF3E,2.3484664564627945e-47,2.480501059522632e-44,5
GAPDH,2.3991548096999674e-47,2.508442838904882e-44,0
RPL5,2.5232236598808105e-47,2.6117817291503465e-44,1
RBX1,2.559204210728532e-47,2.6227971251057e-44,1
ATP5MPL,3.2973527183972793e-47,3.339063865537665e-44,1
TMSB15B,3.3226211053333767e-47,3.339063865537665e-44,1
TPM3,3.558875243654723e-47,3.5420978625528614e-44,1
MYL12A,3.867029897418883e-47,3.812144566056108e-44,1
SEC61B,3.906925019229385e-47,3.8151387952669987e-44,1
COX7C,3.9868538988546896e-47,3.8568049364207594e-44,0
ENSGALG00000030086,4.2133951901397203e-47,4.0382162377891715e-44,1
YWHAQ,4.540539243036533e-47,4.3118343374921743e-44,1
TXNDC17,4.597019326943347e-47,4.325783458374833e-44,0
CYCS,5.458832510633634e-47,5.090470461307811e-44,0
RPL29,6.443973679465054e-47,5.955481313573305e-44,1
YWHAZ,6.773713240037167e-47,6.204824393776037e-44,3
RPLP2,7.995221428784852e-47,7.25950110797425e-44,1
RPS20,8.805221522964305e-47,7.925443554248649e-44,1
ENSGALG00000048305,9.236962110369437e-47,8.242373756697617e-44,4
MYL2,9.411396900330746e-47,8.326248307113838e-44,0
RPL36AL,1.1541780495291458e-46,1.012446152520662e-43,1
SEC61G,1.213420753478368e-46,1.0554692576244436e-43,1
TUBA1B,1.3586469276588235e-46,1.1719430182529505e-43,3
PPDPF,1.408397390383616e-46,1.1955269215959354e-43,0
EEF1B2,1.409087816462957e-46,1.1955269215959354e-43,1
NUTF2,1.6408341810025785e-46,1.3696958515382318e-43,3
RPLP0,1.6379294361835511e-46,1.3696958515382318e-43,1
RPL35A,1.6857449146349327e-46,1.395927864201972e-43,1
RAN,1.888069645496454e-46,1.5510599931442108e-43,3
ACTB,2.1119528765156656e-46,1.7213200751828724e-43,1
UQCR11,2.2823812381334398e-46,1.8456925111730284e-43,0
RPLP1,2.5428698629987004e-46,2.0404011309011122e-43,1
UQCR10,2.6384308368327117e-46,2.1007941189961876e-43,0
ENO1,2.8331402333432386e-46,2.238607255411677e-43,0
MDH1,3.0405995110360513e-46,2.384330318722712e-43,0
SUMO2,3.3098675319154154e-46,2.5759658597372775e-43,1
COX6C,3.5191622122917305e-46,2.7184141266731854e-43,0
PPIB,3.972702322657686e-46,3.0460244630842778e-43,1
GPI,4.2846629186158376e-46,3.2610607077585955e-43,0
DSTN,4.615338123655984e-46,3.487097473926693e-43,1
ATP5F1B,5.712188104736541e-46,4.28454338875993e-43,0
NDUFA4,6.04090384799131e-46,4.498505481886032e-43,0
TOMM6,6.779168153741044e-46,5.012212807737926e-43,3
RPSAP58,7.318326708292118e-46,5.372467686206118e-43,1
ENSGALG00000041812,7.722245271913486e-46,5.6290664853487775e-43,0
ATP5MF,7.932219005151474e-46,5.741690651187532e-43,0
CHURC1,1.1175084835215731e-45,8.03284649381712e-43,1
IFT20,1.1319296678778018e-45,8.080394638379906e-43,1
EIF5,1.3203440195845425e-45,9.36085198116026e-43,1
KPNA2,1.355542197047379e-45,9.545019890889604e-43,3
SSR3,1.4349460367158508e-45,1.0035869024068404e-42,3
H2AFZ,1.5147293966574092e-45,1.05227660908259e-42,1
BZW1,1.5665409828738043e-45,1.0703960023864999e-42,3
HNRNPH2,1.5815821069370638e-45,1.0703960023864999e-42,3
TOMM7,1.5821759481024412e-45,1.0703960023864999e-42,4
FKBP1A,1.5811800253156937e-45,1.0703960023864999e-42,0
ATP5MC1,1.8766483045102104e-45,1.2613723333505033e-42,0
ATP5MC3,2.1637873408939876e-45,1.4449872284462264e-42,0
NDUFA10,2.417979890000304e-45,1.6043873066050487e-42,7
RPS16,2.4506331296040016e-45,1.6054705537844222e-42,0
NAP1L1,2.4407777973181204e-45,1.6054705537844222e-42,1
RHOA,2.6484933903327448e-45,1.7241811796121438e-42,1
RPS12,2.6675285627477848e-45,1.7257195807060485e-42,1
HMGB3,2.878053404512219e-45,1.8503509329327177e-42,3
ENSGALG00000013239,3.00423050596951e-45,1.919549731873969e-42,1
ENSGALG00000006899,3.148210357458999e-45,1.999204727513222e-42,0
NDUFB1,3.2431647982138923e-45,2.046945598165332e-42,0
ATP5ME,3.5543055410726304e-45,2.2189186438697114e-42,0
USMG5,3.558511192594022e-45,2.2189186438697114e-42,0
EIF3H,4.0933553847143566e-45,2.537138126405419e-42,1
NDUFC2,4.280718397120182e-45,2.6218695854564905e-42,0
ITGB1BP3,4.262237950854222e-45,2.6218695854564905e-42,3
PDIA6,4.3518026679794025e-45,2.6497286639390943e-42,1
ITM2A,4.826804832798537e-45,2.907498352445106e-42,6
VIM,4.8313310065561185e-45,2.907498352445106e-42,1
OTUB1,5.235996780932134e-45,3.132812470292125e-42,1
FAU,5.580886858400869e-45,3.3199771982134326e-42,1
ATP5PB,5.974701566642358e-45,3.533941042393043e-42,0
STMP1,6.510478607075421e-45,3.8289648495066516e-42,1
MGST3,6.751596866098763e-45,3.948338400209504e-42,0
RAB1A,9.923301471679937e-45,5.77055140703046e-42,1
NDUFA6,1.2015143998368852e-44,6.947956331468503e-42,0
RPL14,1.3555232447513088e-44,7.794990591623876e-42,1
UBA52,1.5444412507120024e-44,8.832302786085174e-42,1
SUMO1,1.5801147974498248e-44,8.986661496677194e-42,1
RPS19,1.6090849074958725e-44,9.101416786896156e-42,1
CDC42,1.7179962572981188e-44,9.664636437677924e-42,7
ALDOC,1.764324054536228e-44,9.871604742914894e-42,0
NDUFS4,1.9454573722784816e-44,1.0826545517744464e-41,0
RPS26,2.2609449655917385e-44,1.2514961437178955e-41,1
RPL22,2.41437061698102e-44,1.3293128988993108e-41,1
NDUFA8,2.467946663425625e-44,1.3516215160049357e-41,0
PKM,2.7977091740880184e-44,1.5241583760990463e-41,0
PGK1,3.9936349452868087e-44,2.164293363404044e-41,0
ATP6V0C,7.839120116046383e-44,4.2261725168535704e-41,4
PSMC3,8.442363657661779e-44,4.5278066991389203e-41,8
MYL3,8.769559861624391e-44,4.663239253364576e-41,0
TXN,8.784988115459525e-44,4.663239253364576e-41,0
H2AFV,8.942271271965515e-44,4.722510152020274e-41,4
ENSGALG00000003348,9.09968671820732e-44,4.781248824666415e-41,4
SAP18,9.481313159253129e-44,4.956606385212261e-41,5
SOD1,9.797910976040643e-44,5.096376961997354e-41,0
RBBP4,1.0523057985360514e-43,5.446193894332083e-41,3
NDUFB10,1.166361439123016e-43,6.006454986823121e-41,0
PSMB7,1.2146459001551125e-43,6.224141398316466e-41,3
CCT8,1.2592713643037363e-43,6.421025887502248e-41,3
DAD1,1.5786589021502197e-43,8.010124506159129e-41,1
PHB,1.804173542809901e-43,9.109731565451005e-41,3
PSMB1,2.0079943896226026e-43,1.0089657074995405e-40,3
HMGB1,2.044687738165019e-43,1.0224398741781842e-40,1
ARL6IP1,2.2263625872120318e-43,1.107933493242238e-40,0
SERBP1,2.249352275315461e-43,1.1140182907087542e-40,3
POLR2L,2.5996078781627496e-43,1.2813556281565642e-40,0
ARPP19,2.718406886557379e-43,1.3335617721894357e-40,3
ZCCHC13,2.912883092323106e-43,1.4222250538341738e-40,3
UQCRC2,3.0285303073444572e-43,1.471747991476013e-40,0
JPT1,3.139463161341499e-43,1.5185278073334199e-40,3
NDUFA12,3.251167202174367e-43,1.5652437427314554e-40,0
SNRPG,3.3832986971494618e-43,1.6213161974567645e-40,3
EDF1,4.066464847713059e-43,1.9397172127708732e-40,5
ACTG1,5.027761582566869e-43,2.3872577542065082e-40,1
ENSGALG00000051266,5.14910462939158e-43,2.4337094755253345e-40,0
NPM1,5.2814935194756435e-43,2.4849359636315465e-40,3
CALM1,5.8174876371637044e-43,2.7247353515795143e-40,1
SLIRP,5.905453296249648e-43,2.7534766368662855e-40,0
TMEM258,6.046589034567007e-43,2.8066400630005123e-40,0
EIF1,7.014434237805682e-43,3.241348747408947e-40,1
CALM2,7.08628366086849e-43,3.259996591275395e-40,1
HSPE1,7.770749404409457e-43,3.5590623454068633e-40,0
GATD3A,8.11328886551398e-43,3.699578209472994e-40,1
PGAM1,8.317094146302724e-43,3.775877548108588e-40,0
MINOS1,9.193777937247073e-43,4.155656655616873e-40,3
ATP1A1,9.25258736619856e-43,4.164055311403103e-40,0
BTF3,1.0464468153611716e-42,4.6890656356051485e-40,5
PSMB4,1.0544032515839173e-42,4.704352787198086e-40,3
POMP,1.0893118865389055e-42,4.818562720957395e-40,3
PABPC1,1.0863323804556145e-42,4.818562720957395e-40,1
NDUFB5,1.119110583664271e-42,4.929311593494584e-40,0
P4HB,1.179925670208716e-42,5.175159957125017e-40,1
PFN1,1.244918396339504e-42,5.4371794865124375e-40,5
RPN1,1.3533971117839345e-42,5.886124169010767e-40,2
HSPA9,1.4050553637458089e-42,6.085225371783364e-40,3
SNRPF,1.523958775091306e-42,6.572689380202478e-40,3
PCNA,1.6172781687553926e-42,6.946224455344817e-40,3
BSG,1.8358794167892687e-42,7.85253566980957e-40,0
ARF1,1.973335815567933e-42,8.405738126383234e-40,1
EIF4A2,2.0261538437678578e-42,8.589387993284344e-40,3
SNRPE,2.033045854418482e-42,8.589387993284344e-40,3
SDHB,2.196263893258434e-42,9.241246310169386e-40,0
HSP90AA1,2.279568987174051e-42,9.552937089982727e-40,3
ZNF593,2.3127985619580864e-42,9.653110083987827e-40,1
HSBP1,2.359218255675456e-42,9.807310022181855e-40,0
UBE2I,2.4187241484083836e-42,1.001445831237355e-39,1
HMGN4,2.6069918386326107e-42,1.0750955919875461e-39,3
C5H14orf166,2.639600222141128e-42,1.0842233262484184e-39,3
ACO2,2.8137015685365322e-42,1.1511678249805052e-39,0
HNRNPH3,3.519452309052859e-42,1.4340116634303799e-39,3
PLK1,3.5361455000385665e-42,1.4340116634303799e-39,3
TUBB4B,3.546594349887561e-42,1.4340116634303799e-39,0
NREP,3.617083307151984e-42,1.4568220934729498e-39,1
GHITM,4.3294375204251676e-42,1.7369723361351848e-39,0
MRPL33,4.609444104005745e-42,1.8421709096836384e-39,1
PEBP1,4.831165801420514e-42,1.923356216474366e-39,0
PFDN2,5.0918798311277834e-42,2.0193833422657837e-39,3
TCP1,5.123258460124241e-42,2.0240726924147815e-39,3
CCT7,5.547671889930117e-42,2.1834142981908795e-39,3
TUBA3E,5.572721900361071e-42,2.1849654544464288e-39,3
ATP5F1D,5.774678894392741e-42,2.2556052518819823e-39,0
URM1,6.713048529652212e-42,2.6122773283824494e-39,1
LGMN,7.246775024859965e-42,2.8094069254056716e-39,7
UQCRB,7.348312882420479e-42,2.838141060536376e-39,0
SNRPD3,8.323726667798565e-42,3.202924205975603e-39,3
MCTS1,8.66742522924184e-42,3.322825011283812e-39,3
IER3IP1,9.841564932324418e-42,3.759031823621147e-39,4
UBE2L3,1.0017747955509582e-41,3.8122583804672867e-39,3
ARL1,1.0652873308324511e-41,4.039105957930251e-39,1
PSME3,1.1407649560050189e-41,4.309498556606406e-39,3
MTCH2,1.2254210086603535e-41,4.612472171034044e-39,7
HNRNPA2B1,1.2902743896462035e-41,4.838983332202319e-39,3
ENY2,1.3128887607264764e-41,4.906019753530337e-39,1
ATP2A2,1.389253827309368e-41,5.172707690059011e-39,0
PFDN1,1.9049845978418527e-41,7.067541975140462e-39,4
HNRNPR,1.943878190945099e-41,7.160508399053778e-39,3
NDUFA2,1.9413041095425397e-41,7.160508399053778e-39,0
NDUFS7,2.2194747950207066e-41,8.14670968644171e-39,0
MYH10,2.2958567993504052e-41,8.397296572082153e-39,1
EIF1AY,2.3053770721114345e-41,8.40242724477617e-39,3
NDUFB2,2.418906491597278e-41,8.785274810584151e-39,4
HSP90AB1,2.6613852761315057e-41,9.632141365013038e-39,3
GNB1,2.813895180009238e-41,1.0148623706943288e-38,3
CAPZB,3.207617486422814e-41,1.1528457841376458e-38,6
PFDN5,3.5918033481122117e-41,1.2864586732073576e-38,0
NDUFA5,3.759096825536492e-41,1.3417346808819198e-38,0
TUBB2B,3.8701604599716237e-41,1.3766296326019322e-38,6
UQCRQ,3.9443949163829307e-41,1.3982301740996154e-38,0
RPS27,4.2128801854710123e-41,1.4883073231826072e-38,1
DDX5,4.930878426179418e-41,1.7360334764922093e-38,1
FKBP3,5.09926459533955e-41,1.7892320244151327e-38,0
SET,5.24884225185152e-41,1.83549387990014e-38,3
ARPC2,5.435069387394989e-41,1.8942171952445596e-38,1
EIF3L,6.406361115512759e-41,2.2177947865589436e-38,5
GLO1,6.388844058850329e-41,2.2177947865589436e-38,6
HSPA5,6.824004506842082e-41,2.354502638032977e-38,1
NUDT16L1,6.884133428471335e-41,2.367357871139917e-38,3
PPP1CC,8.410462381262645e-41,2.882664240948787e-38,3
FKBP1B,9.865880639431963e-41,3.370345004026587e-38,0
C5H11orf58,1.0637065658439042e-40,3.609966167578961e-38,3
ROMO1,1.0608717745267542e-40,3.609966167578961e-38,4
MRPL23,1.0764346246483328e-40,3.641223722418089e-38,0
PPP1CA,1.0801129326916084e-40,3.641765033852445e-38,5
PSMA5,1.0974221642960613e-40,3.688112345615984e-38,3
HMGB2,1.1061886140122196e-40,3.70554281536794e-38,3
SERP1,1.2586372416738047e-40,4.202618956801033e-38,1
PSMA2,1.3093652587529506e-40,4.3579431020047816e-38,3
CBX3,1.361639819884695e-40,4.5102119148650856e-38,3
NDUFA13,1.3638297331793454e-40,4.5102119148650856e-38,0
TBCA,1.3701652493385177e-40,4.5167331348697286e-38,3
EIF2S3,1.418072932037614e-40,4.6521307309341305e-38,3
PFDN4,1.4202273178542405e-40,4.6521307309341305e-38,3
MYL9,1.4380292627312107e-40,4.6955837670594204e-38,0
SRSF7,1.5071999944905921e-40,4.9059700769835e-38,3
ARF4,1.6164939030947284e-40,5.245229788569641e-38,1
THOC7,1.6644373841816128e-40,5.383920203993231e-38,3
SLC25A4,1.6821950822584375e-40,5.424409372965199e-38,0
UQCRC1,1.6916892089236944e-40,5.438083082573459e-38,0
HMGN1,1.9483327063391587e-40,6.243695716771887e-38,3
PSMB2,2.070506318313353e-40,6.614738516675743e-38,3
TIMM17A,2.1272992577318416e-40,6.775266128033605e-38,3
VAPA,2.1869231055237787e-40,6.94379745132386e-38,1
BTF3L4,2.201472494350962e-40,6.968617739067555e-38,3
LDHB,2.4261936893657336e-40,7.610140239320512e-38,0
SEPT2L,2.4160804675331292e-40,7.610140239320512e-38,5
KDELR2,2.4196302520306795e-40,7.610140239320512e-38,1
PSMD13,2.4564210531713957e-40,7.681675342660808e-38,3
SSBP1,3.1219653455901216e-40,9.733546890708611e-38,3
ATP6V1G1,3.171717878467668e-40,9.858967792405273e-38,0
OAZ2,3.33108699708465e-40,1.032334970747545e-37,0
HADH,3.393625888111941e-40,1.0485769053401713e-37,0
TIMM8A,3.524328119265593e-40,1.0857208766527013e-37,3
DYNLRB1,3.6220940841641607e-40,1.112528018233978e-37,1
ERH,3.738203882992375e-40,1.1447941859065828e-37,3
HNRNPA1,4.003154089034398e-40,1.2223166852744137e-37,1
BLMH,4.044970492901961e-40,1.2314522368734508e-37,3
MRPS21,4.663323193389922e-40,1.4155403959810962e-37,1
SUB1,4.8560500805852935e-40,1.4697321082928075e-37,3
RBMX,5.021216675507272e-40,1.5152907548806036e-37,3
SPTBN1,5.09597525945679e-40,1.5333807237452358e-37,1
MPC2,5.141698419537899e-40,1.539748314765433e-37,0
BUD31,5.14688784982123e-40,1.539748314765433e-37,3
NDUFV3,5.63077172366318e-40,1.6796530285092682e-37,0
EEF1A2,5.64898122373489e-40,1.6802427044103798e-37,0
ENSGALG00000042589,5.8621272386639755e-40,1.738645115537757e-37,0
POLR2E,5.9836908976802585e-40,1.7696290444335529e-37,3
NDUFV1,6.651116585976792e-40,1.9614108582350775e-37,0
EIF3F,7.615107654896988e-40,2.239311523435578e-37,6
SMAD6,7.87038257304035e-40,2.3078217886283672e-37,4
CLTC,8.197922844206795e-40,2.397075403765889e-37,1
SDHA,8.31904007509401e-40,2.425638038061513e-37,0
PPIL1,8.646651300516192e-40,2.5140799143658624e-37,3
UBE2D3,8.685019156806645e-40,2.5181621724125772e-37,1
ACP1,8.710162443902117e-40,2.518397961291377e-37,3
SKP1,9.094641535442696e-40,2.6222389777359357e-37,6
ATOX1,9.173537080420638e-40,2.6376395797960213e-37,1
TNNI1,9.284588656278318e-40,2.6621749755623414e-37,0
SRSF6,9.461020847801438e-40,2.705269648642297e-37,2
ILF2,9.513704657798622e-40,2.7128399426889786e-37,3
HNRNPAB,1.050156869480999e-39,2.986303374814015e-37,3
EIF3G,1.086927822397428e-39,3.0823998317858666e-37,5
YWHAB,1.1219015427247241e-39,3.1728883561806982e-37,4
ENSGALG00000009250,1.1555980446122184e-39,3.2592814520430125e-37,3
SELENOK,1.2553949205819731e-39,3.5311297802865148e-37,3
HDAC2,1.3413177926232413e-39,3.762586132414128e-37,1
MAGOHB,1.4228215653819026e-39,3.9772710219312134e-37,1
EIF3M,1.4255352620698199e-39,3.9772710219312134e-37,1
LSM3,1.5425405538707312e-39,4.292148920202004e-37,3
CCT6A,1.654366365960291e-39,4.590965100751524e-37,3
HDGF,1.7202518629189218e-39,4.761037100483113e-37,2
TOMM22,1.829458658217019e-39,5.049780061106777e-37,3
PSMA6,1.841483846383718e-39,5.069454152762821e-37,3
MRPS33,1.939031908575977e-39,5.323836835157754e-37,0
ATP1B1,1.9486120416435212e-39,5.335986390759092e-37,0
SDCBP,1.9907973393636606e-39,5.437120683345495e-37,1
UCHL3,2.003354918069513e-39,5.457018561749198e-37,3
UCH-L1,2.1933356290823735e-39,5.958833475776718e-37,8
SF3B5,2.208946559541271e-39,5.985535038163119e-37,1
ACTA2,2.240201073443041e-39,6.054375572337206e-37,1
TOMM20,2.3938425410491064e-39,6.4527596253742546e-37,3
MRPL21,2.41172887118206e-39,6.484087756540296e-37,0
POLR2I,2.597830773120872e-39,6.96634026602906e-37,3
SRSF2,2.638619608154853e-39,7.057436050027967e-37,3
DUT,2.8587987996161976e-39,7.626635604458916e-37,3
SOD2,3.08921829218768e-39,8.220157286992155e-37,0
SDHD,3.1872953121794746e-39,8.4593857251011e-37,0
ITGB1,3.226380180995253e-39,8.54122012995549e-37,0
TXNDC5,3.2426199729592704e-39,8.562313351783384e-37,1
MRPS36,3.321764517336634e-39,8.748979973720866e-37,0
PSMB3,3.419273089417945e-39,8.982944109098822e-37,3
PSMA7,3.428093406377701e-39,8.983316112193876e-37,3
GOT1,4.1617325196228024e-39,1.0878276897845252e-36,0
CCNB2,4.283052762093482e-39,1.116719368779384e-36,3
TMSB4X,5.20599640044217e-39,1.3539478050134395e-36,1
SNRPB2,5.3064330638825544e-39,1.3766100181489941e-36,3
NDUFS8,5.5900120003546235e-39,1.4465514334297105e-36,0
C1QBP,5.809716894568938e-39,1.4996562726031792e-36,3
TIMM10,6.535722110810471e-39,1.6786867531028077e-36,4
TOP2B,6.524628680638702e-39,1.6786867531028077e-36,1
LLPH,7.061950668309219e-39,1.809357751995004e-36,3
ENSGALG00000053871,7.240014267259597e-39,1.8503996171887506e-36,3
UBE2N,8.050017274958814e-39,2.0523522880999683e-36,3
SEM1,8.149713016995324e-39,2.07266463697323e-36,0
PRELID1,8.362743035543534e-39,2.1216303546155355e-36,3
YBX3,8.724385432675462e-39,2.2079674516349454e-36,6
ENSGALG00000021692,8.837593214699342e-39,2.2311629108909136e-36,3
EIF3B,8.939744673545651e-39,2.2514609788384428e-36,8
NSA2,9.008313041071134e-39,2.2632231912186623e-36,1
MRPL9,9.713237948487192e-39,2.434417758155237e-36,4
ACTR10,1.1263793367544654e-38,2.816212778733837e-36,0
TSN,1.1745814654439524e-38,2.9296529603072533e-36,3
IDH2,1.2414078250914275e-38,3.088888836193882e-36,0
SNRPN,1.3310153298697657e-38,3.303909430641711e-36,3
BZW2,1.343741697365654e-38,3.327519760423976e-36,0
ENSGALG00000004725,1.4417426052046789e-38,3.561679533486809e-36,4
ACTR6,1.4490433449420857e-38,3.5627095005803246e-36,1
PHPT1,1.4463402753110423e-38,3.5627095005803246e-36,4
SNU13,1.5336820084437434e-38,3.7618719023799844e-36,3
TMEM50A,1.5916291420958412e-38,3.894777442610885e-36,9
MRPS18C,1.7143655694477832e-38,4.185224032377461e-36,3
PIN4,1.7606251329287627e-38,4.288042668385994e-36,4
ENSGALG00000038672,1.7838396805339358e-38,4.334383678734028e-36,4
CDK1,1.9076240983141878e-38,4.6243005868749195e-36,3
SRSF1,2.0018703259651441e-38,4.8414260662239066e-36,2
RSL24D1,2.065740549266699e-38,4.984247657896123e-36,3
GTF2A2,2.2299831910231332e-38,5.361800755603969e-36,0
ENSGALG00000030808,2.2325788727563094e-38,5.361800755603969e-36,3
NDUFS5,2.2443462414169516e-38,5.365165117648768e-36,0
EIF3I,2.241923092293277e-38,5.365165117648768e-36,6
EBNA1BP2,2.2570698321008905e-38,5.383148960717257e-36,3
NDUFB9,2.3625467869596605e-38,5.621759882561721e-36,0
HSPD1,2.5103181293287357e-38,5.9596863548028996e-36,3
COA6,2.613301224391459e-38,6.18997886357213e-36,4
LDHA,2.702335292477624e-38,6.386254971212757e-36,0
MAPRE1,2.823426577092179e-38,6.65722306666127e-36,2
AIF1L,2.8655892318552855e-38,6.73372434006605e-36,0
ITM2B,2.868882702368205e-38,6.73372434006605e-36,4
GDI2,3.410022152073952e-38,7.985756469914172e-36,1
APOBEC2,3.463302684784256e-38,8.092223227051116e-36,0
TUBA1A,3.471938470844409e-38,8.094130106979682e-36,1
SF3B6,3.562066775244339e-38,8.28558499426214e-36,3
TIMM13,3.7179995294480724e-38,8.62890331549816e-36,0
GCSH,3.7567559983309073e-38,8.699345840909129e-36,3
HSPB1,4.0692902421975313e-38,9.402033280389432e-36,0
EIF4H,4.222058912167195e-38,9.733276906835224e-36,2
ENSGALG00000048179,5.061122394442275e-38,1.1641674637596462e-35,1
