,combinedPval,adjustedPval,cluster
COX4I2,1.1856131832969349e-42,1.928928080655222e-39,3
MYL2,1.460011617329135e-41,2.342820219356271e-38,3
FKBP1A,2.149391589676494e-41,3.402431085796389e-38,3
PPIB,2.2445528596067867e-41,3.5056946535260695e-38,1
CAV3,3.6854702408066293e-41,5.680477298700147e-38,3
RPS12,4.506880312247281e-41,6.856315782582569e-38,9
RPS21,6.181118958287294e-41,9.28277900400399e-38,9
SLC25A4,1.0332623049189476e-40,1.5321066822434746e-37,3
RPS29,1.1251540160836423e-40,1.647507877388336e-37,9
ALDH1A3,1.5475365562459804e-40,2.238006842732049e-37,5
HSPB1,2.3559239850057274e-40,3.3655258710748136e-37,3
HOXA4,2.6834933831477222e-40,3.787284657393634e-37,1
EEF1A1,3.579299462178221e-40,4.991421682362042e-37,9
LUM,3.882558298189324e-40,5.350625709275638e-37,1
LDHB,5.797500467130812e-40,7.896740255815814e-37,3
RPS11,7.398433039158423e-40,9.961529077721274e-37,9
ENSGALG00000011687,1.3826935483858937e-39,1.8405549013465798e-36,1
NDUFA5,1.5707909050649822e-39,2.0674446125410233e-36,3
ATP5MC1,1.8037383479301568e-39,2.3476672483023547e-36,3
COX7C,2.2052299435904277e-39,2.8386902146229257e-36,3
RPL12,5.134798949904828e-39,6.537942978276391e-36,9
SERPINF1,5.440523429446263e-39,6.85272412525879e-36,1
ATP5ME,1.0908695789531111e-38,1.3594100906531496e-35,3
GAPDH,1.193552394586308e-38,1.4717139120402315e-35,3
ENSGALG00000005956,1.2798525826750318e-38,1.5616878383698045e-35,1
FGF13,1.4807068830839962e-38,1.788145578101862e-35,7
PLN,2.2534454204504052e-38,2.6935589213579735e-35,3
RPL23,3.4492826812240034e-38,4.0813055085081056e-35,9
S100A10,4.056456457852519e-38,4.7517362942767145e-35,1
ENSGALG00000006899,7.033868972932655e-38,8.157900656325839e-35,3
RPS16,1.0281703557435442e-37,1.1807838879333134e-34,9
RPL26L1,1.489729748463667e-37,1.6942433032828915e-34,9
COL1A1,2.840788962703018e-37,3.199713876534024e-34,1
RPS17,2.8922110804741062e-37,3.226607943725585e-34,9
TPM4,5.028888039478492e-37,5.557399449059586e-34,3
MYOZ2,5.547828281133253e-37,6.073579835882242e-34,3
RPS6,7.2649656688829816e-37,7.8798023285221e-34,9
TMSB15B,7.842142393891627e-37,8.427790629109848e-34,4
SLC25A3,8.320053150585813e-37,8.860106202795964e-34,3
KDELR2,8.926369389995345e-37,9.420140670409503e-34,1
H3F3B,1.1740655476834566e-36,1.2279475969695373e-33,1
FHL2,1.6648344347944975e-36,1.7258304159857716e-33,3
RPS24,1.72623091232262e-36,1.7737791686553618e-33,9
RPL19,5.2425947269076636e-36,5.340156172365047e-33,9
KRT14,5.868675832966408e-36,5.9263547411045746e-33,1
RPS2,6.382386162539071e-36,6.390027508490646e-33,9
UQCRQ,6.500880485456027e-36,6.453505532425345e-33,3
RPL30,8.016950991849039e-36,7.891649340553036e-33,9
PRRX1,1.3451072918121147e-35,1.313049785490114e-32,1
SSR2,1.6026426438618568e-35,1.5515180637284066e-32,1
FHL1,1.7267442807730705e-35,1.6579586987499112e-32,8
LRRC3B,2.949463689264237e-35,2.808946416265753e-32,7
ENSGALG00000007699,3.507825295162921e-35,3.313765578682922e-32,9
RPS10,3.975342725963703e-35,3.725375683810668e-32,9
ENSGALG00000015617,4.2335319068103345e-35,3.935843345122982e-32,9
ID2,4.55101874502611e-35,4.1976905098898327e-32,9
RPL10A,4.7723309165261935e-35,4.367431406106449e-32,9
P4HB,5.877044349900825e-35,5.33672433102247e-32,1
RPL27A,6.431282200678452e-35,5.795083878905766e-32,9
WAS,7.634362462642082e-35,6.826639855249359e-32,3
NME2,8.357666486722297e-35,7.416800844464791e-32,9
S100A6,8.698668578314684e-35,7.661373859963745e-32,1
RPL7,1.026945137438981e-34,8.977345850773268e-32,9
UQCRH,1.2396505428468217e-34,1.0756500916079313e-31,3
CTHRC1,1.2963863968677437e-34,1.1166088586922614e-31,1
COX7B,1.596674198074935e-34,1.3652156313933816e-31,3
FTH1,2.101210133096806e-34,1.7835936284409714e-31,9
ATP5MC3,2.3939701679984666e-34,2.0174809662216833e-31,3
RPL39,2.5934892096301194e-34,2.1700109327049992e-31,9
RPLP1,2.8056967708018905e-34,2.3309187307257307e-31,9
ATP5A1Z,3.2027317781168357e-34,2.6420299514472917e-31,3
SDK1,3.5829071870132115e-34,2.9349792341968063e-31,7
NET1,3.6542413011431395e-34,2.972625793373843e-31,1
TCF24,3.6979206312488604e-34,2.987411823583754e-31,5
RPS20,4.019415334558924e-34,3.2248947213933185e-31,9
ANXA2,4.102099081076634e-34,3.268844965389297e-31,1
CDON,4.925629483162582e-34,3.89857179843855e-31,1
RPL36,7.076958783960214e-34,5.563728256049706e-31,9
RPL29,7.791124613239312e-34,6.084353011488738e-31,9
GALNT1,8.3689475614648e-34,6.492312433473438e-31,1
ECH1,9.946434439519002e-34,7.665303386675955e-31,3
RPL35A,1.0518995381489529e-33,8.053568292014214e-31,9
LSP1,1.1274706241464676e-33,8.57610375599154e-31,1
COX7A2,1.2117659219849787e-33,9.157829398703384e-31,4
RPS15,1.318672574753079e-33,9.901885219068463e-31,9
TNNC2,1.3492456194783083e-33,1.00669260056079e-30,3
ATP2A2,1.5327649079039536e-33,1.1363810266417123e-30,3
RPL9,1.9003154872445094e-33,1.400019534994091e-30,9
AKR1D1,1.9996141143343282e-33,1.463968469209911e-30,5
RPL35,2.1717329868388185e-33,1.5801054246876722e-30,9
RPL37A,2.4337698303004767e-33,1.750392736409793e-30,9
RPL27,2.4356652204251888e-33,1.750392736409793e-30,9
FAU,2.463234550059593e-33,1.7594115212360585e-30,9
UQCR10,2.648861884635429e-33,1.8805326672507065e-30,3
FKBP9,3.0237622634144903e-33,2.1337575303432635e-30,1
RPS13,3.0586186103671454e-33,2.1454300914271007e-30,9
RPL24,4.398748610828599e-33,3.067081900153196e-30,9
CSRP1,4.664896803279441e-33,3.2334105294792124e-30,0
TRIM55,5.108070302233384e-33,3.519763282970358e-30,3
RPL38,5.66471629333491e-33,3.880498908820447e-30,9
RPS27A,8.233395092981486e-33,5.607328782584837e-30,9
ENSGALG00000003348,1.1546398148759863e-32,7.818184912561137e-30,0
RPS14,1.1684447880360505e-32,7.866190496100636e-30,9
SEC61G,1.2359322125930195e-32,8.272982678163165e-30,1
RPL13,1.63673315370051e-32,1.0893582427417118e-29,9
ENSGALG00000051854,2.5039134059691734e-32,1.6571108128391238e-29,1
RPL37,2.604041375514193e-32,1.7136944501273435e-29,9
DAD1,2.7400055018404796e-32,1.7930975452779886e-29,1
NDUFB4,2.9319626908284114e-32,1.908057449241755e-29,3
RPLP2,3.5786393434327974e-32,2.316033673792848e-29,9
RPSAP58,3.7373663058985074e-32,2.4054691420846117e-29,9
COL1A2,3.8245991967793756e-32,2.4481631233755066e-29,1
PPDPF,4.248753248318561e-32,2.704887449078041e-29,3
ATP5PD,4.344845336804593e-32,2.751110948404972e-29,3
WFDC1,4.4217238136989184e-32,2.784736969366374e-29,1
RPS15A,5.244073466858731e-32,3.284979569713822e-29,9
HSPE1,6.336304999207661e-32,3.948059932904744e-29,3
RPS19,8.799212845697552e-32,5.45365336924276e-29,9
HOXA5,9.491736726197084e-32,5.851909414588049e-29,1
RPL21,1.0608637427215478e-31,6.506265052277849e-29,9
RPS8,1.0820572109930694e-31,6.601680575181108e-29,9
NREP,1.1412313893145946e-31,6.926628754375682e-29,1
ATP5MPL,1.1776410644622682e-31,7.110771504024673e-29,3
EEF1B2,1.3266949404286992e-31,7.969699998229634e-29,9
RPL34,1.3977081929555463e-31,8.353451426922193e-29,9
CDH2,1.685311025376208e-31,1.0021191189961119e-28,3
RPL8,1.972728058070309e-31,1.1670985874857008e-28,9
ENSGALG00000041812,2.177243414257748e-31,1.2816204285286735e-28,3
RPL23A,3.122000784460673e-31,1.8285570907046958e-28,9
CTNNA3,3.269202404323036e-31,1.9052469029960714e-28,3
RBM24,7.1426967570297944e-31,4.142059710405391e-28,3
RPS7,7.2320164365492395e-31,4.173196925152349e-28,9
TPT1,8.519363257636805e-31,4.891955313569528e-28,9
CLMP,1.0619493446062851e-30,6.068138048239628e-28,1
RPS3,1.5815590034469727e-30,8.993395456793982e-28,9
RPL18A,1.6167774889444084e-30,9.149248433768094e-28,9
MGST3,1.8490160155972124e-30,1.0413167399472462e-27,3
HAPLN3,2.692793515648998e-30,1.5092538029589622e-27,7
MYL1,3.88352271271465e-30,2.166267413723783e-27,3
DECR1,4.436673699016043e-30,2.4630915025941828e-27,3
RPS4X,4.463699331946362e-30,2.4664060934928725e-27,9
SLC25A5,5.528690282771362e-30,3.0405221399144115e-27,3
VDAC2,6.48938270584164e-30,3.55218131782836e-27,3
RPL14,7.829502564226316e-30,4.2658071996697975e-27,9
RPS3A,8.057535847925953e-30,4.3697240035546745e-27,9
RPS26,1.1977920338060807e-29,6.46587342472026e-27,9
BVES,1.3726710526735317e-29,7.375908044964408e-27,3
UBA52,1.8276919840180624e-29,9.776072290771827e-27,9
HOXA3,1.8499059319110269e-29,9.849914853464545e-27,1
CSRP2,1.8889759039786997e-29,1.0012433773117141e-26,1
RPL15,2.8198449278578206e-29,1.4879137714675766e-26,9
UBC,3.043116637833692e-29,1.5985243183095606e-26,1
C1H12ORF57,3.123288063076367e-29,1.6279564224379687e-26,0
RPL5,3.12694168012303e-29,1.6279564224379687e-26,9
RPL17,3.2322811735867716e-29,1.6753525292990514e-26,9
TPI1,3.3675080956414256e-29,1.7377540261548547e-26,3
TNNC1,3.5913625787404866e-29,1.8451425251929785e-26,3
SMYD1,3.8891786155256986e-29,1.989426592940579e-26,3
EEF2,3.929386286702693e-29,2.0012548676367994e-26,2
TOMM6,4.1369420565732794e-29,2.0978429385721173e-26,4
CDH11,4.5604699707344376e-29,2.302645741728241e-26,1
TIMM13,5.006852533382329e-29,2.5171806896057993e-26,3
GLRX5,5.719060038447836e-29,2.862953606825693e-26,3
RPL7A,6.422169862221487e-29,3.2012488689879196e-26,9
SLN,6.777052935769078e-29,3.3638326925385073e-26,3
CTSK,7.316786057734204e-29,3.616408843534917e-26,1
CYCS,7.561144286185118e-29,3.721483353245297e-26,3
MYH7B,8.788114615413438e-29,4.307282172451978e-26,3
ATP5F1B,9.19103892813003e-29,4.485995937452002e-26,3
SDC2,1.27245090738422e-28,6.184854757515564e-26,1
YBX1,1.3234770801465503e-28,6.406289651165984e-26,7
ATP1A1,1.54261424805339e-28,7.436294431743483e-26,3
ACAA2,1.607437275072499e-28,7.717021688087316e-26,3
ENSGALG00000030086,1.9735934474541177e-28,9.436199677667187e-26,3
FKBP1B,2.4718087933007476e-28,1.17702389029382e-25,3
NDUFS7,3.0931978309289522e-28,1.4669531898477226e-25,3
GNB2L1,3.1213932449034104e-28,1.474355850440651e-25,9
RPN1,3.796644474002666e-28,1.786101337938605e-25,1
RPL31,4.23729958198562e-28,1.9854304290108227e-25,9
RPN2,4.4742840552381e-28,2.088119470684295e-25,1
BMP10,4.6239679415998705e-28,2.1494125769704754e-25,7
UCH-L1,5.738194491977383e-28,2.656808519339533e-25,5
RPL22,6.578922658265367e-28,3.034076846868852e-25,9
PABPC1,7.088577542209553e-28,3.2563001270947783e-25,2
ATP5MF,7.317036000684704e-28,3.348117868182466e-25,3
CRHBP,1.0903337329411254e-27,4.96971904580883e-25,1
SERP1,1.279729040152959e-27,5.810370569872913e-25,1
ACTB,1.4943315212422114e-27,6.758537153064996e-25,1
TESC,1.5050137368964847e-27,6.780670301872674e-25,8
RPL32,1.630979019705739e-27,7.320038736112411e-25,9
RPL36AL,2.086636517927044e-27,9.329342224975865e-25,9
COX6C,2.81170165190327e-27,1.2523306208295866e-24,5
MMP2,3.571080593993206e-27,1.5845328123142118e-24,1
ATP5PF,3.786562403936135e-27,1.6738045987316654e-24,3
PRDX3,6.122347488487177e-27,2.6961363447530053e-24,3
NDUFC2,6.938449886055645e-27,3.0440845203217726e-24,3
USMG5,7.673857726196053e-27,3.3541652959909886e-24,3
EEF1D,7.80230176258086e-27,3.397629159400678e-24,9
PURH,8.386146054905307e-27,3.638347445676478e-24,5
COL12A1,8.803612802013307e-27,3.80537231740501e-24,1
SPARC,8.931807848529077e-27,3.846590720136239e-24,1
RPL4,9.49883599799365e-27,4.075803655787316e-24,9
RPS27,1.1686640924122992e-26,4.996255619127101e-24,9
UQCRFS1,1.34276566073315e-26,5.719697287619147e-24,3
COL3A1,1.4376267747631017e-26,6.101583832942323e-24,1
PDIA3,1.568298682845075e-26,6.632152758438121e-24,1
MDH1,1.5781267813866116e-26,6.64970847651393e-24,3
ATOX1,1.6455948630441777e-26,6.909143801219709e-24,1
ITM2B,1.6641279961665592e-26,6.9620030260641e-24,2
SMPX,1.7564557547010023e-26,7.32211265647377e-24,3
NDUFA13,1.9579567977564134e-26,8.133163607230823e-24,3
ENSGALG00000051266,2.039902521832704e-26,8.443616335890874e-24,3
KDELR3,2.2568175519905596e-26,9.308584015763151e-24,1
TUBA1B,2.7238089649597e-26,1.1195340245510045e-23,4
PGAM1,2.8621601930452273e-26,1.172285562124092e-23,3
ENSGALG00000021692,4.5658566857155635e-26,1.8635707745600017e-23,0
HAPLN1,4.5875764904936416e-26,1.8659342775818887e-23,1
SFRP2,4.6061646890552005e-26,1.8670120933883652e-23,5
OXCT1,5.0058682125681e-26,2.0220268871045988e-23,3
TMED3,5.86742244599787e-26,2.361891161923624e-23,1
SSR1,5.990111470086494e-26,2.403020993420096e-23,1
RPS27L,6.173936266463427e-26,2.4683118813157863e-23,1
ENY2,8.214596979572953e-26,3.272988224888458e-23,9
PFDN1,9.255887352541276e-26,3.675374150979534e-23,3
TNNI1,9.882368511225699e-26,3.9108831989231045e-23,3
SH3BGRL,9.925489397930152e-26,3.9147225957945384e-23,7
TPM1,1.072009617929388e-25,4.213935946291584e-23,1
UQCR11,1.0905330812524857e-25,4.272412413184059e-23,3
HSP90B1,1.1015137431708591e-25,4.30104689191421e-23,1
NPPA,1.153649557598326e-25,4.4896544907540054e-23,3
TXN,1.3093300199995757e-25,5.078643106514717e-23,1
SNRPF,1.4264219885040494e-25,5.514560536073933e-23,4
RPL3,1.5651957165387122e-25,6.031156239830946e-23,9
RPLP0,1.8042854126282425e-25,6.92964378849494e-23,9
SNRPG,2.1210992496064797e-25,8.119795209201315e-23,4
ATP5PB,2.130832261982983e-25,8.130484014300962e-23,3
ATP5F1C,2.3312562153339504e-25,8.83765491725247e-23,3
FABP5,2.3284790839456106e-25,8.83765491725247e-23,3
MAP1B,2.4372211898565354e-25,9.209557497313289e-23,5
TOMM7,2.463336103214636e-25,9.278308213096636e-23,4
MINOS1,2.9469611639436144e-25,1.1064335358565452e-22,3
HADHB,3.0293729937879728e-25,1.1337411866948255e-22,3
GATA5,3.0672549295997247e-25,1.1442626891223684e-22,1
ARF4,3.2038218181779536e-25,1.1914156840769911e-22,1
PRRX2,3.265664739497911e-25,1.210570332802406e-22,5
RBP5,3.3148658004849463e-25,1.224932622493178e-22,1
FGL1,3.5721371807623535e-25,1.315850412290656e-22,1
ACTG2,3.702236409632645e-25,1.359499263448056e-22,3
NAP1L1,4.594548887425998e-25,1.6818931845943475e-22,9
ROMO1,4.622426043374852e-25,1.686826639616396e-22,0
SH3BGRL3,9.171695078161987e-25,3.336562375395867e-22,4
ENSGALG00000043598,1.0802099302560726e-24,3.917519394187009e-22,3
NEXN,1.1463128601921274e-24,4.1444191005817335e-22,3
ENSGALG00000038672,1.172503779604752e-24,4.2260672376819554e-22,3
ATP5F1D,1.3425007552054241e-24,4.80919401697597e-22,3
RPL6,1.3409003082504197e-24,4.80919401697597e-22,9
PEBP1,1.5223839218235438e-24,5.4369564841806825e-22,5
NDUFS5,1.5819774780317287e-24,5.632612965222545e-22,3
LRRC59,1.709764608798022e-24,6.069150337365235e-22,1
ZCCHC13,1.7233206556031557e-24,6.0987890490950265e-22,3
MDH2,1.8524691349353772e-24,6.536095800622476e-22,3
NDUFB1,1.9349447649807126e-24,6.8065940657501255e-22,3
HSPA5,2.39755863618585e-24,8.408688854830124e-22,1
ENSGALG00000028135,2.699219917391576e-24,9.438412955983108e-22,9
HOXB5,2.930839558418925e-24,1.021782074537146e-21,1
PITX2,3.200406863351332e-24,1.1124507786543194e-21,7
UQCRC1,3.255007700379314e-24,1.128082422374642e-21,3
TUBA1A,3.4599580482141464e-24,1.1955745093615107e-21,1
MYH10,3.542412016373419e-24,1.2204659500215387e-21,1
ID1,3.650092543066146e-24,1.2538772093767132e-21,1
METRNL,3.692999215207662e-24,1.2649070741415188e-21,1
TMSB4X,3.7758751907942676e-24,1.286030861728735e-21,1
UQCRB,3.776628978584392e-24,1.286030861728735e-21,3
LBH,4.2488113115143726e-24,1.4426263540802798e-21,3
ACO2,4.687303464840101e-24,1.586910686660515e-21,3
ENO1,4.726142341060619e-24,1.595448664577647e-21,3
SNRPE,4.790799658253228e-24,1.6126283041501742e-21,4
H3F3C,4.899247868690507e-24,1.644407684151246e-21,1
FKBP11,7.093988454885396e-24,2.374258191848014e-21,1
NDUFA4,7.122913945253007e-24,2.377147297350364e-21,3
FMOD,7.513348800668284e-24,2.5003246338893415e-21,1
HADH,8.1223654771397e-24,2.695338619397661e-21,3
GNG5,8.790072750238294e-24,2.9086717945871614e-21,1
LHFPL6,8.95240379917277e-24,2.9540430624224618e-21,5
MRPL33,9.184966693967891e-24,3.0194995855402762e-21,0
TXNDC5,9.202327353595443e-24,3.0194995855402762e-21,1
ENSGALG00000035206,1.100822695814552e-23,3.601968084234687e-21,1
ATP1B1,1.2300473653782624e-23,4.0135890083829744e-21,3
NDUFB10,1.3403932900313437e-23,4.361493769955421e-21,3
ACTN2,1.396388150988029e-23,4.5311085359413055e-21,3
ENSGALG00000029862,1.8204856447447187e-23,5.8909345861055326e-21,2
PMP22,2.682527503163446e-23,8.656514691628905e-21,1
NPM1,2.7445016884543927e-23,8.832174292839355e-21,9
LAPTM4A,3.3981215246249334e-23,1.0905649956792552e-20,1
chPKCI,4.29501635569414e-23,1.3746408597742025e-20,4
S100A1,4.565418093670427e-23,1.4572028217764553e-20,3
NDUFB2,4.8810768333841266e-23,1.553722079510182e-20,3
ACTN1,6.750229939821147e-23,2.142879315929733e-20,1
ENSGALG00000040371,7.016727423737473e-23,2.2214594699030774e-20,1
TPM3,7.14702296287282e-23,2.2566114113088206e-20,1
MFAP5,7.981848177011249e-23,2.5134256049111887e-20,1
MYL12A,8.302048852667459e-23,2.6072457303734665e-20,1
DAP,9.140511460873374e-23,2.8619453013989884e-20,1
RHOA,9.161932434463715e-23,2.8619453013989884e-20,1
BDH1A,1.0176569243906279e-22,3.162026853879727e-20,3
AQP1,1.0161563907395715e-22,3.162026853879727e-20,1
POLR2L,1.1316874616122197e-22,3.507035939566478e-20,0
HDGF,1.1922544300783777e-22,3.6849809493136015e-20,0
IGFBP4,1.4573765362514188e-22,4.4925579580979186e-20,1
NDUFA2,1.5258186649717933e-22,4.6911947182264897e-20,3
GHITM,1.5424176018829884e-22,4.729814647734431e-20,3
RRBP1,1.5492114140324761e-22,4.738244053120398e-20,1
GPX7,1.6939917840166932e-22,5.167560708179146e-20,1
RARRES2,1.787726438999766e-22,5.439335482393751e-20,1
HMGN4,1.8747046996070794e-22,5.689198351817346e-20,4
LRRC17,2.1663405536551763e-22,6.557242980006531e-20,1
FN1,2.3714768501031026e-22,7.159664568875786e-20,1
PRDX4,2.3802227010633965e-22,7.167595756907513e-20,1
CHGB,2.4604386756841944e-22,7.390153347124449e-20,3
OGN,2.5939464391837776e-22,7.771229935669556e-20,5
COTL1,2.740813030044023e-22,8.190282003117785e-20,1
TMEM158,2.8909025885622793e-22,8.616808072402726e-20,0
ZNF706,3.3188790008916325e-22,9.867354008693391e-20,4
OLFM1,3.534375971919762e-22,1.0481445066485449e-19,7
COLEC11,3.729333535640311e-22,1.1031677386812268e-19,0
TNC,3.8108389669849463e-22,1.1244382296580703e-19,1
SORBS2,3.929830967320073e-22,1.1566349484398446e-19,3
ENSGALG00000051598,3.940243993188597e-22,1.1567932134100982e-19,1
PSMB4,4.097941941601191e-22,1.2000831056654427e-19,4
SSR3,4.2265974260374762e-22,1.2346732066354184e-19,1
OSTC,4.679468041589117e-22,1.3635653121564564e-19,1
ETFA,5.879214960900053e-22,1.70891241748277e-19,3
DSTN,5.932492240215102e-22,1.7158829850538037e-19,1
NDFIP1,5.925545181241692e-22,1.7158829850538037e-19,3
FKBP3,6.162047418543328e-22,1.7778884744887358e-19,3
SERPINH1,6.814125781089601e-22,1.9611971289043522e-19,1
SEM1,7.174583344237041e-22,2.0598805363784677e-19,3
URM1,7.954957124259135e-22,2.27834793395241e-19,9
BTF3,9.881932939011974e-22,2.82334244857992e-19,4
ADD3,1.0533815859492217e-21,2.994980632622285e-19,5
COX5A,1.0510349074168798e-21,2.994980632622285e-19,3
COL14A1,1.132765836075437e-21,3.212888120709236e-19,5
ENSGALG00000054974,1.1816454031356417e-21,3.3434308146406194e-19,3
SAP18,1.375130945738972e-21,3.881516805974336e-19,1
EIF3H,1.5594522967356376e-21,4.391210698127736e-19,9
SNCAIP,1.5759283061112378e-21,4.426963215345906e-19,6
ENSGALG00000011799,1.852159601353195e-21,5.190481382594132e-19,1
HADHA,1.9880612381614485e-21,5.558034612111128e-19,3
RASGEF1B,2.015069319139497e-21,5.6201280710357e-19,3
COPB2,2.1917021396623626e-21,6.098246116663683e-19,1
PPIA,2.2518648982025382e-21,6.250796961902888e-19,1
FAM3C,2.4001995831620224e-21,6.646798309418932e-19,1
ARPC4,2.408280538569629e-21,6.653447458543792e-19,1
ENSGALG00000036310,2.619408046378822e-21,7.219709768465949e-19,3
SMIM4,2.6732676357697498e-21,7.350863420405058e-19,3
TOMM20,2.8283531856045946e-21,7.759098717783411e-19,3
MLF1,2.925156071907887e-21,8.005911518371274e-19,3
DERA,3.0816479092198247e-21,8.414556623598485e-19,3
MRPL57,3.59663472808585e-21,9.797908738003677e-19,4
NDUFA12,3.60873362201496e-21,9.808058958777718e-19,3
AKR1B10L2,3.882840944073237e-21,1.0528617927073253e-18,6
MAB21L1,4.169808717101676e-21,1.1280640231335522e-18,6
TLX1,5.430837545604659e-21,1.4658265862946626e-18,5
TIMM10,6.2102567895406904e-21,1.6723447589967669e-18,4
COPZ1,6.4030314537851695e-21,1.7203018567394043e-18,1
CAPZA2,7.652821118067623e-21,2.051377733158235e-18,5
ENSGALG00000000629,7.672279065220213e-21,2.0518981161058385e-18,3
PDLIM1,8.304164715809179e-21,2.2158325963658624e-18,1
EIF4A2,8.749605905773341e-21,2.329385286207704e-18,5
MFGE8,9.198759072073383e-21,2.4434089869817115e-18,7
CIRBP,9.247169184362698e-21,2.4507106959974537e-18,1
CTGF,9.455705525407957e-21,2.5003207473347945e-18,1
NDUFS8,9.776697825111091e-21,2.5793764738174576e-18,3
DUSP26,9.833871618238713e-21,2.588630330362987e-18,3
YWHAH,1.0169258237650955e-20,2.670914152608183e-18,4
EIF4G2,1.086156757810793e-20,2.846364391075146e-18,1
NDUFB5,1.1409910974088384e-20,2.9833881059521712e-18,3
HSP90AA1,1.5363365809642068e-20,4.0081645495186175e-18,4
VEGFD,1.5681600565797e-20,4.0820976159350166e-18,7
CLEC19A,1.6208778695232786e-20,4.209972538435205e-18,3
