,combinedPval,adjustedPval,cluster
ATP5PF,6.873794810655525e-41,1.3321709543603577e-37,1
NINJ2,1.9757353363094594e-40,3.764160610414722e-37,2
NMRK2,2.2005628584139923e-40,4.122625813700957e-37,1
ENSGALG00000041812,8.84116527078663e-40,1.6291874805997114e-36,1
PITX2,1.0917942286242768e-39,1.9794315802634744e-36,2
MUSTN1,1.751544466815131e-39,3.1251582078204296e-36,1
COX6C,4.2271737359672e-39,7.424402592158255e-36,1
VDAC2,7.451172111916394e-39,1.2885540151747211e-35,1
SEM1,3.530974008641272e-38,6.013702994160821e-35,4
ATP5F1C,4.1339287693881233e-38,6.935528752462723e-35,1
NDUFS7,2.4479590394984722e-37,4.04656596160154e-34,1
TBX5,4.313062652854224e-37,7.026322284765351e-34,2
NDUFB4,9.560262920849626e-37,1.5351937237030003e-33,1
MYL3,9.761280679055276e-37,1.5453962075939562e-33,1
ITGB1BP3,1.02606701358117e-36,1.6018971163834903e-33,1
MYOZ2,3.045883907771331e-36,4.6900975565329996e-33,1
MDH2,3.919080283916403e-36,5.9531089472625694e-33,1
MPC2,1.3020119454356528e-35,1.9513945845177747e-32,1
COX7A2,3.9609375896303046e-35,5.858356512492245e-32,4
NDUFA6,5.298027925411403e-35,7.734191266907109e-32,1
ACAA2,6.210934399440949e-35,8.950632574065447e-32,1
LRRC3B,9.029098177219298e-35,1.2847205591066615e-31,2
FABP5,1.4146657335738278e-34,1.9877201355633104e-31,1
TNNC1,3.7543787234828616e-34,5.210080711735942e-31,1
NDUFB1,5.773202555371728e-34,7.913968783529505e-31,1
NDUFS8,8.262015783477402e-34,1.1189207248390638e-30,1
MGST3,1.0038514255689798e-33,1.3433263820102557e-30,1
ENSGALG00000036956,1.2505207972759607e-33,1.653725347812505e-30,2
PROKR2,1.735312910553419e-33,2.2681445908392857e-30,2
GKN2,2.374940928800818e-33,3.068491675821341e-30,2
ND3,4.215833439270189e-33,5.385080033422193e-30,2
MINOS1,5.0123390783711126e-33,6.330555581790919e-30,1
THBS4,1.2232898867470656e-32,1.527841371874444e-29,3
UQCRFS1,1.3995141920411774e-32,1.728730540992558e-29,1
HADHB,1.600986955857103e-32,1.9561013653685052e-29,1
DES,2.5998272023729955e-32,3.1423382005414624e-29,1
MDH1,2.701224907324685e-32,3.2301618387746097e-29,1
COX4I2,6.928243668678984e-32,8.197679564110881e-29,1
UQCRC1,9.762189313181941e-32,1.1402724641587085e-28,1
ATP5PB,9.839861397792992e-32,1.1402724641587085e-28,1
ADCYAP1,1.1228890300654396e-31,1.2879593417366964e-28,1
ENSGALG00000028402,3.668486095572029e-31,4.1652691793612785e-28,2
HADH,1.6005556082163077e-30,1.799128393392617e-27,1
TMSB4X,2.6810030572384954e-30,2.9837836201783312e-27,5
BDH1A,3.1288549879334483e-30,3.448074603827969e-27,1
NDUFB3,3.8588173619476624e-30,4.211224451555373e-27,1
CRIP1,4.056749569057283e-30,4.3846633013341464e-27,5
ENSGALG00000043598,4.479378766794157e-30,4.79534522275791e-27,2
ENSGALG00000030086,4.7712658893278376e-30,5.059634486411377e-27,1
NDUFB6,5.443308147892564e-30,5.718347360296386e-27,1
ND2,5.799775311799187e-30,6.0364110236277544e-27,2
FGF13,1.691538670738759e-29,1.7444029919699978e-26,2
LTBP2,3.991327430390843e-29,4.0786464573361016e-26,0
NDUFB2,4.111674982234667e-29,4.1637743810164784e-26,1
SOD2,4.7282913786135964e-29,4.745452157267594e-26,1
ENSGALG00000038672,8.576207111407031e-29,8.531162356162258e-26,1
TOMM20,1.1881398982652096e-28,1.1715319000862336e-25,1
NDUFV3,1.3853495802715754e-28,1.3541068254518803e-25,1
TPM4,1.4525741220402085e-28,1.407575515229064e-25,1
NDUFS6,2.523381348659468e-28,2.4243114743071623e-25,1
OXCT1,9.235528196770818e-28,8.797739964401317e-25,1
GLRX5,1.1263788197022732e-27,1.0639688277067046e-24,1
ENSGALG00000043329,2.6776454737224142e-27,2.5082060954767776e-24,6
NDUFA1,3.074651958310543e-27,2.8562879110478167e-24,1
SMIM4,4.837213110588135e-27,4.456837305599762e-24,1
SLC25A5,6.315576283077974e-27,5.771640387912927e-24,1
BVES,7.14262305607439e-27,6.474816074511937e-24,1
IGFBP7,1.0764002548907928e-26,9.679550032690176e-24,4
SMPX,1.612473585609066e-26,1.4385118837784218e-23,1
PHB,2.4584797823974356e-26,2.175977048656487e-23,1
ACO2,2.5660710191430088e-26,2.253461238662389e-23,1
ENSGALG00000028183,2.8793429681498503e-26,2.5089677443427965e-23,1
HSPB1,3.115425760462294e-26,2.6938005942731943e-23,1
RPLP1,3.430659516538617e-26,2.9437282257661593e-23,5
NDUFB9,6.875253136722757e-26,5.821238989230233e-23,1
CST3,6.887723116989907e-26,5.821238989230233e-23,8
TPI1,8.199451776793956e-26,6.87814627739742e-23,1
ENO1,8.433371748758187e-26,7.021968328598922e-23,1
ARHGAP25,1.9781013975543169e-25,1.6349370342364198e-22,2
DBI,2.3980941800525776e-25,1.9676011059968682e-22,4
SBSPON,4.698292038351626e-25,3.826945804689359e-22,4
CTNNA3,5.185396137675404e-25,4.1933250613929616e-22,1
NEXN,6.405728632186926e-25,5.143181977993141e-22,1
GOT1,7.5106211638951885e-25,5.987535951639805e-22,1
NDUFC2,1.0850549231401037e-24,8.589240584229144e-22,1
RPL29,1.1871764606224626e-24,9.331911885681887e-22,5
ENSGALG00000003348,1.3239847390822624e-24,1.0335033226871419e-21,4
PRDX1,3.7776595282889726e-24,2.928506560159769e-21,3
DERA,3.951802324525998e-24,3.0425221359999833e-21,1
LDHA,4.902864137098812e-24,3.749073148260689e-21,2
CDON,6.70155730051394e-24,5.0898549960827134e-21,0
RPS29,7.184295288439947e-24,5.41987531977062e-21,4
NCS1,7.833079287802654e-24,5.869926368917432e-21,2
NDUFA12,1.1614116903278047e-23,8.645709440312662e-21,1
ENSGALG00000050984,1.747369051671701e-23,1.2922080482141294e-20,2
ACTG2,4.574873130587544e-23,3.3610812726804445e-20,1
MYL1,5.374547416163768e-23,3.9229481492818066e-20,7
RPL32,7.308572997046984e-23,5.300200282335139e-20,5
UQCRC2,8.573546838419883e-23,6.177707142917508e-20,1
TMSB15B,1.7795064006522067e-22,1.2740641398271113e-19,4
DCN,2.181151163969044e-22,1.5517439770122441e-19,0
SERPINE2,2.2136901524772633e-22,1.5649883137241678e-19,6
ACAD9,2.514681880664905e-22,1.7666660364022265e-19,1
RPS15A,2.7979943414426003e-22,1.9534951885473011e-19,5
SDHB,2.862346042875002e-22,1.9860881129304674e-19,1
RPL38,2.9582262079459895e-22,2.0400234797119388e-19,5
NDUFS3,3.1300652916725764e-22,2.145363753577061e-19,1
UBA52,3.4431738968956597e-22,2.345667243372955e-19,5
MTFP1,4.507794881426167e-22,3.0524421934886908e-19,1
RPL39,4.563954540928147e-22,3.0719647567149705e-19,5
FAM162A,5.062083644252665e-22,3.38697058850765e-19,1
NDUFB7,5.338638057843318e-22,3.550873195453909e-19,1
RPLP2,7.216683499384515e-22,4.771776869312945e-19,5
MYL2,9.500621800337702e-22,6.245213786693821e-19,1
EDNRB,9.76129411755376e-22,6.379260569570733e-19,2
TGM4,1.0239429167016863e-21,6.653053763187899e-19,3
SDHA,1.1157746593176784e-21,7.208064025275451e-19,1
RPL31,1.1280214756800264e-21,7.245539182356601e-19,5
AKR1D1,1.2158163984403277e-21,7.765094026914047e-19,8
URAH,1.6907905497400261e-21,1.0737617653589075e-18,1
NDUFV2,2.1785141243286553e-21,1.37572543817815e-18,1
SDR42E2,2.282485820325293e-21,1.4333308463185754e-18,1
NDUFAB1,2.8611874924810815e-21,1.786755809502642e-18,1
SEC61G,4.280991995000774e-21,2.6586258980114036e-18,0
ID2,4.332747868157697e-21,2.6759834264989824e-18,5
RPL35,7.097922986217293e-21,4.359850356534602e-18,5
RPL37A,9.175814353763366e-21,5.60554941440962e-18,5
TIMM13,9.672304625228007e-21,5.876917953571804e-18,3
ASB18,1.3558658521134793e-20,8.19398508104121e-18,1
ATP5F1D,1.8609542440964063e-20,1.1186274664288577e-17,1
ENSGALG00000000629,1.9418256174796038e-20,1.1610308697600832e-17,1
SH3GLB2,2.6035866940000988e-20,1.5484658408019085e-17,2
RPS14,2.647991566012247e-20,1.5665865250071045e-17,5
RPL23,2.912539931166455e-20,1.714075356753869e-17,5
S100A1,2.952642714496119e-20,1.7286260744147364e-17,1
RPL36,3.4819899117265297e-20,2.0279702962315266e-17,5
ENSGALG00000054974,3.622004155546847e-20,2.0986431803626976e-17,1
MCRIP2,3.7981036263536145e-20,2.1893923104888514e-17,1
RPS16,4.7898776393245454e-20,2.7470068217623594e-17,5
RNF207,4.8989930744525646e-20,2.79532294531154e-17,3
IGFBP4,5.057070675870263e-20,2.8565204456514984e-17,0
FKBP1B,5.036942952741522e-20,2.8565204456514984e-17,2
COX1,5.82185717660301e-20,3.2720726774297434e-17,1
RPS15,6.009604213586807e-20,3.360788662098919e-17,5
CHCHD10,6.18855897383765e-20,3.443733651998176e-17,1
HSPB7,6.461821497601136e-20,3.578082162967001e-17,1
RD3L,7.029248479378653e-20,3.873201739808058e-17,3
RRAD,7.86142442680137e-20,4.310610404611132e-17,1
ENSGALG00000048305,7.929551929487043e-20,4.3268597400628725e-17,3
FKBP1A,8.49663636403741e-20,4.6138989263755463e-17,4
DKK3,1.1823509928665347e-19,6.389611830195628e-17,0
ENSGALG00000021692,2.2936431815225165e-19,1.2335903411981636e-16,4
RPL34,2.3788649034067766e-19,1.2733326476767617e-16,5
TFPI2,3.392521827741145e-19,1.8073055630724655e-16,6
RPL27A,3.6245274694235217e-19,1.9217944049460765e-16,5
RPL21,4.2210325118906395e-19,2.22756550446067e-16,5
TCF12,4.245119420349088e-19,2.229808305165902e-16,5
S100A6,5.584528532637182e-19,2.919708164828699e-16,5
Wpkci-7,6.5419444955805765e-19,3.40443066723158e-16,7
PDLIM5,7.050476400960201e-19,3.6521627239354335e-16,1
CAV3,8.708534090537538e-19,4.490347511999781e-16,1
PDHA1,9.19414630181933e-19,4.719094621931018e-16,1
ENSGALG00000048441,1.0212638086948362e-18,5.218030953339853e-16,2
OLFM1,1.1546650539225664e-18,5.872934245489954e-16,2
CHURC1,1.1768313769035291e-18,5.958715558864666e-16,7
CNMD,1.3375867499371577e-18,6.742306402499125e-16,5
RPL36AL,2.287007203870487e-18,1.1476538140587218e-15,5
TOMM6,2.4664359718958045e-18,1.2321929445398656e-15,4
RPL35A,2.5801496930347538e-18,1.2832989950303577e-15,5
CAB39L,2.652085075589762e-18,1.3132668581420406e-15,2
ENSGALG00000005257,2.867894125665729e-18,1.413903135141312e-15,2
NDUFV1,2.8932635380408303e-18,1.4201816656435786e-15,1
CPM,3.079521632348281e-18,1.5050357400303474e-15,5
RPL23A,3.262267921476254e-18,1.5874462739601116e-15,5
NDUFA2,3.553657639556257e-18,1.7162012784302912e-15,1
TRIM54,3.557400420826426e-18,1.7162012784302912e-15,1
MDK,5.765768869036777e-18,2.7697001951042065e-15,8
IFI27L1,6.022639784983511e-18,2.88078214433569e-15,1
RPS19,8.657073350452093e-18,4.123352696636025e-15,5
CDK2AP1,9.097769068274898e-18,4.314971711315475e-15,5
RPL22L1,9.512458010725672e-18,4.4926975815100275e-15,5
SNRPF,9.731388920810503e-18,4.576867279254822e-15,4
COL4A1,1.0826344303204894e-17,5.070630716335801e-15,4
FRZB,1.3865343396019471e-17,6.4670315172531976e-15,5
RPL22,1.794486336890483e-17,8.335202975977091e-15,5
TNFRSF19,2.0219968448139014e-17,9.353315631570018e-15,6
LMO4,2.1723376749909045e-17,1.000757602457808e-14,5
LYPD1,2.2276167824638697e-17,1.022035042809735e-14,2
ANGPT1,2.3837010820310646e-17,1.0892011133350743e-14,2
ALDH1A3,2.5676132183578916e-17,1.168487415994864e-14,8
RPS13,2.857444405651825e-17,1.2951423324799594e-14,5
POLR2L,2.896124595978119e-17,1.3074024213463673e-14,1
SLIRP,3.2433642223583966e-17,1.4583007632110095e-14,4
SERP1,3.2750938576666933e-17,1.4667004293382235e-14,0
ATP2A2,3.4418507036559475e-17,1.5352633319354656e-14,2
RPS17,3.934870509031124e-17,1.7482410509581028e-14,5
PFDN1,5.69630337902228e-17,2.5208719436467396e-14,4
OTUB1,5.907069359681255e-17,2.6038938743683968e-14,4
COII,6.335028538312871e-17,2.7816340916542086e-14,1
RPS26,6.914219024267159e-17,3.024136566251747e-14,5
ITM2B,7.812362739851147e-17,3.390580235056907e-14,3
RPL26L1,7.78350007028809e-17,3.390580235056907e-14,5
BAMBI,8.278622008883021e-17,3.579118650540885e-14,0
VIM,8.392991395887636e-17,3.6146617264182164e-14,0
ENSGALG00000011687,8.836266731252175e-17,3.7910447920856376e-14,8
COX3,9.960429760228227e-17,4.257098694918362e-14,1
TESC,1.0605889024431165e-16,4.515798362284041e-14,5
HSPD1,1.135200586018402e-16,4.8152420487488425e-14,1
COX5A,1.150761925017673e-16,4.862898864728227e-14,1
PENK,1.320369360607214e-16,5.5587298299420386e-14,5
RPL37,1.3766002259669997e-16,5.77383584747516e-14,5
RPL14,1.4098706036081035e-16,5.891398033918959e-14,5
POPDC2,1.8012263289541978e-16,7.49887151388608e-14,1
EDNRA,2.0444627737313926e-16,8.480106497438517e-14,1
RPS27A,2.445758743122214e-16,1.0107321977735538e-13,5
PRDX3,3.0875498992798363e-16,1.271284430477693e-13,3
SELENOP2,3.3306690738754696e-16,1.3663825649506512e-13,2
ENSGALG00000015617,4.440892098500626e-16,1.795629845546659e-13,5
DPT,4.440892098500626e-16,1.795629845546659e-13,0
MFAP2,4.440892098500626e-16,1.795629845546659e-13,0
RPL24,4.440892098500626e-16,1.795629845546659e-13,5
FAU,5.551115123125783e-16,2.2364923703493333e-13,5
VCAN,6.661338147750939e-16,2.664689130224046e-13,5
FMC1,6.661338147750939e-16,2.664689130224046e-13,3
NDFIP1,7.771561172376096e-16,3.0759645065438367e-13,1
MOXD1,7.771561172376096e-16,3.0759645065438367e-13,5
IGFBP2,7.771561172376096e-16,3.0759645065438367e-13,3
COX17,8.881784197001252e-16,3.5030533127155873e-13,4
RPS21,9.992007221626409e-16,3.927155483879144e-13,5
PKIB,1.1102230246251565e-15,4.3483022392157777e-13,2
RPS27,1.3322676295501878e-15,5.1998447610622e-13,5
RPS12,1.5543122344752192e-15,6.024647723161722e-13,5
CSRP1,1.5543122344752192e-15,6.024647723161722e-13,7
TXNDC17,1.7763568394002505e-15,6.76861148558605e-13,4
ND6,1.7763568394002505e-15,6.76861148558605e-13,2
S100A10,1.7763568394002505e-15,6.76861148558605e-13,0
GSN,1.7763568394002505e-15,6.76861148558605e-13,4
SDK1,1.7763568394002505e-15,6.76861148558605e-13,2
RPS8,1.9984014443252818e-15,7.563410561545018e-13,5
RPL18A,1.9984014443252818e-15,7.563410561545018e-13,5
ENSGALG00000007699,2.220446049250313e-15,8.375588876878712e-13,5
RPL11,2.3314683517128287e-15,8.764955717643308e-13,5
SH3BGRL3,3.3306690738754696e-15,1.2438166870314898e-12,7
ALCAM,3.3306690738754696e-15,1.2438166870314898e-12,6
GAPDH,4.107825191113079e-15,1.5239149002716944e-12,1
CTHRC1,4.107825191113079e-15,1.5239149002716944e-12,0
PTX3,5.10702591327572e-15,1.888364676385746e-12,5
TIMM10,5.662137425588298e-15,2.07993790442488e-12,4
MYBPC3,5.662137425588298e-15,2.07993790442488e-12,2
MYH1B,5.995204332975845e-15,2.1951136190021538e-12,2
CORO7,7.216449660063518e-15,2.6251643453906255e-12,3
RPL12,7.216449660063518e-15,2.6251643453906255e-12,5
RPL6,7.327471962526033e-15,2.656952935975008e-12,5
ANGPTL2,8.215650382226158e-15,2.969429033969925e-12,0
SMYD1,8.770761894538737e-15,3.159905662491645e-12,1
COL1A1,9.547918011776346e-15,3.417987129564453e-12,0
MAP1LC3B2,9.547918011776346e-15,3.417987129564453e-12,3
ENSGALG00000040182,1.0325074129013956e-14,3.661215617252628e-12,8
MRPL51,1.0325074129013956e-14,3.661215617252628e-12,4
HAPLN3,1.0325074129013956e-14,3.661215617252628e-12,6
UBC,1.3322676295501878e-14,4.709293368509163e-12,0
ND1,1.3433698597964394e-14,4.7336517824842106e-12,2
LYVE1,1.3988810110276972e-14,4.9138532992037785e-12,8
LUM,1.5765166949677223e-14,5.520582849127719e-12,0
RBX1,2.0317081350640365e-14,7.0924590653991256e-12,7
ENSGALG00000048179,2.2093438190040615e-14,7.688686866511786e-12,5
TM4SF18,2.4313884239290928e-14,8.435303723500903e-12,3
CPE,2.5091040356528538e-14,8.678140918154269e-12,0
S100A11,2.9753977059954195e-14,1.0259325614463825e-11,0
ITGB5,3.0531133177191805e-14,1.049509951774022e-11,5
RPL27,3.241851231905457e-14,1.1109912221196311e-11,5
RPS7,3.68594044175552e-14,1.2593423421320246e-11,5
RPS10,3.907985046680551e-14,1.3311602588319232e-11,5
COL6A2,4.6074255521943996e-14,1.5646662785552723e-11,0
PPIA,4.651834473179406e-14,1.574989124013298e-11,0
C1QBP,4.6851411639181606e-14,1.5815023345356746e-11,1
ENSGALG00000030096,5.284661597215745e-14,1.778533729053131e-11,8
ND4,5.340172748447003e-14,1.7918509827373743e-11,2
ENSGALG00000046914,5.595524044110789e-14,1.871944113982392e-11,5
NCAM1,5.617728504603292e-14,1.87379569075191e-11,6
RPS24,5.861977570020827e-14,1.9494802607153906e-11,5
ENSGALG00000043610,6.217248937900877e-14,2.061531374297226e-11,8
REM1,6.23945339839338e-14,2.062809004035499e-11,1
TGFBI,6.394884621840902e-14,2.107995717798354e-11,0
ENSGALG00000013239,8.01581023779363e-14,2.634588012271515e-11,4
RPL30,8.903988657493755e-14,2.9179770250998605e-11,5
ACTG1,8.959499808725013e-14,2.927633527100369e-11,0
GPX3,9.9253938401489e-14,3.233851280966683e-11,8
GNG5,1.0325074129013956e-13,3.3543507244771186e-11,7
FSTL1,1.035838081975271e-13,3.355473310942501e-11,0
VEGFD,1.0513812043200232e-13,3.396036543948899e-11,2
IRAK1BP1,1.0669243266647754e-13,3.4363673228979535e-11,3
ENSGALG00000043758,1.1446399383885364e-13,3.676141679077802e-11,1
FHL2,1.2390088954816747e-13,3.967881540749002e-11,1
RASL11B,1.2523315717771766e-13,3.9991533344169285e-11,7
APOA1,1.2578826869003024e-13,4.005500814243721e-11,0
PLIN4,1.27675647831893e-13,4.054116254387478e-11,3
TUBA1B,1.2967404927621828e-13,4.105973192735087e-11,7
OLFML3,1.6187051699034782e-13,5.1110384235699016e-11,0
PTN,2.0161650127192843e-13,6.348180225942156e-11,0
ENSGALG00000049239,2.240430063693566e-13,7.034605627591186e-11,3
ENSGALG00000039468,2.4358293160275934e-13,7.626825229484434e-11,3
ENSGALG00000004503,2.637889906509372e-13,8.236554101522525e-11,3
PRRX1,2.788880237858393e-13,8.683884790994955e-11,8
HBBA,3.2818192607919627e-13,1.0190546594718144e-10,2
CYTB,4.121147867408581e-13,1.2761536365661415e-10,1
AKAP12,4.4286796452297494e-13,1.3676163133105791e-10,8
MYH10,4.993783164763954e-13,1.5379003880717442e-10,0
PPIB,5.726530361016557e-13,1.758740936233366e-10,0
URM1,6.279421427279885e-13,1.9232908099335896e-10,5
KRT19,6.585842982076429e-13,2.0116616819100634e-10,8
AZIN2,6.726841306203823e-13,2.0491615874650971e-10,2
FIBIN,6.874500968478969e-13,2.0884825141944094e-10,0
NME2,7.978062654956375e-13,2.417213010436203e-10,5
FH,8.383294058944557e-13,2.533163083276172e-10,1
MSX1,8.725242750529105e-13,2.6294206955831315e-10,5
RPS3A,1.042721464727947e-12,3.133921411501359e-10,5
MRPS18C,1.1050049764094183e-12,3.3122595140385335e-10,4
PERP2,1.131428284395497e-12,3.3824436995735035e-10,3
RPL17,1.1893819262809302e-12,3.5401863728806336e-10,5
COL6A3,1.1904921493055554e-12,3.5401863728806336e-10,0
ATP6V1G1,1.2029266471813571e-12,3.567724621811648e-10,1
RPS11,1.2245759961615477e-12,3.6223760661799626e-10,5
ENSGALG00000028466,1.3102852136626097e-12,3.865736558743691e-10,5
COL9A2,1.3732348591588561e-12,4.0408510900258653e-10,5
CORO6,1.3778977958622818e-12,4.0439857961071314e-10,3
TRIM55,1.4229728506620631e-12,4.165400643908389e-10,1
MFN1,1.4556134075860427e-12,4.2498803945321465e-10,3
HBA1,1.564415263999308e-12,4.555710623510516e-10,2
GFPT2,1.610489519521252e-12,4.677764223501908e-10,5
ENSGALG00000011812,1.7439383270811959e-12,5.039331301188588e-10,0
ENSGALG00000040371,1.7432721932664208e-12,5.039331301188588e-10,0
HBE1,1.7952306308188781e-12,5.16101216080056e-10,2
APLN,1.793898363189328e-12,5.16101216080056e-10,3
MRPL2,1.8964829706646924e-12,5.438188665824357e-10,3
SLIT1,2.308486735103088e-12,6.602770816291074e-10,5
NPM1,2.5082158572331537e-12,7.153512004858957e-10,5
IL13RA2,2.5137669723562794e-12,7.153512004858957e-10,3
SLC5A6,2.6856294965682537e-12,7.623287561823916e-10,3
CTSK,2.8179680811035723e-12,7.978788497246193e-10,0
RPS2,3.0238034298690764e-12,8.5400787082788e-10,6
ENSGALG00000010722,3.183675545415099e-12,8.969067571020731e-10,8
SERPINF1,3.2858160636806133e-12,9.233676332903811e-10,0
ENSGALG00000051984,3.5862424141441807e-12,1.0052791150433788e-09,5
DSP,3.780975532663433e-12,1.0572293324342345e-09,2
CRHR2,3.884448318558498e-12,1.0834670084369884e-09,2
ANGPTL1,4.084732552200876e-12,1.1365110204891117e-09,5
NOG,4.719447055379078e-12,1.3098678574695885e-09,2
VIP,4.864775249302511e-12,1.3468776221096956e-09,5
CHCHD1,4.906741679633342e-12,1.355158756127204e-09,4
ND5,5.5713211821739606e-12,1.5349329988213139e-09,1
ENSGALG00000045199,5.951239501200689e-12,1.6355940062903365e-09,0
CCDC80,6.43629594065942e-12,1.7645888799983936e-09,0
FGFR1,6.660005880121389e-12,1.8214790512502147e-09,0
RPL10A,6.84319267918454e-12,1.8670370760137004e-09,5
ENSGALG00000015822,6.898037696601023e-12,1.877443610814431e-09,5
COL5A1,7.156275572128834e-12,1.9430237310640426e-09,0
SNRPG,7.757350317660894e-12,2.101148259151449e-09,7
RBP5,8.196554546202606e-12,2.2147738789598085e-09,6
TPT1,9.948708523666028e-12,2.6817731743239355e-09,5
ARHGDIB,1.063638066511885e-11,2.860282837256285e-09,6
STMN1,1.0917267090349014e-11,2.92881070014868e-09,2
CDH2,1.1009859690602752e-11,2.946618315800093e-09,1
MRPS21,1.1289413848203367e-11,3.0142598444087655e-09,4
DNAJC15,1.1376122266426592e-11,3.030213231081102e-09,3
TMEM163,1.731192966758499e-11,4.578760620886311e-09,4
ENSGALG00000006009,1.7284174091969362e-11,4.578760620886311e-09,3
HBM,1.72982739243821e-11,4.578760620886311e-09,2
RPL8,2.0708657011425657e-11,5.464289823924784e-09,5
IDH3B,2.2010393507798653e-11,5.794171186342501e-09,1
ENSGALG00000053871,2.6341595571466314e-11,6.918145611525206e-09,4
RPS20,2.7132407431906813e-11,7.109227757324241e-09,5
FABP7,2.7738367158747224e-11,7.251098870665593e-09,5
EEF1A1,2.8250068950796958e-11,7.367728810197612e-09,5
RARRES2,2.957367684075507e-11,7.695076933737248e-09,0
BOK,3.049038799218806e-11,7.91528295389263e-09,5
RPL19,3.1766034247482366e-11,8.227438797618803e-09,5
G0S2,3.1990632365364036e-11,8.266562584943607e-09,3
TINAG,3.383116009558762e-11,8.722114651210559e-09,2
ROMO1,3.604427867287541e-11,9.271420780431662e-09,4
ACAN,3.630606926208202e-11,9.317437996622008e-09,5
TXNDC5,3.744959897744593e-11,9.589015956751475e-09,0
COL1A2,3.77509135063292e-11,9.644199349658072e-09,0
CNTNAP1,3.8217762288184076e-11,9.741325503805423e-09,8
SEC61B,3.89892562679961e-11,9.915487507161273e-09,0
ATP6,4.2093439844848035e-11,1.068075815126772e-08,2
CFC1,4.376110585013748e-11,1.1078901676995038e-08,2
ISLR,4.399092201623489e-11,1.1112056569345516e-08,0
SOX9,4.533728947819782e-11,1.142646998914914e-08,5
SDCBP,4.6004089426787687e-11,1.1568586705781595e-08,5
EEF1A2,5.916156453622534e-11,1.484407112290085e-08,1
