,combinedPval,adjustedPval,cluster
MYH15,3.9670696166363083e-144,4.668753768681506e-139,3
MYH7,1.2820220783150694e-124,7.543912746786451e-120,2
MYH1D,1.1930509314362046e-79,4.680248118168591e-75,2
IRX4,4.97954533222951e-76,1.4650783375890952e-71,3
ND6,4.056744956741252e-74,9.548581263075821e-70,3
FABP3,5.672963155930911e-74,1.112730162450954e-69,3
CKB,2.0907247940377883e-72,3.515037620322249e-68,3
TUBAL3,1.2408152610565111e-70,1.825358982232542e-66,2
SFRP1,6.819822509301883e-70,8.917881772513048e-66,5
PLN,4.9495044287383924e-64,5.824958896075925e-60,3
LDHB,2.105520128172992e-62,2.2526714778033164e-58,3
ENSGALG00000050984,1.3819592698373795e-59,1.355330292617078e-55,2
SERPINE2,9.239822900319611e-58,8.36472066994729e-54,3
ATP2A2,2.305609880058829e-56,1.9381569227343686e-52,3
CST3,6.182255854323633e-56,4.8505039585197515e-52,3
IGFBP7,6.607862420787875e-56,4.8604016253281244e-52,3
GATA5,3.11853262299138e-55,2.1588999591107006e-51,5
KCNJ5,4.0969447366467326e-55,2.678667131006846e-51,2
CAV3,1.7951639456461805e-51,1.1119407955685246e-47,3
CSRP3,1.6131007843151946e-48,9.492107643450385e-45,3
MYL10,1.0998177630944138e-47,6.163573550824873e-44,3
UBC,2.6233185502976407e-47,1.4033289913442023e-43,5
SMAD6,5.081998806821469e-47,2.600386307958327e-43,2
ENSGALG00000045540,1.1388089847624478e-46,5.584326355489012e-43,2
TPM1,4.623071051157301e-46,2.1763147591318704e-42,1
SLN,5.0672588317453734e-46,2.2936697568309082e-42,4
ND4,6.406273602267713e-46,2.7923693766454022e-42,3
RPL22L1,7.640314224227011e-46,3.2113255658788226e-42,5
POSTN,3.1298017267187793e-45,1.2701352695481979e-41,8
TESC,7.939069075050177e-45,3.114436451911098e-41,4
CYTB,3.476854078725387e-44,1.3199452518555768e-40,3
LDHA,9.98843269847334e-43,3.67348708482583e-39,2
ND2,3.4382899583444326e-42,1.222785027594218e-38,3
SFRP2,3.5326277934886484e-42,1.222785027594218e-38,4
ATP6,6.295217075540983e-42,2.116770692319213e-38,3
TMSB15B,1.2769028713463513e-41,4.174327420588131e-38,4
ND5,4.800567225155273e-41,1.5269400263434981e-37,3
FKBP1B,5.74022381179893e-41,1.7777732912677138e-37,3
RPL3,6.470376644884491e-41,1.95252275026243e-37,5
APOA1,6.826569539200735e-41,2.0085085052234238e-37,6
RPL38,2.170101638013304e-40,6.2291295898272716e-37,5
BAMBI,2.6031441278662316e-40,7.294240388679753e-37,5
EEF1A1,3.6060374606582194e-40,9.869449435148017e-37,5
FKBP1A,4.915575122749418e-40,1.3147791521738622e-36,1
LRRC3B,4.130313226233618e-39,1.080193655619605e-35,2
ID2,6.209137415297802e-39,1.5885635291078272e-35,5
RPS6,7.792639530797369e-39,1.951272290257597e-35,5
MYOM2,9.422784153802936e-39,2.310304124582505e-35,3
MGST3,2.1907899595461474e-38,5.261817848315718e-35,3
ENSGALG00000048305,2.367644618614286e-38,5.572853922047688e-35,4
STMN1,3.6885318688623037e-38,8.511664794051822e-35,1
ENSGALG00000020788,4.034349767758503e-38,9.13064277752534e-35,3
ND1,4.676475362575999e-38,1.0384221158740079e-34,3
RPS16,5.537681559700803e-38,1.2068835461108574e-34,5
TNNC2,7.119890438115715e-38,1.5234975814688644e-34,3
HAPLN3,4.683583811634742e-37,9.84286247452114e-34,2
FN1,6.4493010883439265e-37,1.3315851551101209e-33,8
ENSGALG00000015617,1.9313275754726905e-36,3.91885410778177e-33,5
COX6C,2.9678854060751e-36,5.920062129128355e-33,6
SNRPF,6.748033781684243e-36,1.323601179793997e-32,1
Meis2a.2,7.36917386353545e-36,1.4217397831010682e-32,4
RPL26L1,8.378748038621701e-36,1.5904447583442076e-32,5
TMSB4X,1.546210008352242e-35,2.888411586990789e-32,5
S100A6,1.9076060850479968e-35,3.5078407833843824e-32,5
SEPSECS,3.203382458247815e-35,5.799981179579791e-32,2
LUM,3.5676131376787584e-35,6.3615796175891e-32,6
MYL9,4.424940980536618e-35,7.772555426535142e-32,3
RPS15,5.164595077624221e-35,8.938373788127175e-32,5
TXN,7.06352156848661e-35,1.204767747945031e-31,5
AKR1D1,7.789973040229446e-35,1.3096916617523826e-31,4
RPL19,9.008873586334693e-35,1.4932870267266387e-31,5
RPL23,9.703881748945193e-35,1.586149603847955e-31,5
ACTC1,1.1214802386040514e-34,1.8080061905752007e-31,3
RPL8,1.2814717737387403e-34,2.0380201465544436e-31,5
EIF4G2,1.6495285049908378e-34,2.5883899766308125e-31,5
KRT19,1.7885084840245475e-34,2.769545856007403e-31,6
RPL35A,1.8848855861193725e-34,2.8808816419275076e-31,5
RPS3A,1.9979001352331527e-34,3.014465525650057e-31,5
HSPB1,2.2957457697729073e-34,3.4200137283152115e-31,3
RPL6,2.638833031640441e-34,3.881978025331068e-31,5
MYOZ2,2.7399242282994744e-34,3.9809312893556695e-31,4
RPL11,3.2983669278657324e-34,4.733869296390566e-31,5
HDGF,5.397291134377281e-34,7.6529504323262265e-31,1
EEF1D,5.583175935630173e-34,7.822276717378751e-31,5
REEP1,5.707396541760683e-34,7.90224098974882e-31,4
RPL31,6.1344468823840675e-34,8.394756568507717e-31,5
ATP5MC3,6.41832138808642e-34,8.682271357862917e-31,3
EEF1B2,7.602770244617396e-34,1.016764423976467e-30,5
RPL7,7.878883101158457e-34,1.0418514444395487e-30,5
RPL37,8.452441881697456e-34,1.105276233907908e-30,5
SEC61G,1.1691389359226501e-33,1.5120142342947922e-30,5
ENSGALG00000042611,1.225313500822746e-33,1.5674386061538716e-30,7
RPL12,1.5230155632667616e-33,1.9273142863419438e-30,5
KRT7,1.545742524942189e-33,1.9352650311055014e-30,6
RPL13,1.7414140694634788e-33,2.1572952715652295e-30,5
RPL7A,2.170052061178287e-33,2.6602966520651836e-30,5
RPL9,2.6164551870223895e-33,3.174480871368474e-30,5
RPS3,2.9244644633415978e-33,3.511975039625365e-30,5
GHITM,3.584110734988361e-33,4.260664842100245e-30,3
SEM1,3.6975803668724176e-33,4.351598015936958e-30,1
NEXN,4.064683690059196e-33,4.736270837375012e-30,3
CRIP1,4.558772070203778e-33,5.2599165621454436e-30,5
ENSGALG00000007699,5.522110585353383e-33,6.309559246953519e-30,5
CFC1,5.62698517486147e-33,6.3675678242738e-30,6
CNMD,5.800486638622793e-33,6.501390908097092e-30,5
NDUFA4,6.360256646326907e-33,7.06154812343799e-30,3
RPS4X,7.338849211146776e-33,8.071891855167288e-30,5
RPL4,1.0323975134669603e-32,1.125004714171716e-29,5
ITGB1BP3,1.2157751374180897e-32,1.3126770965861008e-29,4
VCAN,1.4911478585254448e-32,1.5953617375306233e-29,4
PPIA,2.1393795821375682e-32,2.2682766169729178e-29,5
TMEM158,2.834544647512635e-32,2.978491926849788e-29,4
RPL35,2.995842789718535e-32,3.1201230650168374e-29,5
RPS8,3.1623740829735604e-32,3.2646718815804907e-29,5
RPL23A,3.7304915625900967e-32,3.817678653640085e-29,5
PITX2,5.163565750727785e-32,5.238692055667533e-29,2
COX7C,5.337533148582718e-32,5.368906878667835e-29,3
DBI,5.976932029093347e-32,5.961114415229963e-29,5
RPL36AL,6.318629634686162e-32,6.248950529484476e-29,5
HMGN4,7.817064054964299e-32,7.634752710867404e-29,1
PKM,7.849630197401553e-32,7.634752710867404e-29,1
EIF1,1.0376896386343979e-31,1.0010108792917595e-28,0
COII,1.0581844316223342e-31,1.0124822172765017e-28,3
RPS7,1.086354585705393e-31,1.028805153556967e-28,5
FBLN1,1.0927278103347317e-31,1.028805153556967e-28,6
GPI,1.4079499095347848e-31,1.315066779620942e-28,3
SEC61B,1.6583426786931154e-31,1.5367446318969797e-28,5
S100A11,2.303315172302676e-31,2.117749298904145e-28,5
COX3,2.881150027322029e-31,2.6284959432580523e-28,3
RPS24,3.2274237242034393e-31,2.921754911080486e-28,5
PRDX3,3.3031875276163603e-31,2.9675160892825586e-28,3
ENSGALG00000053871,3.5700099397364873e-31,3.182926734314418e-28,1
VIM,4.0226342072597894e-31,3.559508622795653e-28,5
ACADSB,4.080204777129628e-31,3.5835074322287962e-28,2
NDUFB4,4.418183487671869e-31,3.851599552978238e-28,3
RPL10A,4.884852125953787e-31,4.165848605238103e-28,5
ENSGALG00000015271,4.820977317402756e-31,4.165848605238103e-28,5
FABP7,4.8783520612614155e-31,4.165848605238103e-28,5
FTH1,5.5013793265178525e-31,4.657876171643304e-28,5
RPSAP58,7.2547195547813804e-31,6.098510007788985e-28,5
RPS19,7.948177218799269e-31,6.634062781853826e-28,5
RPS27A,9.904331267824264e-31,8.208578602478964e-28,5
RPL22,1.0184966876920814e-30,8.382136548522443e-28,5
RPL24,1.1976877109457635e-30,9.788412191114573e-28,5
RPL29,1.3159140086274186e-30,1.0680477167494478e-27,5
RPS26,1.4156809196882538e-30,1.1411524601902644e-27,5
RPL30,1.5881604681030225e-30,1.2628850265316798e-27,5
SERP1,1.5878037033645214e-30,1.2628850265316798e-27,5
GNB2L1,1.6172169899944194e-30,1.2773595954966392e-27,5
COL1A1,1.6829956986905158e-30,1.3204528397123694e-27,5
CPE,1.8522513623247004e-30,1.443624099652513e-27,2
NME2,1.9718899554195116e-30,1.5267581069131164e-27,5
RPL27A,2.017053147228426e-30,1.5505872323369469e-27,5
ENO1,2.029017424191831e-30,1.5505872323369469e-27,3
RPS14,2.1517474776519678e-30,1.633769380025371e-27,5
H3F3B,2.470220645743636e-30,1.8635553514475906e-27,5
ACTB,2.7483246306010086e-30,2.0601532396739204e-27,5
FRZB,2.7788173711473968e-30,2.0698270868958124e-27,5
MYL12A,2.880447205951885e-30,2.1320331021126813e-27,1
FGF13,2.9841799615275627e-30,2.1950083418278545e-27,2
RPL21,3.416013163333252e-30,2.4970360216236687e-27,5
FXYD6,4.038088783536453e-30,2.9335398806910727e-27,2
TPM4,5.0703985498188285e-30,3.66088124562233e-27,3
RPLP0,6.005234954222648e-30,4.285875581310296e-27,5
RPS17,6.0577060814308534e-30,4.285875581310296e-27,5
ACTG2,6.0207298225799025e-30,4.285875581310296e-27,3
TNNC1,6.0816984492306896e-30,4.285875581310296e-27,3
RPL36,6.127781360455702e-30,4.292646516759812e-27,5
COX7A2,7.601665900685769e-30,5.293625593966097e-27,1
ENSGALG00000043329,8.919869189792978e-30,6.1750533206367196e-27,5
RPS11,9.53272998495404e-30,6.560732479255073e-27,5
RPL34,1.0234827006971341e-29,7.002985182823986e-27,5
RBM24,1.1163456992035068e-29,7.594230039219363e-27,3
ID1,1.3021418549868764e-29,8.807247446670571e-27,5
RPL32,1.836791156567122e-29,1.2352443582092907e-26,5
RPS15A,1.991710297358821e-29,1.331817290319781e-26,5
HYPK,2.0092585511644885e-29,1.3359607744094959e-26,1
SNRPE,2.12217563961711e-29,1.4031124253921347e-26,1
NAP1L1,2.1477545508602602e-29,1.4120912595256628e-26,0
EEF1A2,2.871970356272909e-29,1.8777535673744217e-26,3
OTUB1,2.905750586213243e-29,1.8893434273937597e-26,1
RPS27,3.1517285260575705e-29,2.0380205669359695e-26,5
LBH,4.278310880348295e-29,2.751391538004824e-26,3
ATP5PD,4.417310670710608e-29,2.825343585946853e-26,3
UQCRH,4.9926296911212704e-29,3.176060558900918e-26,3
ATP5ME,5.0244783159469085e-29,3.179136534550187e-26,3
VDAC2,5.486119544627771e-29,3.4526679086922166e-26,3
MRPS6,5.551437953244167e-29,3.475191880247696e-26,5
ARL4C,5.696045193049711e-29,3.546849575576308e-26,2
RPS20,7.42329824532499e-29,4.598058119799152e-26,5
ENSGALG00000013239,8.408452336788235e-29,5.181003043394673e-26,4
ACKR3,9.685651138103612e-29,5.936886436212425e-26,5
ACBD7,1.091626088552352e-28,6.656527723853145e-26,5
PGAM1,1.266223654407971e-28,7.681390435673442e-26,3
RPL17,1.339252922710502e-28,8.082749872111621e-26,5
ACTG1,1.4634113316163743e-28,8.787017475789548e-26,5
PPIB,1.667722382356944e-28,9.962966709953785e-26,5
MPC2,1.8416062662721927e-28,1.0946183937761223e-25,3
COX4I2,2.5004301626728175e-28,1.4787433366075251e-25,3
ATP5MF,2.7479128768371664e-28,1.6169780013364113e-25,3
DSTN,2.8532045778893444e-28,1.670582788368199e-25,5
ENSGALG00000000629,4.173599345910639e-28,2.4315910383467137e-25,3
DERA,5.177702590341534e-28,3.0017340437172914e-25,3
PFDN1,5.306586362359605e-28,3.0613727848190874e-25,4
SERBP1,5.49173676123985e-28,3.15273159189898e-25,0
UBB,6.708787822703252e-28,3.832727866303462e-25,0
PGK1,7.156874735382477e-28,4.068967475439599e-25,1
GJA5,7.746292227588565e-28,4.3829012884354625e-25,3
EMILIN2,9.187643246364667e-28,5.17355398376627e-25,9
HSP90AB1,9.395939972216827e-28,5.215975232466543e-25,1
ACTA1,9.326153032193566e-28,5.215975232466543e-25,3
ENSGALG00000036956,9.36861223274705e-28,5.215975232466543e-25,3
RD3L,1.255278820651295e-27,6.935723095085042e-25,4
ZNF593,1.4056858001418746e-27,7.730465250502462e-25,5
ADCYAP1,1.481337876755624e-27,8.108617522980769e-25,3
RPS13,1.660054982026616e-27,9.044818765073255e-25,5
ENSGALG00000030086,1.6858282019876665e-27,9.142915982064216e-25,1
RPL14,1.821752238805566e-27,9.82972929135037e-25,5
PFDN6,1.8291719146552885e-27,9.82972929135037e-25,1
SLC25A3,1.930983206178856e-27,1.032968228247429e-24,3
ATF4,2.1176167794650812e-27,1.1226013056950993e-24,9
EEF2,2.116740716055491e-27,1.1226013056950993e-24,5
HNRNPA1,2.25305241600404e-27,1.1890430542049497e-24,5
CSRP1,2.4624507303054072e-27,1.2937509428394577e-24,4
PTX3,2.4861670388953942e-27,1.3004059087665356e-24,5
RPL5,2.542721904286896e-27,1.324102400953165e-24,5
MFAP2,2.901330008881712e-27,1.5041890426986494e-24,5
BTF3,3.4198123464222375e-27,1.7652189327880698e-24,1
TPI1,3.7843150909964014e-27,1.9448358667693255e-24,3
RPS2,4.101181535508545e-27,2.0985160990342945e-24,5
HADH,4.629253351896674e-27,2.3584687041522285e-24,3
RAP1GDS1,4.7461167810330784e-27,2.4075847463125594e-24,0
EIF4A2,5.019872192495483e-27,2.535524941033982e-24,6
PFN1,5.100030924250229e-27,2.5650043145770816e-24,1
RPL27,5.3341141629407455e-27,2.6713180092783937e-24,5
PEBP1,5.544019340092289e-27,2.7646737026346148e-24,3
HSPE1,5.953986642738055e-27,2.9565869654030844e-24,3
RPL18A,5.990924838730777e-27,2.9624297598942774e-24,5
RPL39,6.226308733531733e-27,3.065608424691424e-24,5
TUBA1A,6.2516804992431946e-27,3.065608424691424e-24,5
EDNRA,6.538576227981624e-27,3.192988074763556e-24,3
DPYSL3,6.628712020819113e-27,3.223628107172547e-24,5
MSX1,7.523677925849696e-27,3.643804520419015e-24,5
GSTM3,8.708946617878939e-27,4.200557655726703e-24,7
SDK1,1.0556032288939988e-26,5.070674973957627e-24,2
CDH2,1.1522328003767483e-26,5.512343527657037e-24,3
SBSPON,1.2055915819444075e-26,5.744264133857284e-24,4
TNNI1,1.8635505580051243e-26,8.843428049234635e-24,3
TXNDC17,1.9430241581341634e-26,9.183537445479908e-24,1
S100A1,1.960708089687635e-26,9.230050558855807e-24,4
MND1,2.6187088573480645e-26,1.2278481029649795e-23,5
ENSGALG00000034288,3.6793672576989435e-26,1.7121828193100626e-23,4
URM1,3.6807770137769627e-26,1.7121828193100626e-23,5
RPS29,4.2114092209265376e-26,1.9513037311686855e-23,5
ATP5MC1,4.31117767299593e-26,1.9896967424852463e-23,3
LRRC73,5.218791457523152e-26,2.3991705701412046e-23,2
RPLP1,6.309176619946246e-26,2.889154121634668e-23,5
RPLP2,6.779449085552088e-26,3.092472493607227e-23,5
ENSGALG00000009250,6.834627092346153e-26,3.105604931061772e-23,5
RPS10,7.289865107239545e-26,3.29972154236554e-23,5
RPL15,9.786182441974377e-26,4.412695385665174e-23,5
EIF3H,1.0609986362103314e-25,4.765897329984542e-23,5
ATP5MPL,1.0656696230202446e-25,4.7686778643255206e-23,3
MDK,1.1199410315481169e-25,4.9925494751329575e-23,5
RPS12,1.2189335482769728e-25,5.413339988663378e-23,5
SH3BGRL3,1.3031249532577566e-25,5.765481359614964e-23,8
GAPDH,1.309408730377124e-25,5.771585302086697e-23,3
ENSGALG00000035994,1.475256579294579e-25,6.478342638559437e-23,8
PRDX1,1.5024590002539035e-25,6.573270394238292e-23,1
LY6E,1.5720589351914837e-25,6.852297453166179e-23,3
ENSGALG00000003348,2.1829092146886985e-25,9.479764120888067e-23,1
UBA52,2.469940080133704e-25,1.0686824106580128e-22,5
CIRBP,2.914430539423016e-25,1.256383458821183e-22,1
RPL37A,2.9255101289503863e-25,1.2565569922784628e-22,5
BTG1,3.133681108831736e-25,1.3410755774672574e-22,2
ENSGALG00000053371,3.1466257129009637e-25,1.3417362490512822e-22,8
ENSGALG00000051598,3.569411202631092e-25,1.516519367959929e-22,5
C1H12ORF57,3.8486190774323468e-25,1.6292633202090643e-22,4
ND3,4.439682819540737e-25,1.8727460465723017e-22,3
NPM1,5.388636427422183e-25,2.26491547556181e-22,5
ENSGALG00000046914,5.545175491838541e-25,2.3224165789478747e-22,5
TOMM20,6.793640736340057e-25,2.8352059800352713e-22,3
LTBP2,6.97402904081671e-25,2.9002034437280373e-22,5
ENSGALG00000051266,7.09021466450856e-25,2.938138012969186e-22,3
YBX1,7.264020887972821e-25,2.9996001887138523e-22,8
PSMB4,7.613337339883314e-25,3.1327939823156036e-22,1
DKK3,7.639810471399875e-25,3.1327939823156036e-22,5
MYL2,9.24789266737703e-25,3.7790395818619043e-22,3
SRSF3,9.810897838928696e-25,3.9952325064580206e-22,1
ATP5A1Z,1.0024709219376269e-24,4.0682247178141613e-22,3
EIF3B,1.015537870661905e-24,4.1070905915715733e-22,2
ATP5F1B,1.0705935246118781e-24,4.314921595268951e-22,3
NDUFA12,1.1212726832556719e-24,4.503755126154881e-22,3
ADD3,1.1390261488476847e-24,4.559503063867936e-22,2
HSPA8,1.1490613856509743e-24,4.584081837736529e-22,1
COX7B,1.2881780354755225e-24,5.121714037033637e-22,3
GSN,1.358551087203578e-24,5.383325908375937e-22,5
NDUFV3,1.3933780068499117e-24,5.502801350144913e-22,3
RCSD1,1.4386652713447394e-24,5.662650004074448e-22,4
ATP5PF,1.589324761184118e-24,6.234800230813502e-22,3
NRN1L,1.6024659087698603e-24,6.265467063698785e-22,3
ANGPTL1,1.808878680687114e-24,7.037333847907792e-22,5
ARPC5,1.811839130104256e-24,7.037333847907792e-22,5
UQCRQ,1.8635690613151357e-24,7.214447145834872e-22,3
SUB1,1.870347519971453e-24,7.2169486746023835e-22,1
CHGB,2.1130642334798426e-24,8.126853304206374e-22,1
C5H14orf166,2.8252077820996688e-24,1.0830366821109473e-21,4
SPARC,2.933984602204775e-24,1.1210842770026905e-21,5
TNNT2,3.420267373137409e-24,1.3026649441170471e-21,3
CLC2DL3,3.80601670234435e-24,1.4449078278787422e-21,2
TOMM6,4.8575341611467414e-24,1.8322824312156516e-21,1
PENK,4.849837116597749e-24,1.8322824312156516e-21,5
HNRNPA2B1,6.733800292842585e-24,2.531902878696433e-21,1
SAP18,6.931057123430282e-24,2.59777168028315e-21,1
ZCCHC13,7.238272290032733e-24,2.704304000024562e-21,3
PSMB7,8.148370805191684e-24,3.0346936041523297e-21,1
CTNNB1,8.417245000271471e-24,3.124941229663596e-21,6
SOD1,8.459703476566393e-24,3.1308277077303534e-21,1
SNRPG,1.0624471964432649e-23,3.919654789848973e-21,1
ENSGALG00000000604,1.0954741546226879e-23,4.0288704747262396e-21,4
SDCBP,1.1394610580948229e-23,4.1775879612232715e-21,5
COX1,1.3888220662064623e-23,5.076003166743405e-21,3
NDUFA5,1.5544473409714074e-23,5.663757364469169e-21,3
RPS21,1.5984372754169451e-23,5.806062899528691e-21,5
TRIM55,1.6754309160667142e-23,6.067004428929994e-21,3
COL9A2,1.8502855789375455e-23,6.679628542434743e-21,5
EIF3M,1.902396448088953e-23,6.844489623382008e-21,5
UQCRB,1.9075844133758948e-23,6.844489623382008e-21,3
RBP5,2.6464808246355088e-23,9.466817426881992e-21,5
AQP3,2.755173125676734e-23,9.825758860523955e-21,4
MRPL33,2.883523968435289e-23,1.0252427806540416e-20,1
NDUFB5,3.0055651765347477e-23,1.0654159996410898e-20,3
SORBS2,3.492361513093956e-23,1.2342584464374235e-20,4
ARF4,3.696945543250375e-23,1.3026499720037085e-20,5
PCNA,4.0487212286451655e-23,1.422342593704729e-20,1
DES,4.136391755744789e-23,1.448817003886331e-20,3
EIF5,4.4950091119050366e-23,1.5697548135864217e-20,0
COL3A1,4.560201783516679e-23,1.5878099083975784e-20,6
NDUFB1,4.7112395937423106e-23,1.635560603258157e-20,3
MOXD1,4.77514492726147e-23,1.652870345528682e-20,5
GNG5,5.402537379304915e-23,1.8645522125669408e-20,1
NDUFB10,5.635197041097336e-23,1.9391622501047703e-20,3
FAU,5.905142043432064e-23,2.0261303244637668e-20,5
BMP5,6.106273173924356e-23,2.0890504807819856e-20,2
EIF3E,6.352658925936118e-23,2.167043312165534e-20,5
FIBIN,6.879670147626264e-23,2.340036680944825e-20,5
NDUFB2,7.428075133382793e-23,2.5192888294650633e-20,3
SNRPD3,7.788817885206787e-23,2.6340465967419853e-20,1
ATP5PB,8.335984339657124e-23,2.8110114268153e-20,3
TUBB6,9.253537272921393e-23,3.111507715231597e-20,2
NPY,9.897493801642563e-23,3.318556910965572e-20,6
ENSGALG00000041812,1.0230356983506096e-22,3.420418706185586e-20,3
FKBP3,1.0739454255558005e-22,3.580458588114185e-20,3
OXCT1,1.0787539705713062e-22,3.5863303632240676e-20,3
RPS27L,1.258433554904942e-22,4.1718922649498476e-20,5
ATP1A1,1.4334908484106034e-22,4.738883963095827e-20,3
ITM2A,1.467130542429769e-22,4.822995753212152e-20,0
COLEC11,1.4655200506333784e-22,4.822995753212152e-20,4
NR2F2,1.5160134734234688e-22,4.9698097115145077e-20,2
ADH5,1.5365958242443695e-22,5.023290516013467e-20,5
CALM2,1.6479136320127143e-22,5.372276939861326e-20,5
NDUFC2,1.6641435579662286e-22,5.410200566423327e-20,3
TUBA1B,1.6840472201376996e-22,5.459825815926606e-20,1
TSPAN6,1.7658184905031462e-22,5.709207457697618e-20,5
SNCAIP,2.2844540548541243e-22,7.365813379649068e-20,4
WNT5A,2.3962454266863514e-22,7.705154644384855e-20,4
MYL3,2.6146121428576146e-22,8.384407107841376e-20,3
PHLDA2,2.635470576961482e-22,8.428329413122224e-20,8
NDUFA6,2.7924414519838555e-22,8.906126469796367e-20,3
ANGPTL2,2.835702337942247e-22,9.019657885240431e-20,5
S100A10,3.888752082379161e-22,1.2335804982559194e-19,5
ATP1B1,3.9275221257563012e-22,1.2425299001308306e-19,3
PURH,4.333537389455923e-22,1.367303306637796e-19,2
ARPC4,4.649266767583186e-22,1.462998940945681e-19,5
SKP1,5.758400165188334e-22,1.8071812913697407e-19,5
DDX5,6.35721472810804e-22,1.9898034698560952e-19,5
MYL4,6.568910115188236e-22,2.0506102175900084e-19,1
CHODL,7.083293886728054e-22,2.2053351987515032e-19,5
NDUFA13,7.354018043072069e-22,2.283582094305848e-19,3
SOX9,8.284910780566427e-22,2.565874361196923e-19,5
ENSGALG00000040182,8.968333657657872e-22,2.7629914586786177e-19,3
PSMA4,8.955533953327809e-22,2.7629914586786177e-19,1
PMP22,9.021490332323607e-22,2.7721112925345458e-19,0
CDON,9.15094435643799e-22,2.8045671196303507e-19,5
GATA4,9.218313559782505e-22,2.817876108712197e-19,5
TPT1,9.721852092685652e-22,2.964100009188184e-19,5
CCDC80,1.0120510920312014e-21,3.0776740358854444e-19,5
NDUFB7,1.0976425441104509e-21,3.329356907354741e-19,1
RAMP2,1.244257779318591e-21,3.764366599041525e-19,8
COL9A3,1.3118359987394618e-21,3.9586406985705876e-19,5
YWHAZ,1.3215326778960509e-21,3.97770248855124e-19,0
LRRN4,1.3452583343936518e-21,4.038785349814184e-19,6
TMEM258,1.454713526623336e-21,4.356282892872736e-19,1
ARF1,1.4719020797047e-21,4.396568510307075e-19,5
CA9,1.5808587818817588e-21,4.710067471537224e-19,3
BSG,1.5929990289511233e-21,4.7342531090727605e-19,3
CTNNA3,1.6152720509338854e-21,4.78835476791209e-19,3
SLC25A6,1.6336919708680221e-21,4.830791021589538e-19,3
MRPS21,1.7733444881355604e-21,5.230598219539623e-19,1
YWHAQ,1.7861407788910937e-21,5.25517088096517e-19,4
ENSGALG00000005956,1.898922877804701e-21,5.573064919623517e-19,6
chPKCI,1.9634118264674695e-21,5.7479965320284385e-19,1
RSRP1,1.988478331882187e-21,5.806934998743281e-19,4
BZW1,2.0773110335376593e-21,6.051336597460106e-19,1
CSTA,2.1975784213385397e-21,6.385876374215721e-19,3
H3F3C,2.2135335414716863e-21,6.416396917756701e-19,5
ENSGALG00000028183,2.23679368971155e-21,6.467890630613122e-19,3
MRPL51,2.3662160901799634e-21,6.825357251188632e-19,1
ZNF706,2.6000254741007646e-21,7.481444231650833e-19,8
NDUFB9,2.653284492017388e-21,7.616073205947237e-19,3
CALM1,2.6912314347655875e-21,7.706201717846678e-19,8
ENSGALG00000004725,2.8534545913793523e-21,8.150887475231272e-19,6
GFPT2,2.989722537472178e-21,8.519458300638167e-19,5
SOUL,3.2088811849509675e-21,9.121881866650964e-19,2
ENSGALG00000006899,3.2941713098376525e-21,9.34177131532015e-19,3
GPX3,3.431623512787163e-21,9.708171776720079e-19,6
ROMO1,3.4638153733886175e-21,9.775744186498268e-19,1
TCF12,3.691539077125992e-21,1.0393512344012058e-18,5
SLIRP,3.7477436343091206e-21,1.0526572843637978e-18,3
GLO1,3.8257154841970554e-21,1.0719993603773933e-18,5
RBM38,4.286727002714704e-21,1.1983257142623915e-18,3
MICOS13,4.883895178793877e-21,1.3620248497483043e-18,3
BRT-1,5.363961142295562e-21,1.492369633851258e-18,5
TUBB4B,5.573010139097069e-21,1.5468746576590213e-18,1
CG-16,5.65853376930564e-21,1.5669174961475759e-18,2
SESTD1,5.855065975775138e-21,1.6175337161492307e-18,3
CHURC1,7.726090205630313e-21,2.129428426459072e-18,1
USMG5,8.090144232115904e-21,2.2245575380932477e-18,3
EIF3D,8.120367913747304e-21,2.2276633624113916e-18,5
PERP2,9.721872220641113e-21,2.6608022613019033e-18,3
IFI27L1,9.88592404147317e-21,2.699424262314853e-18,3
CNN3,1.11206670258545e-20,3.0295507945401134e-18,5
LLPH,1.180945671529721e-20,3.209764506025708e-18,1
TIMM10,1.376671647921312e-20,3.733118593280755e-18,1
C1QBP,1.398584678415198e-20,3.7838216445470075e-18,3
ENY2,1.4173879242937363e-20,3.82589799695475e-18,5
NREP,1.5459913159032505e-20,4.16348266738658e-18,5
MRPL23,1.7820306847028784e-20,4.788199260868854e-18,1
TGM2,1.8584060729117665e-20,4.98204038500266e-18,3
EIF3I,2.054580385124521e-20,5.49542909907995e-18,1
NDUFS7,2.0786577460047186e-20,5.547221996749625e-18,3
RPN1,2.1581591647031697e-20,5.746353636472562e-18,0
RAN,2.6192670559192622e-20,6.958364942689955e-18,1
CBX3,2.6667134171949795e-20,7.0684554284981e-18,5
PABPC1,2.7496965801951864e-20,7.27203416287678e-18,4
ACTA2,2.987094048819846e-20,7.882158900913494e-18,5
HDDC2,3.0269288738174037e-20,7.969403952959622e-18,1
STRAP,3.218829326053025e-20,8.455729538401585e-18,0
ENSGALG00000051854,3.310507435229984e-20,8.67719534367704e-18,5
CDK2AP1,3.7692355914872334e-20,9.857616479544517e-18,5
MDH2,3.897536178350276e-20,1.0170557540509063e-17,3
MINOS1,3.929211547755502e-20,1.0230529802461916e-17,3
