,combinedPval,adjustedPval,cluster
Marcksl1,0.0,0.0,0
Tuba1a,0.0,0.0,0
Tubb2b,0.0,0.0,0
Stmn1,0.0,0.0,0
Tubb3,3.6676913606418106e-306,1.2570023269379906e-301,0
Sox11,4.2829244341001624e-300,1.2232140626516157e-295,0
Map1b,1.2679519077945323e-298,3.1039737882265313e-294,0
Basp1,2.4995042587179032e-298,5.3539855873566854e-294,0
Nsg2,6.3169109205424716e-291,1.2027505021264026e-286,0
Dpysl2,2.3546124055328467e-286,4.034899589089088e-282,0
Map2,6.921736395386574e-279,1.0782902401146444e-274,0
Crmp1,1.3365354514561953e-278,1.908589545074624e-274,0
Stmn2,1.760879516495876e-278,2.3211306850168114e-274,0
Rtn1,8.654732305766493e-276,1.0593486257670352e-271,0
Ptms,2.34953370071722e-273,2.684131095574668e-269,0
Tubb5,2.6225158949234217e-270,2.8087394240400238e-266,0
Uchl1,4.642358420692655e-264,4.679538774005505e-260,0
Dpysl3,4.9472680029622985e-264,4.709840893407595e-260,0
Nnat,4.888663597882264e-261,4.409099057514716e-257,0
mt-Atp6,1.505159100669951e-259,1.289631750545486e-255,0
Ncam1,8.003462332368763e-259,6.530883162054618e-255,0
Elavl3,1.02092205892365e-255,7.952125226762829e-252,0
Gm1673,2.9985894780768427e-255,2.23409934079005e-251,0
Ina,3.1905786156221616e-255,2.2780933277454133e-251,0
Tmsb10,5.540965228267238e-253,3.7980328771151576e-249,0
Sox4,1.8517538052788853e-252,1.2204590201272675e-248,4
Stmn3,1.1448103634404243e-251,7.265794187418192e-248,0
Tubb2a,2.101010250141042e-250,1.285829672470876e-246,0
Dcx,2.793473484177271e-250,1.6506684829569248e-246,0
Gng3,3.4161687821227493e-250,1.9513329076803715e-246,0
Ckb,3.2998623446927075e-247,1.8240949177253538e-243,9
Nsg1,1.5809817659352993e-246,8.466232413055704e-243,0
mt-Co2,3.950743126685191e-245,2.051531345778126e-241,0
mt-Nd4,2.4363531323610444e-243,1.2279328648166082e-239,0
Cd24a,6.004648323678535e-243,2.9399018826567084e-239,0
Bex2,7.716558428944563e-243,3.6731143757777466e-239,0
Actg1,2.1562770018773384e-242,9.986564941349013e-239,0
Gpm6a,7.785062360711404e-242,3.510684508152222e-238,0
mt-Co3,2.935977208996177e-241,1.290034653416146e-237,0
Ttc3,4.063664556882333e-241,1.7408893298353608e-237,0
Eif4g2,5.2675336820819624e-241,2.2015916442214684e-237,0
Gap43,1.1439299204854236e-240,4.667275452808683e-237,0
Fnbp1l,1.1942299772754297e-240,4.759187515458087e-237,0
Sept3,3.6659553878900254e-240,1.4277356466840499e-236,0
Aplp1,2.753398106515727e-238,1.0485032943542872e-234,0
Sbk1,6.0130983009566215e-238,2.240029695376777e-234,0
Dpysl5,9.566607320021064e-237,3.4879752421814347e-233,0
Gdi1,1.1257710286878088e-236,4.0190382027660664e-233,0
Tmsb4x,2.057885301656607e-234,7.196782685809937e-231,0
Ptma,2.5644960076966523e-233,8.789118636563202e-230,4
Gnao1,5.100510148720712e-233,1.7137866033608242e-229,0
mt-Cytb,8.041050737546922e-231,2.6498589812434987e-227,0
Mllt11,7.831491281808125e-228,2.532106119907918e-224,0
Rtn3,1.130959964770211e-227,3.5889447722743773e-224,0
Mapt,7.619346020800519e-225,2.373932198793797e-221,0
Dner,5.166639516936362e-224,1.5810057084184597e-220,0
mt-Co1,1.7736405087348046e-222,5.332170738045319e-219,0
Prdx2,6.776057736237551e-222,2.0019923237606757e-218,0
Idh1,2.0069326585423712e-221,5.829000496170053e-218,0
Enc1,2.500045738025353e-221,7.14019392842113e-218,0
Rufy3,5.088635962759717e-221,1.4295022773256297e-217,0
Kidins220,2.3931912816213333e-216,6.614530543934885e-213,0
Lgals1,3.8838819057070306e-216,1.056425243976602e-212,3
Ywhag,7.890339126019735e-215,2.1126570305252876e-211,0
Gng2,2.9379555751389163e-214,7.74542354861577e-211,0
Cpe,3.861722250817252e-214,1.0026524114828558e-210,0
Arl8a,5.409776109477382e-214,1.3836230635554365e-210,0
Dbn1,4.2785952203279794e-213,1.0782155543265917e-209,0
Dynll2,9.172787195264602e-212,2.278061955015293e-208,0
Ybx1,1.842732005532276e-210,4.511047941752983e-207,0
Pcsk1n,6.080631307665592e-209,1.4675862232369572e-205,0
Npdc1,8.864574340197439e-209,2.1097873970600676e-205,0
Jpt1,9.139610913470366e-209,2.1454487820702914e-205,0
Kif1a,2.920867877819458e-208,6.7638426606480165e-205,0
H3f3a,3.9948893343215635e-208,9.127604070849329e-205,0
Marcks,7.677302202944185e-208,1.7310449588881737e-204,0
mt-Nd1,4.4025284353473746e-207,9.797713778513607e-204,0
Snrpn,6.81280202836502e-207,1.4967334685918076e-203,0
Sdc3,1.5332218043484053e-206,3.3257622486574014e-203,0
Cxadr,1.5819273716041151e-206,3.3885184705217846e-203,0
Thra,4.144141830999706e-206,8.767239998604127e-203,0
Ywhae,1.1469671111518076e-205,2.396902763714843e-202,0
Calm3,4.338689431059707e-205,8.957643520330376e-202,0
Matr3,5.190742574632135e-205,1.0589208729739757e-201,0
Chl1,6.111420142637843e-204,1.2320732235683359e-200,0
mt-Nd2,7.636888740962919e-204,1.521707972691037e-200,0
Ppp2r1a,1.7611121496495575e-202,3.468814407158778e-199,0
Pafah1b3,1.8704468951297e-202,3.6423025171389345e-199,0
Stmn4,1.1667937370010626e-201,2.246556711803368e-198,0
Atat1,3.786925739934407e-201,7.210370531598956e-198,0
Cdk5r1,2.0847401518025323e-200,3.9257608738817e-197,0
Calm1,8.010604296672262e-199,1.4920753498744536e-195,0
Hist3h2ba,9.359664245365515e-199,1.7246089077065046e-195,0
mt-Nd3,4.1022622529950324e-198,7.478403104012113e-195,0
Klc1,4.8791022504773176e-198,8.800951304326407e-195,0
Ptpn5,2.0742182358345574e-196,3.7025123751896196e-193,0
Kif5c,1.360532646314822e-195,2.403535476042867e-192,0
Serf1,2.0807909303533775e-195,3.638443825878584e-192,0
Apc2,2.719433770236956e-195,4.707134365621386e-192,0
Ubb,3.616317417689962e-195,6.196976465581349e-192,0
Ptprs,1.305275633763065e-193,2.2145942134608722e-190,0
Podxl2,1.865013272102112e-193,3.1332500746228304e-190,0
Nrep,3.0021536145674225e-193,4.994695186653665e-190,0
Nrxn2,3.1786802173353885e-193,5.237533375505619e-190,0
Rab3a,6.521354025695154e-193,1.0642944123810043e-189,0
Tmeff1,2.447713395931182e-192,3.957017793031995e-189,0
Ly6h,3.547533884696554e-191,5.6814093070030675e-188,0
H3f3b,6.935221150568664e-191,1.1003981780184982e-187,4
Syt4,1.7290424967228898e-189,2.7182692566742824e-186,0
Vstm2l,3.919982234886911e-189,6.106673735969801e-186,0
Ywhaq,4.241090292372079e-189,6.547384464059065e-186,0
Usp22,7.220122936743708e-189,1.1046886028196901e-185,0
6330403K07Rik,2.3885942878865727e-188,3.622240229149387e-185,0
Zfp428,5.281486808529096e-187,7.938978974352567e-184,0
Celf5,1.0243964304935079e-186,1.5264532919931614e-183,0
Olfm1,2.0982649615227903e-186,3.0996713057208152e-183,0
Calm2,2.6076192857010573e-186,3.819193181703614e-183,0
Pcp4,3.390377259289187e-185,4.923560998044096e-182,0
Pebp1,1.9824904678319146e-183,2.8548115827027596e-180,0
Cspg5,2.1883592095627263e-183,3.125004655647981e-180,0
Evl,6.82384890266985e-183,9.66400921210541e-180,0
Lrrc4b,8.310227845635223e-183,1.1672567773926408e-179,0
Cnih2,2.445054752021937e-182,3.406408917090453e-179,0
Atp9a,2.2145521374740487e-181,3.0603953112629053e-178,0
Ank3,6.382733678317224e-181,8.750039517465029e-178,0
Cfl1,6.488948229853598e-181,8.825047830112527e-178,0
Snap47,8.897570499861555e-181,1.200552124354828e-177,0
Nrxn1,2.652126007512667e-180,3.550565169710922e-177,0
Rnf187,1.9825461564073952e-179,2.6335823350428226e-176,0
Pfn2,2.2622051429940428e-179,2.981960846279522e-176,0
Tagln3,4.887198601418996e-179,6.392960129070585e-176,0
Uba1,6.67638988189604e-178,8.667244794296301e-175,0
Sez6l2,3.2832827497824266e-177,4.230288119725768e-174,0
Ftl1,3.8084364898070267e-177,4.870294497171133e-174,0
Actl6b,9.992405818920474e-177,1.2683806233068632e-173,0
Xpr1,1.1833076925543121e-176,1.4909809107492126e-173,0
Elavl4,1.9438125797527715e-176,2.4313480049739976e-173,0
H2afy2,3.1090195403604756e-176,3.860625446511314e-173,0
Maged1,4.3912291046490844e-176,5.4135805069877076e-173,0
Rab6b,5.9426392589176394e-176,7.27385493849321e-173,0
Ap2m1,1.0417845777203235e-175,1.2661119709492888e-172,0
Ncan,1.6328346374346477e-175,1.970457915860032e-172,0
Trim67,3.810892685847837e-175,4.5667158049364084e-172,0
Gabbr1,1.2682548950038704e-174,1.5092367050301643e-171,0
Rac3,2.7744387441013464e-173,3.2788416419363183e-170,0
Hmgcs1,3.644754326277955e-173,4.2778810850325904e-170,0
Fam57b,6.890824277969144e-173,8.032803515130396e-170,0
Gnb1,9.156265857405938e-173,1.0601565050041136e-169,0
Cacng4,1.8132067775774315e-172,2.0853279731947725e-169,0
Gnb2,6.76706707577918e-172,7.730765963643668e-169,0
Cadm4,1.4223950498922032e-171,1.614197196249959e-168,0
Camk2n2,1.5871165959838383e-171,1.7892809935187823e-168,0
Arhgap33,1.655504685169522e-171,1.8541816854380183e-168,0
Kif21b,2.6351780951558517e-171,2.932260530613534e-168,0
Fez1,4.646284686508967e-171,5.136738080360978e-168,0
Clstn1,1.3559893989328722e-170,1.489515406427848e-167,0
Gprasp1,1.9614123435493648e-170,2.1408318404009943e-167,0
Celf4,6.641031228215711e-170,7.202640507823039e-167,0
Inpp5f,1.2582458599631724e-169,1.3560686922903942e-166,0
Syt11,1.8040786493697756e-168,1.932185363056391e-165,0
Smarcc2,3.4564123752814204e-167,3.678857612207013e-164,0
Nme1,6.283367556682011e-166,6.646465494592519e-163,0
Scg5,2.297305075702718e-165,2.4151514589488436e-162,0
Hnrnpa1,3.2108112034289237e-165,3.3549358880643436e-162,4
Stxbp1,1.1363991525829036e-164,1.180212637512384e-161,0
Dnajb6,1.6255549794102172e-164,1.678057655384913e-161,0
Hdgfl3,1.2107181331433509e-163,1.2423383149869367e-160,0
Ywhaz,7.767942122592994e-163,7.923371208839458e-160,0
Samd14,1.2577323577390943e-162,1.2753072636269155e-159,0
Smarce1,3.0579578178886937e-161,3.082448807549921e-158,4
Snap91,1.133145975295361e-160,1.1355416127916087e-157,0
Elavl2,1.1801203111822817e-160,1.1757395892311229e-157,0
Wdr6,1.2343606450993044e-160,1.2226700310346236e-157,0
Pkia,1.6060236348338662e-160,1.5816704018133635e-157,0
Pgrmc1,3.9767012624904166e-160,3.8940203982493155e-157,0
Cox6a1,5.3204309269473206e-160,5.180210945293989e-157,0
Gprin1,5.384013532777284e-160,5.2125013463312964e-157,0
Dclk1,9.677468827345362e-160,9.316549214268192e-157,0
Vamp2,1.3563605985234326e-159,1.2984805180363372e-156,0
Tulp4,1.664698113843857e-159,1.5848066543121615e-156,0
Serinc1,1.6824897609192714e-159,1.592895035623607e-156,0
Prmt2,1.7766266587869752e-159,1.6727771608683727e-156,0
Ebf3,1.8579519347029167e-159,1.739789432280382e-156,0
Col3a1,5.731328211145697e-159,5.337658202292558e-156,3
Dynlrb1,8.260798871117541e-159,7.651800239209792e-156,0
Smarca4,1.1572297997939086e-158,1.0661540674261924e-155,0
Gramd1a,1.3761786738479593e-158,1.2610912739223515e-155,0
Sez6,1.727349405563046e-158,1.5744745654479985e-155,0
Rundc3a,3.7171704372280155e-158,3.370264408469748e-155,0
Sv2a,7.788311722064836e-158,7.024299624188192e-155,0
Astn1,3.956039912423465e-157,3.549282771506287e-154,0
Zmiz1,2.0155035735801732e-156,1.7988528869569508e-153,0
Apbb1,6.661126682974622e-156,5.914304600478149e-153,0
Fabp5,1.1688645105176657e-155,1.0324659703412233e-152,0
Hmgb3,1.702211895943966e-155,1.4958646998323987e-152,0
Tspan13,1.2764947026550881e-154,1.116030976945234e-151,0
Snhg11,7.750430179271106e-154,6.7417537557029e-151,0
Psip1,4.4973079712724886e-153,3.892250132371333e-150,0
Map1lc3a,5.749036129540965e-153,4.95057067849088e-150,0
2900011O08Rik,5.974899728890877e-153,5.119339472666767e-150,0
Ctbp1,9.638105347234334e-153,8.216917285509558e-150,0
Atpif1,1.5996236100710974e-152,1.3569996631155548e-149,0
Pcbp4,1.8225940763115281e-152,1.5385344324047242e-149,0
Rimklb,4.367122195406288e-152,3.668415166081079e-149,0
Parp6,6.672759447227473e-152,5.577825346570715e-149,0
Ubqln2,7.233144018734191e-152,6.0169055706281644e-149,0
Fxyd6,9.882022672908699e-151,8.18066868536732e-148,0
Map6,2.5844969199211997e-150,2.129246723711954e-147,0
Plppr3,3.6446747425722046e-150,2.988311008756164e-147,0
B3gat1,4.3536864131235674e-150,3.535802454109507e-147,0
Tmem132a,4.333829372191594e-150,3.535802454109507e-147,0
Clip3,6.761646486258012e-150,5.465500066468457e-147,0
Atp6v0b,8.819569061492111e-150,7.095468323722369e-147,0
Grik5,1.843504686503614e-149,1.476195157513104e-146,0
Ttyh3,3.058028455587364e-149,2.4373414040318255e-146,0
Gria2,5.362029701594543e-149,4.253914609220426e-146,0
Ndn,5.619895814017364e-149,4.437944167572622e-146,0
Adgrl1,7.740011193427356e-149,6.084128791884852e-146,0
Smarcd1,1.2017088988445483e-148,9.40304395098918e-146,0
Chd3os,1.3724446173236688e-148,1.0690190664761216e-145,0
Elob,3.532055573954813e-148,2.7387258326071196e-145,0
Hspa8,4.525314749757747e-148,3.493084731163489e-145,0
Tmem130,6.651298075090169e-148,5.111105572707213e-145,0
C1qtnf4,1.3541279856275379e-147,1.0359170928165496e-144,0
Nova1,3.7765660280450276e-147,2.8762581861164496e-144,0
Tsc22d1,4.245252831259216e-147,3.218906966805007e-144,0
Mir124-2hg,5.401049619018577e-147,4.0772337793830383e-144,0
Csde1,1.0049367902889492e-146,7.552960310128332e-144,4
Actb,2.3394275078066142e-146,1.7506019727765972e-143,3
Dusp26,2.6373151458731823e-146,1.9649318694434169e-143,0
Tecr,5.658894617159515e-146,4.197908132104662e-143,0
Miat,1.6304204915949526e-145,1.2042729842823066e-142,0
Kifap3,1.654664102593596e-145,1.216934568089287e-142,0
Enho,2.658189546829546e-145,1.9466299103931162e-142,0
Atxn10,3.1330666324465888e-145,2.2846257780871054e-142,0
Acot7,8.456410017865158e-145,6.140268082755993e-142,0
March6,9.360580849997262e-145,6.768115421642359e-142,0
Arnt2,1.5156932660810694e-144,1.0913088264593055e-141,0
Ctnna2,1.9979361476817786e-144,1.4325078389354757e-141,0
Ntm,3.319790440941707e-144,2.3703513889274795e-141,0
Magee1,7.773635039484469e-144,5.527393817311858e-141,0
Fem1b,1.8063834421572895e-143,1.2791099623243899e-140,0
Cdh2,3.997372111940655e-143,2.818912583779057e-140,0
Pbx1,4.117071645482375e-143,2.891424802344294e-140,4
Trim32,5.94519057936686e-143,4.1582730185190247e-140,0
Stox2,6.584701505029491e-143,4.586847371119757e-140,0
Zwint,1.0951239831691243e-142,7.597656253202148e-140,0
Mapre2,1.7766509968475338e-142,1.2276194108269161e-139,0
Selenow,3.9800706956753616e-142,2.739080164188762e-139,0
Rtl8a,2.477068155720203e-141,1.6978966491768425e-138,0
Scg3,6.55282507335682e-141,4.4737133846126195e-138,0
Pak3,6.67966140656607e-141,4.542210024938993e-138,0
Grina,1.2451350508121284e-140,8.433527031631526e-138,0
Slc22a17,1.65072013344207e-140,1.1136610622809892e-137,0
Ddx5,2.9673190597721243e-140,1.9940560862564657e-137,4
Dync1h1,3.0981191040581044e-140,2.0738218605233777e-137,0
Sumo2,4.285367984326189e-140,2.8573819769257244e-137,4
Sptbn2,4.4464245974070405e-140,2.953279356444091e-137,0
Reep1,1.6525273254801984e-139,1.0933575019014973e-136,0
Celf2,1.7683414330558025e-139,1.1654833631151614e-136,4
Atcay,4.307650747572726e-139,2.828220598588216e-136,0
Dnaja1,4.851793298165176e-139,3.173323169295389e-136,0
Dlk1,6.22857219558969e-139,4.0583178471589425e-136,7
Ttc9b,6.528256572608835e-139,4.2374695603236486e-136,0
Atp6v1e1,7.116592372894255e-139,4.6019248319038236e-136,0
Ssbp3,8.167227411606239e-139,5.2614605142834585e-136,4
Pantr1,1.6195736064583727e-138,1.0394479162473514e-135,4
Palm,2.128784455636639e-138,1.361163202760394e-135,0
Col6a3,2.188052122084788e-138,1.393858497029795e-135,3
Atp6v0e2,2.260371422563196e-138,1.4345951144353465e-135,0
Cisd1,3.5511964450812005e-138,2.2455292168300953e-135,0
Id4,4.183103458475252e-138,2.6353785425042126e-135,0
Ppp1r1a,5.199029694305075e-138,3.2634198780768496e-135,0
Dusp8,6.795025261607784e-138,4.249656393225749e-135,0
Ube2ql1,1.4201306541813825e-137,8.849299867079884e-135,0
Sptan1,1.6282439787355118e-137,1.010936093490475e-134,0
Trp53i11,6.686703029279187e-137,4.1366194564992363e-134,0
Chgb,1.4412908056546691e-136,8.884236764294547e-134,0
Postn,2.696193638219146e-136,1.6559994188811346e-133,3
Syn1,4.054053871826278e-136,2.4811029655089638e-133,0
Gabrb3,4.234591182051088e-136,2.582370028799241e-133,0
Cirbp,6.685380825329044e-136,4.062471682881974e-133,0
Stx7,7.862458466228444e-136,4.7608580470615186e-133,0
Wsb2,1.4246471202199952e-135,8.596116015015157e-133,0
Prkar1b,1.4506284368851765e-135,8.722171674409022e-133,0
Blcap,2.454081706557388e-135,1.4704026903669703e-132,0
Snap25,2.681581968575967e-135,1.6011148430659278e-132,0
G3bp2,3.6869596192631865e-135,2.193760422008487e-132,0
Mest,5.14368015325394e-135,3.049926800256569e-132,3
Ahi1,7.650703656600512e-135,4.520814487742729e-132,0
Cbarp,7.826012281597261e-135,4.6085132431320845e-132,0
Sh3bp5,9.33761940460373e-135,5.4798241327529864e-132,0
Anxa2,1.6294528440173365e-134,9.529881051008776e-132,3
Hnrnpab,2.4771878813201398e-134,1.4438594512071476e-131,4
Sox12,2.817405945536296e-134,1.6365930948944998e-131,0
Bzw2,8.047680679131465e-134,4.658995902394151e-131,0
Adgrg1,9.138774526657176e-134,5.272842715139314e-131,0
Zcchc18,1.057021754063567e-133,6.078283677521803e-131,0
Ndufa4,1.1168359425664924e-133,6.400759324446649e-131,0
Zmiz2,1.5799327248991646e-133,9.02465573173803e-131,0
D430019H16Rik,1.9922069663253152e-133,1.1341781139024475e-130,0
Ubc,2.8467815252421787e-133,1.6153271753618522e-130,0
Runx1t1,3.031282007507927e-133,1.7143402306636672e-130,0
Cadm3,5.202948205179475e-133,2.9328457522742378e-130,0
Serp2,7.066269148015887e-133,3.970120053078563e-130,0
L1cam,1.0041061577769453e-132,5.623044334045189e-130,0
Apba2,1.6512417518857483e-132,9.216915151410946e-130,0
Tcaf1,1.7084064257437343e-132,9.505036380014799e-130,0
Nrcam,3.0152385155878567e-132,1.6721548632446665e-129,0
Myl12a,4.174380607369617e-132,2.30751033078723e-129,7
4931428F04Rik,8.007042200646305e-132,4.4118936196077144e-129,0
Kif1b,9.0229486228973e-132,4.955724947329694e-129,0
Dnajc5,9.36159744056584e-132,5.125295717039814e-129,0
Atp1a3,1.1928895440158286e-131,6.510043454935146e-129,0
Igfbpl1,1.6035510903835144e-131,8.723395268008106e-129,4
Lin7c,3.437987626166882e-131,1.8643632359696852e-128,0
Tbcb,4.736009384124121e-131,2.560156980908163e-128,0
Ephb1,5.568741884788479e-131,3.000842985340276e-128,0
Pnmal2,6.053049213791392e-131,3.251597833823183e-128,0
H19,2.5921053939407527e-130,1.3880847443711647e-127,3
mt-Nd5,3.0177100481240104e-130,1.6109637953667215e-127,0
Rab6a,7.595836082784872e-130,4.042341647957245e-127,0
Brsk2,2.2065463193791545e-129,1.1706412676331998e-126,0
Ppp2r2b,2.280330407775394e-129,1.2060521077930208e-126,0
Panx1,3.860389477001765e-129,2.0354529397936318e-126,0
Ptov1,4.595253060962179e-129,2.4154894036063388e-126,4
Prkacb,5.795218428368255e-129,3.0369340486430657e-126,0
Strip1,8.23289127033543e-129,4.301221815204029e-126,0
Lonrf2,9.863261230551212e-129,5.1373356492599256e-126,0
Hsp90ab1,2.463194256347165e-128,1.2790809388502964e-125,4
Pgm2l1,2.564380533384827e-128,1.327601643427972e-125,0
Phyhipl,2.7536327379416687e-128,1.4212852086055048e-125,0
Clcn4,3.0933516877801757e-128,1.5918361699639687e-125,0
Dnm3,2.5073609660655205e-127,1.2864227074713505e-124,0
Myt1l,3.3425304653912725e-127,1.7097943238167894e-124,0
Atp6v0a1,3.7201577167358434e-127,1.897297255819882e-124,0
Dctn3,4.026172558170709e-127,2.0472731337613045e-124,0
Samd10,4.314174300792188e-127,2.1872291781707376e-124,0
Stx1b,4.713277402961029e-127,2.3825202835446835e-124,0
Plagl1,5.9315811068124895e-127,2.9895433813085562e-124,7
Lhfpl4,9.142310261174249e-127,4.594252713298135e-124,0
Scamp1,1.264698203459945e-126,6.3368598087162775e-124,0
Cox5a,2.0718519811603447e-126,1.035089513184976e-123,0
Hnrnph1,2.8624361886315994e-126,1.425905272848992e-123,4
Atp6v0d1,3.0475492250577356e-126,1.5137178695749957e-123,0
Nptxr,3.0999706830172854e-126,1.535305449934465e-123,0
Efr3b,3.581415826633183e-126,1.768636475194808e-123,0
Nbea,5.333682534327905e-126,2.6264021320234195e-123,0
Nap1l5,5.6706598166558996e-126,2.7843349025083574e-123,0
Mapk10,6.545300452204268e-126,3.2046075115021684e-123,0
Ccl27a,7.180452705662305e-126,3.505564911947123e-123,0
Sez6l,7.467738635701382e-126,3.6354631747330015e-123,0
Dlgap4,8.42710995229732e-126,4.09088488323634e-123,0
Dclk2,1.597564128926773e-125,7.733362037619026e-123,0
Dync1i2,1.965509838271914e-125,9.487683151083754e-123,0
Ppp2ca,3.010416498572679e-125,1.4490717544419523e-122,0
9330159F19Rik,3.7569829684913345e-125,1.8033678124390726e-122,0
Shroom2,4.883292356879059e-125,2.3374536226524206e-122,0
Bex4,4.989346555993971e-125,2.3815654751701102e-122,0
Cyth2,8.303165787942227e-125,3.952341954122676e-122,0
Ppp3ca,1.3360075318659607e-124,6.341836019555779e-122,0
Tspan7,1.835293976089795e-124,8.687811157394665e-122,0
Fasn,2.2702166925887025e-124,1.0717018769309135e-121,0
Tmod2,2.5418841035574606e-124,1.196651432920756e-121,0
2900097C17Rik,2.7260797431792017e-124,1.2798497704558272e-121,0
Cox6b1,4.131878591291709e-124,1.9345491598372033e-121,0
Zcchc12,5.615748822276246e-124,2.6221341949821384e-121,0
Wnk2,9.030237169513569e-124,4.204986847792648e-121,0
Dtx1,1.2307245389412037e-123,5.715415357555886e-121,0
Mast1,1.4167075074456197e-123,6.5613283978285444e-121,0
Cdkn1c,4.713400810106387e-123,2.177076882365377e-120,7
Ids,6.473896389869705e-123,2.9821954850214447e-120,0
Tubb4a,6.564445007559773e-123,3.015799649103592e-120,0
Mmp24,8.042554448905358e-123,3.684984889062621e-120,0
Ppp3cb,1.0984729089042798e-122,5.0196263054857096e-120,0
Eid1,1.3304501925553216e-122,6.06350973933655e-120,0
Snn,1.4785238452163394e-122,6.720479901077714e-120,0
Eif1b,1.900570145521556e-122,8.615994377201804e-120,0
Mif,2.2317871270942621e-122,1.0090829356229393e-119,0
Hint1,2.3462805492304243e-122,1.0580584193559923e-119,0
Jph4,2.470483060708207e-122,1.1111436493673585e-119,0
Mtch1,3.3236202181983e-122,1.4909440046896154e-119,0
Zfhx3,4.5577058949721003e-122,2.0392047158497032e-119,0
Ywhah,4.6911471052832034e-122,2.0934429549258144e-119,0
Hnrnpa0,4.908995148000074e-122,2.1849684837491235e-119,4
Trim2,9.527468359103195e-122,4.2296410674170554e-119,0
Lingo1,9.773929876083723e-122,4.327843596883527e-119,0
Bc1,1.4063541570690017e-121,6.211210950269137e-119,0
Ndrg4,1.7415755649740677e-121,7.671954616789057e-119,0
Rab3c,1.8466629256890272e-121,8.114024727501869e-119,0
Rnf14,4.634618360452121e-121,2.031189880049919e-118,0
Adgrb1,1.1537375791892862e-120,5.043526130436918e-118,0
Gnaz,1.1853589217328004e-120,5.168572661835103e-118,0
Vopp1,1.2871513653972524e-120,5.59817800503116e-118,0
Igfbp5,1.4542687315991096e-120,6.309005041851277e-118,3
Add2,1.8045265059396547e-120,7.808747562404417e-118,0
Mcf2l,2.19100858262853e-120,9.45729368441328e-118,0
Ctnnd2,2.659109815472679e-120,1.1448972303134088e-117,0
Caly,4.991004217928397e-120,2.1435239725650405e-117,0
Cacnb3,7.014346067463084e-120,3.0049724955613975e-117,0
Prrc2b,7.692330802439658e-120,3.287205716697782e-117,0
Chd3,8.332293412482578e-120,3.5518270086460426e-117,4
Trib2,8.940630800815201e-120,3.801687534785862e-117,0
Eef2,1.6201011720688557e-119,6.871856388181338e-117,1
Olfm2,2.0486830983337624e-119,8.668282668232485e-117,0
Tsg101,2.3432895658378384e-119,9.890385711755175e-117,0
Lmo1,2.676345026949469e-119,1.1268367314174702e-116,0
Tmx4,2.727209970659533e-119,1.1454383424373369e-116,0
Cd200,4.3339875086817546e-119,1.815840302263167e-116,0
Mff,9.084941065366069e-119,3.7970958602108094e-116,0
Lsm14b,1.8153660870240792e-118,7.568951108350212e-116,0
Rusc2,2.8334037197535087e-118,1.1784863249692992e-115,0
Ap2s1,3.253531280661449e-118,1.3499517263363395e-115,0
Disp2,4.19946724399151e-118,1.7382296780359024e-115,0
Atxn7l3b,4.338749132460578e-118,1.791553355928125e-115,0
Hmgcr,4.380375153415664e-118,1.8043936079296865e-115,0
Spock2,6.470389491529816e-118,2.658934707436017e-115,0
Pdxp,8.52910163998466e-118,3.4965545797344187e-115,0
Atp13a2,1.349087045548891e-117,5.517460755152722e-115,0
Ywhab,1.3669188150051933e-117,5.577078208207742e-115,0
Arpc1a,1.6149934693211403e-117,6.5735803890765175e-115,0
Kif21a,2.004759274051752e-117,8.140724995401493e-115,0
Mab21l1,2.3374875485835815e-117,9.469395210548955e-115,0
Pou3f3,2.7945980933413686e-117,1.129449468849905e-114,4
Nmnat2,2.915915743846918e-117,1.1757076510287076e-114,0
Capn6,2.985043303367508e-117,1.2007548246580889e-114,7
Gpm6b,4.413962399554577e-117,1.77138946703144e-114,0
Syngr3,4.7863003061477826e-117,1.916326382586875e-114,0
Trim46,7.813707680627091e-117,3.1211394373804127e-114,0
Gabrg2,1.1864176981915067e-116,4.728054398896814e-114,0
Slc1a2,1.244460659552213e-116,4.9478577538155914e-114,0
Kif5a,1.4681483717892158e-116,5.8237068375433434e-114,0
Itm2a,1.8913627322796218e-116,7.485145291854661e-114,7
Reep2,1.9415533920664062e-116,7.666072323672196e-114,0
Nova2,2.6736220250211404e-116,1.0532320274476382e-113,0
Atp1b1,3.443546393009784e-116,1.3534205075629064e-113,0
Nfasc,4.3638708821629577e-116,1.7112117709469332e-113,0
Strbp,4.56897719970408e-116,1.787549940804861e-113,0
Wasf1,4.620110286498835e-116,1.8034376252993264e-113,0
Rtn4,5.833410973569797e-116,2.2718685601673653e-113,0
Abr,6.04407611534591e-116,2.348576111583134e-113,0
Akap9,6.189884707393812e-116,2.3997919616561608e-113,0
Mgea5,7.081826240705265e-116,2.7393961698111695e-113,0
Gpsm1,7.99699714478601e-116,3.086435990237521e-113,0
Cep170,8.761034416269389e-116,3.373717229713305e-113,0
Fam168b,2.1133791034072705e-115,8.119996721483152e-113,0
Pcdh8,2.3852775522040277e-115,9.144178635986078e-113,0
Spock1,2.5000407061296346e-115,9.562740478392256e-113,0
Arxes2,4.707041738186438e-115,1.7964494947276888e-112,0
Svop,6.303412935031312e-115,2.4003609258013427e-112,0
Gsk3b,6.461685720216185e-115,2.4551757905229677e-112,0
Tenm2,7.131633368102495e-115,2.7037334695652284e-112,0
