,combinedPval,adjustedPval,cluster
Eif4a1,8.80565374008691e-47,1.0095281758406999e-43,8
Maged1,1.2323669615571537e-46,1.4017278806296253e-43,0
Rab6b,1.6246092464880944e-46,1.833438457919135e-43,0
Ank3,1.8256845873969526e-46,2.0443884781360433e-43,0
Atxn10,3.3698720284505974e-46,3.744531102283165e-43,0
Hnrnpab,4.165123277106083e-46,4.592867853684673e-43,0
Mapt,4.96584881590941e-46,5.434341768912683e-43,0
Ptpn5,5.425197172745462e-46,5.8923871201429814e-43,0
Ptms,5.490594163046526e-46,5.9189126586324724e-43,0
Nrxn2,1.3566390051506718e-45,1.4516366240725512e-42,0
Gpc3,1.6653111014121146e-45,1.7688208732712058e-42,3
Acly,2.2012547744505832e-45,2.3210106302997114e-42,0
Pik3r3,2.2247010997651018e-45,2.3287344549055895e-42,0
Hnrnpa2b1,2.6804585572548376e-45,2.7856187848689333e-42,8
Gnb2,3.030832056958382e-45,3.127240070127333e-42,0
Hnrnpa1,3.39413188281508e-45,3.477258572031745e-42,0
Gramd1a,4.7576615485946606e-45,4.839857615391582e-42,0
Sptbn2,7.33235586949637e-45,7.406872744056404e-42,0
Ncan,1.0677527282531096e-44,1.071113722889468e-41,0
Rnd3,1.184319971917172e-44,1.1798544547595423e-41,0
Tmeff1,1.2006765107718423e-44,1.1879565171831499e-41,0
Foxg1,2.0400837967354914e-44,2.0047400077956436e-41,9
Stmn4,2.1659985055034365e-44,2.1140917088938428e-41,0
Gdi1,2.583303808113185e-44,2.5044744269728615e-41,0
Mest,2.806114453853663e-44,2.7023494440150067e-41,3
Ywhaz,3.288755402985122e-44,3.146168750152068e-41,0
Gnb1,4.774810792285094e-44,4.537743722118885e-41,0
Dynlrb1,5.006678071727069e-44,4.727000216495082e-41,0
Scg3,6.178372466141843e-44,5.795364435539982e-41,0
Ptma,6.782600841485627e-44,6.321089608947579e-41,8
Elavl2,9.3673879057842e-44,8.674037437283039e-41,0
6330403K07Rik,9.669813970294705e-44,8.89704633759904e-41,0
Ccnd2,1.564519721727099e-43,1.4303797095142142e-40,5
Car2,1.6727950746398885e-43,1.5197529760433628e-40,6
Rnf187,2.8558594908832677e-43,2.5783640625300924e-40,0
Smarcd1,3.465963613958399e-43,3.1097502317282364e-40,0
Rab3a,3.70773768643832e-43,3.3061410083137305e-40,0
Tspan13,5.049685539389732e-43,4.475114126262575e-40,0
Fam57b,5.675443644103656e-43,4.999002492461595e-40,0
Arhgap33,8.86987099526135e-43,7.76534481355748e-40,0
Fabp5,1.066942240646809e-42,9.284536054748234e-40,0
Pcbp4,1.1788488785511097e-42,1.019692087412112e-39,0
Atat1,1.634830433556137e-42,1.4056940865305632e-39,0
Xpr1,2.1848028161595923e-42,1.8674669652816136e-39,0
Sez6l2,2.5090073403681633e-42,2.1319665982269158e-39,0
Tulp4,3.660049468052789e-42,3.09184867911622e-39,0
Lsm14b,3.95443806586028e-42,3.321113491545392e-39,0
Calm1,4.869956436057076e-42,4.06636500227702e-39,0
Cdk4,5.119578584451603e-42,4.250229205076135e-39,8
Pafah1b3,7.328707029638042e-42,6.049461231661417e-39,0
Map6,8.838159991374228e-42,7.253983726948521e-39,0
Slc4a1,2.25709979395291e-41,1.8420647016135375e-38,6
Gprasp1,2.559975627866254e-41,2.0775104361501077e-38,0
Scrn1,2.660281501457484e-41,2.146851225431086e-38,0
Hsp90aa1,3.7135721195492985e-41,2.9802091461356264e-38,5
Olfm1,4.784604875935678e-41,3.8185184154646204e-38,0
Cadm4,5.437900279848988e-41,4.3160576504085697e-38,0
Fez1,6.978354247532685e-41,5.508448686035875e-38,0
Elob,7.098313180063221e-41,5.572687880138943e-38,0
Inpp5f,8.53575540320253e-41,6.664961099910661e-38,0
Sox2,9.088317465242281e-41,7.058264525531754e-38,8
Apba2,1.3654419821378111e-40,1.0547730646290377e-37,0
Cep170,1.892553902996435e-40,1.4541787508787779e-37,0
Gabbr1,2.251743984414454e-40,1.721014751161267e-37,0
Ftl1,2.3218212630572543e-40,1.7652351590297108e-37,6
Strbp,6.3385580383116715e-40,4.793850540430615e-37,0
Rundc3a,7.145859840946183e-40,5.376264795411388e-37,0
Zmiz1,8.348305025547052e-40,6.248393694045475e-37,0
Phf21b,9.648073427190493e-40,7.183998878350698e-37,0
March6,9.89085989893363e-40,7.327010681156546e-37,0
Parp6,1.4109643402347782e-39,1.0398898811048657e-36,0
Rab3c,1.531245402457069e-39,1.1228091867298581e-36,0
Matr3,1.650830495998511e-39,1.20438317131981e-36,0
Col1a2,1.850578129490784e-39,1.3433269713850621e-36,3
Hnrnpk,2.3734323535043488e-39,1.7142503557075643e-36,0
Top2b,2.999948962400113e-39,2.155982317093954e-36,0
Mab21l1,3.3737125967522136e-39,2.4125931978081367e-36,0
Pebp1,3.738169601598832e-39,2.6600533649662942e-36,0
Cdkn1c,4.510306560985583e-39,3.193767372017725e-36,3
Pafah1b2,4.927921644020234e-39,3.455603929080088e-36,0
Hnrnpa3,4.909680842130758e-39,3.455603929080088e-36,5
Pak1,6.157213728448256e-39,4.2967617109459824e-36,0
Dner,6.803496869274458e-39,4.7249393701379074e-36,0
Ptprs,7.642030655463023e-39,5.2818963575341484e-36,0
Arl8a,8.301177302853767e-39,5.710153472237807e-36,0
Hdgfl3,1.1574705872813582e-38,7.924190258666374e-36,0
Dclk1,1.2517400535280082e-38,8.529148461257552e-36,0
Zfp428,1.4308824939998961e-38,9.704021558464315e-36,0
Col3a1,1.6937437524643632e-38,1.143302935806843e-35,3
Itm2a,1.9562156169895886e-38,1.3143337120982416e-35,6
Celf4,2.1841035730482775e-38,1.460652357299571e-35,0
Smarcc2,2.2623621340567153e-38,1.5060166563869793e-35,0
Eef1a1,2.9318624163580197e-38,1.942739088665523e-35,3
Myog,3.412955556055469e-38,2.2511990861253042e-35,6
Cacng4,4.3982281390728777e-38,2.88790204109269e-35,0
Dynll1,5.99099608324711e-38,3.9159230376733857e-35,0
Trp53inp2,6.524114552447538e-38,4.245178824195368e-35,0
Apc2,6.721024850015043e-38,4.353695228230585e-35,0
Ank2,7.17016790570696e-38,4.6239027688757894e-35,0
Lrrc4b,8.386536466965031e-38,5.384278399048844e-35,0
mt-Co1,8.735922879176727e-38,5.583772789771396e-35,0
Trim67,1.0521374075774204e-37,6.695360877500492e-35,0
Fasn,1.6843074052975614e-37,1.0671215659276626e-34,0
Tnnt1,1.8170790717172837e-37,1.1462140557896148e-34,6
Sez6,2.0846623847952226e-37,1.309288278635958e-34,0
Wnk2,2.229203012074475e-37,1.3940072326569056e-34,0
Sfpq,2.5141303630818394e-37,1.5654067202413674e-34,5
2700081O15Rik,3.2263776110635784e-37,2.0002609660183054e-34,0
Celf3,3.2573990656490177e-37,2.0108630586450907e-34,0
Hspa8,3.432596382253457e-37,2.109999070150974e-34,8
Arpc1a,3.985385157213781e-37,2.4394149541282496e-34,0
Myt1,4.14780347534789e-37,2.528117243819166e-34,0
G3bp2,4.3309630615509666e-37,2.62866297667984e-34,0
Dhx9,6.059439534644182e-37,3.662367664766576e-34,0
Nacad,7.555589896242953e-37,4.547623700647156e-34,0
Cbx3,1.8570168986302873e-36,1.1130795376779409e-33,5
Nbea,1.8967708382103573e-36,1.1322097324705954e-33,0
Fdft1,2.054720416070769e-36,1.2214448095107134e-33,0
Prdx2,2.2217306913667387e-36,1.3153125801737287e-33,0
Ubc,2.3357794253504713e-36,1.3771876834311636e-33,0
Ptbp2,2.8533388498074687e-36,1.6755046144388572e-33,0
Usp22,2.874842952449177e-36,1.6812974621714606e-33,0
Kcnq2,3.9998209850437585e-36,2.3297872247956747e-33,0
Sv2a,4.247690909380793e-36,2.4642283274656005e-33,0
Barhl1,5.792745627226456e-36,3.347124256508774e-33,0
Mylpf,1.0608587777586775e-35,6.105359457566037e-33,6
Thra,1.4753552053666274e-35,8.457138408761417e-33,0
Apoa2,1.530839208054415e-35,8.740503307309935e-33,6
Ybx1,1.7925686750953337e-35,1.0194583140437045e-32,5
Kif21a,1.8293696902052314e-35,1.036307603296736e-32,0
Nrcam,1.979385439958287e-35,1.1169090033525502e-32,0
Tmem132a,2.2849406306909056e-35,1.284307985092668e-32,0
Mir9-3hg,2.58443487786839e-35,1.4470157997938652e-32,8
Dctn2,2.978268973466135e-35,1.6610837852545963e-32,0
Arl2bp,3.1163237777108714e-35,1.7313968025943386e-32,0
Trim2,5.090303461146438e-35,2.817283503108516e-32,0
Atp5e,6.496929757199734e-35,3.58207162720793e-32,5
Fam168b,9.147214431242543e-35,5.024125708149662e-32,0
Sumo2,1.0219447001634963e-34,5.591790019689101e-32,0
Cuedc2,1.040098590580192e-34,5.669646996371166e-32,0
Nes,1.0576486477690114e-34,5.743639421124464e-32,5
Rpl4,1.3865583928819045e-34,7.501606656426535e-32,8
mt-Cytb,1.5537117792112547e-34,8.374580277425933e-32,0
Cops9,1.7133553651771051e-34,9.200735684131939e-32,0
Dusp26,1.8838874212083641e-34,1.00790260558369e-31,0
Syt11,2.0071276943392383e-34,1.0698751450087113e-31,0
Ppp1r1a,2.8734326902638445e-34,1.5260174859126023e-31,0
Ebf3,3.0011202460604176e-34,1.587991360783691e-31,0
Auts2,3.0839384274740647e-34,1.6258576600120325e-31,0
Nr2f1,3.331281896812152e-34,1.7498711726739802e-31,0
Csnk1e,3.959864382572716e-34,2.072519455630286e-31,0
Rps7,4.3403851265891185e-34,2.263475944334779e-31,4
Akap9,4.379822253554436e-34,2.2676690273805776e-31,0
Chl1,4.36894676153072e-34,2.2676690273805776e-31,0
Astn1,4.513280142537541e-34,2.3284217409950685e-31,0
Brwd1,4.840667228208428e-34,2.488434958945189e-31,0
Rpl38,4.934000844342165e-34,2.5274204601871394e-31,4
Mcf2l,5.278291976560427e-34,2.6942280940085923e-31,0
Stxbp1,5.470490803582147e-34,2.782501057002193e-31,0
Myl12b,5.681262089528558e-34,2.879568078062148e-31,0
Dync1i2,8.961579314710396e-34,4.52632678713583e-31,0
Rtn4,1.0894134815666718e-33,5.483252362463587e-31,0
Scn3a,1.1202850561504557e-33,5.619057041202445e-31,0
Prmt2,1.2070449546569959e-33,6.033273151223103e-31,0
Hmbs,1.253978040190583e-33,6.246249375050531e-31,6
Ube2e3,1.3350402684255198e-33,6.6271799327262605e-31,0
Pou3f2,1.7542359517367877e-33,8.678257685756894e-31,0
Zic1,2.0384474367831015e-33,1.004984312612359e-30,1
Atp9a,2.719354918083858e-33,1.3333254961164246e-30,0
Bex3,2.7228944961600674e-33,1.3333254961164246e-30,0
Mapk6,2.762360751927539e-33,1.3480812539310652e-30,0
Sec61g,2.8843203862923867e-33,1.4028603349911855e-30,6
mt-Nd3,3.6932950205397306e-33,1.790297157685817e-30,5
Lin7c,3.892434107611388e-33,1.8805178791056635e-30,0
Mageh1,4.3569343622331315e-33,2.0979114261040376e-30,0
Gtf2i,4.423770619286244e-33,2.1207812176341323e-30,2
Tubb4a,4.433793125500022e-33,2.1207812176341323e-30,0
Nsd2,4.527728964180696e-33,2.158565237797092e-30,0
Abr,4.951075414740448e-33,2.352628445223027e-30,0
Ube2d1,4.972948416902147e-33,2.355274341295656e-30,0
Nova1,5.798265179858854e-33,2.7282683438733615e-30,0
Smarcb1,5.781047216108356e-33,2.7282683438733615e-30,0
Eid1,6.125662931135194e-33,2.872961228038035e-30,0
Znrf1,6.343546183792283e-33,2.9655210587764784e-30,0
Uba1,7.067666837540483e-33,3.293379372483836e-30,0
Kif21b,9.418998293906572e-33,4.374936108324492e-30,0
Scg5,9.673535922785105e-33,4.478762574427403e-30,0
Timm8b,1.0421040123243543e-32,4.8094356274136426e-30,0
Fth1,1.0695523822489781e-32,4.9203930575039724e-30,6
Cyth2,1.0855563204362174e-32,4.9781639128204034e-30,0
Celf2,1.264841840049775e-32,5.781979219011094e-30,0
Fam20c,1.3226436273202156e-32,6.0271356676159116e-30,0
Ptp4a1,1.336546747602649e-32,6.071338109742685e-30,0
Gria2,1.4038516977784912e-32,6.357083768519162e-30,0
Atp5j2,1.463589156702351e-32,6.606882614492594e-30,4
Prrc2b,1.5171879772584318e-32,6.827500582842375e-30,0
Pnmal2,1.8444769165014933e-32,8.274556742904036e-30,0
Tpm2,1.8906284905461932e-32,8.45533972245688e-30,6
Nhlh2,2.1583560157297404e-32,9.622888588161505e-30,0
Gsk3b,2.18551051196405e-32,9.713973726389725e-30,0
Ubl5,2.313186694564053e-32,1.0249919893801214e-29,0
Chd4,2.3998272266756566e-32,1.0601311833493288e-29,5
Pim1,2.545277487735497e-32,1.1209562902113585e-29,6
Lhx1os,2.588545347655795e-32,1.1365466479033277e-29,0
Rpl29,2.7799101098170616e-32,1.2168700404412062e-29,4
Rpl35,2.9213894886106896e-32,1.274937379578817e-29,4
Postn,3.0382402413224156e-32,1.3219389948627446e-29,3
Fech,4.4045626100369554e-32,1.910671123430525e-29,6
mt-Atp6,4.7940665360350573e-32,2.073408984928766e-29,0
Eif1b,5.751457499920405e-32,2.4800503254078945e-29,0
Asphd2,8.065647633061799e-32,3.4675868974287983e-29,0
Gpm6b,8.110077935331079e-32,3.476342136820927e-29,0
Trp53bp1,9.227786713912351e-32,3.943739618842818e-29,0
Chn1,9.627476054656722e-32,4.1024201313488086e-29,0
Actl6b,1.0651682233867213e-31,4.525501056166641e-29,0
Ppdpf,1.1260278356524106e-31,4.770041234030349e-29,0
Gprin1,1.147821619599877e-31,4.848145891739809e-29,0
Lhfpl4,1.21316597661801e-31,5.109206872456578e-29,0
Ppp2ca,1.2608687371904488e-31,5.294669058421606e-29,0
Tsc22d1,1.3446333097504026e-31,5.630048761085477e-29,0
Rgmb,2.1100331704353966e-31,8.809283153309874e-29,0
Strip1,2.2349342204782257e-31,9.292541961939342e-29,0
Rbp4,2.2386509775352384e-31,9.292541961939342e-29,6
Cyfip2,2.5186438770723913e-31,1.0424823809844897e-28,0
Plppr3,2.595480786997569e-31,1.0712162687747206e-28,0
Pth1r,2.7737172006062504e-31,1.1415171719150488e-28,3
Slc35f1,3.3445011900727544e-31,1.3725117689216801e-28,0
Stox2,3.941502815214352e-31,1.6129262925099546e-28,0
Atp6v1g1,4.540098461737783e-31,1.8526329984662547e-28,0
Gm3764,5.511272298407848e-31,2.2425952692515427e-28,8
Rpl28,5.737451614058257e-31,2.3280720869689173e-28,3
Tbc1d16,5.859382211431942e-31,2.370887778154949e-28,0
Zmiz2,6.168212593540848e-31,2.488878481075711e-28,0
Wdr47,6.22299407013243e-31,2.5039884674246824e-28,0
Cacnb3,6.431559590138688e-31,2.580721754876527e-28,0
Rnf165,7.576334842174329e-31,3.0316519764220583e-28,0
Rpl39,9.20212360481835e-31,3.672035555444781e-28,3
Sptan1,1.0235724421807299e-30,4.073233861746361e-28,0
Snap91,1.1125856493112586e-30,4.415292260175462e-28,0
Hes5,1.1594797119442069e-30,4.58878463262451e-28,8
Gdap1l1,1.1850118620228653e-30,4.677017533614542e-28,0
Gnas,1.2210428751448538e-30,4.806093719255387e-28,3
Rpl23a,1.2380592268866866e-30,4.859828999897819e-28,3
Ldhb,1.3236648461914705e-30,5.181781004649942e-28,0
Dscam,1.4998431511551436e-30,5.855601400355211e-28,0
Celsr2,1.5193510569429713e-30,5.9157744649303415e-28,0
Myt1l,1.5686501974959399e-30,6.0749773417189445e-28,0
Atp5k,1.5657897896582286e-30,6.0749773417189445e-28,4
Mtch1,1.7457687314010677e-30,6.742834404690232e-28,0
Hnrnpdl,1.8355630682758134e-30,7.07074913526432e-28,8
Chgb,1.8997918053658718e-30,7.298700634319226e-28,0
Islr2,2.098605781525039e-30,8.0411266147825735e-28,0
Mdk,2.173322232260816e-30,8.305383841672025e-28,3
Magee1,2.639482592700718e-30,1.0060208414574767e-27,0
Pak3,2.7042347887887982e-30,1.0279883304099875e-27,0
Cntnap2,3.0916178985384713e-30,1.1721635789281548e-27,0
Serpinf2,3.327689515345301e-30,1.2583655529462053e-27,6
Ubald2,3.711007488012375e-30,1.3996532033563365e-27,0
Trim46,3.7666315408616735e-30,1.4169329514682597e-27,0
Tfap2b,3.8816919502985864e-30,1.4564236521356916e-27,0
Chd3os,4.4428288709163476e-30,1.6626455200070852e-27,0
Asic1,4.490120627464565e-30,1.6760016013714748e-27,0
Agrn,4.552151012510164e-30,1.6947760614980612e-27,0
H2afz,4.703753546647855e-30,1.7467161801448845e-27,8
Sox12,4.883187689904108e-30,1.8086985726022183e-27,0
Hba-a2,4.926003327212211e-30,1.8198907985917802e-27,6
mt-Co3,5.0066659995051536e-30,1.8449726766627103e-27,5
Rbx1,5.048676621840546e-30,1.8557197484449705e-27,0
Gabarap,5.245351222292159e-30,1.9231171341196727e-27,2
Vtn,5.554573975222855e-30,2.03133263168679e-27,3
Kifap3,5.820567395530513e-30,2.1232323475068787e-27,0
Snap47,5.858444693260949e-30,2.131666270108926e-27,0
Arl3,6.479727023474798e-30,2.3518034551293153e-27,0
Igfbp4,6.814272338659002e-30,2.4670274205684776e-27,3
Alas2,7.068701338650639e-30,2.5527426063525664e-27,6
Hist3h2a,7.526252998866478e-30,2.7112016890688776e-27,0
Rac3,8.521843680013951e-30,3.062209476465501e-27,0
Cnih2,8.58177433024679e-30,3.0760927744515732e-27,0
Myl6,1.0684412558279303e-29,3.820292974199324e-27,3
Ube2ql1,1.0837403088297749e-29,3.865428010714059e-27,0
Zswim5,1.1338549342243609e-29,4.034213204073381e-27,0
Reep1,1.2474409246870846e-29,4.4274428537485435e-27,0
Bzw2,1.7130099297632563e-29,6.064948299683604e-27,0
Hsbp1,2.0315827794798974e-29,7.175275828400681e-27,0
Arf2,2.1646490529880218e-29,7.62660097765856e-27,0
Oaz1,2.227556967347344e-29,7.829145844180035e-27,6
Mapk8ip2,2.3452663452610823e-29,8.222849491993889e-27,0
Pkia,2.4173509168508725e-29,8.45506661869001e-27,0
4931428F04Rik,2.527577899593874e-29,8.819248786370511e-27,0
Acta1,2.6281522498744424e-29,9.148076959267937e-27,6
Fscn1,2.921174583202597e-29,1.0143587231996524e-26,2
Tecr,3.044246750236692e-29,1.0545597270143141e-26,0
Mapre1,3.363136464648643e-29,1.1622393996692004e-26,0
Hoxa5,3.410374559670582e-29,1.175751232665058e-26,3
Clip3,4.259555619045504e-29,1.4650160706675378e-26,0
Gm10076,4.2898588474089055e-29,1.4719338484387065e-26,3
Ppia,4.339244258920262e-29,1.4853507926828906e-26,4
Gm42418,5.323149095073899e-29,1.8178399720575626e-26,5
Camk2n1,5.727816512475086e-29,1.9514194363298517e-26,0
Morf4l1,5.961908078290763e-29,2.0263932560277034e-26,5
Rab2a,5.98008509005565e-29,2.0278001470662778e-26,0
Bpgm,6.868997347625887e-29,2.3237684952083988e-26,6
Wsb1,7.518174680017723e-29,2.537441443272213e-26,0
Pou4f1,8.471600027225475e-29,2.845780330336566e-26,7
Rnps1,8.47301628959511e-29,2.845780330336566e-26,0
Dlgap4,8.490851740001171e-29,2.845780330336566e-26,0
Ewsr1,8.918052245871481e-29,2.9820412814198035e-26,8
Rusc2,9.637683910009083e-29,3.2152309067916156e-26,0
Ndufv3,1.0648071668895263e-28,3.5441216616818945e-26,7
Csde1,1.1234976179455197e-28,3.7308714448707045e-26,0
Ptov1,1.6334780850002707e-28,5.411955398218476e-26,0
Tmod2,1.6389671909147245e-28,5.417715667647653e-26,0
Actb,1.6758452133491975e-28,5.526970906617138e-26,3
Spast,1.7170612530024772e-28,5.650002677175645e-26,0
Acot7,1.7407439483500107e-28,5.714912735881214e-26,0
Tpt1,1.7547555629638355e-28,5.747849976562629e-26,3
Rps29,1.8929624840146e-28,6.186530000689419e-26,3
Ndufa3,1.9075297703228511e-28,6.220065873881528e-26,4
Fubp1,2.1052836616421085e-28,6.849439527372119e-26,4
Atp5b,2.277691371023108e-28,7.39370725583607e-26,4
Cadps,2.365731426297139e-28,7.66227908078776e-26,0
mt-Co2,2.4899522177077736e-28,8.04657151828663e-26,5
Rpl37,2.5685632806437723e-28,8.282084200530586e-26,4
Scd2,2.5889927310152194e-28,8.329364658143488e-26,8
Selenow,2.844820354582392e-28,9.132080236393202e-26,0
