,combinedPval,adjustedPval,cluster
Marcks,2.2885870924747412e-125,4.109295445438695e-120,2
Ncam1,7.139182026718999e-123,6.40941484879889e-118,2
Hoxb2,8.944292899480756e-121,5.353338193589935e-116,2
Rpl29,3.507433704500437e-119,1.574451917787447e-114,1
Dcx,1.8816682908823356e-114,6.757296642084888e-110,2
Basp1,6.092359489237532e-114,1.8231995032669783e-109,2
Dpysl3,9.618599669191789e-114,2.4672532636948785e-109,2
Slc25a5,7.512595164346851e-112,1.4988128213247506e-107,1
Tuba1a,7.372000226286293e-112,1.4988128213247506e-107,2
Meg3,1.2673289348961133e-111,2.1287916508297355e-107,2
Ttc3,1.304145120563484e-111,2.1287916508297355e-107,2
Kif1b,4.84559591459332e-110,7.2504651770185425e-106,2
Dynll2,3.8753057480748576e-109,5.3525723066326494e-105,2
Map2,4.527849761150189e-109,5.807161377398589e-105,2
Sptan1,1.8973216950326567e-108,2.2711699649582723e-104,2
Ina,5.113982274642684e-108,5.4014482504341023e-104,2
Cd24a,4.9283732432701416e-108,5.4014482504341023e-104,2
Map1b,1.0430982001801436e-107,1.0405252260566167e-103,2
Trp53inp2,2.4412226059620456e-106,2.3070324570602267e-102,2
Sox11,5.389133080740243e-106,4.838255903908383e-102,2
Tshz2,5.79334530007703e-106,4.953475762557813e-102,2
Tsc22d1,8.864442919990411e-106,7.234835977908242e-102,6
Tmsb4x,2.4142207978545314e-105,1.884729696426935e-101,2
Meis1,9.327832811873302e-105,6.978618127840161e-101,2
Tshz1,6.298019436054903e-104,4.5233887176876885e-100,2
Ank3,1.1702094537849224e-103,8.081466498998807e-100,2
Dpysl2,2.3190517578318484e-103,1.5422209555714226e-99,2
Rps27,9.937533383586853e-103,6.372656238169348e-99,1
Nrep,6.373112975400606e-102,3.945967844797584e-98,2
Rpl10,8.056132177276294e-102,4.821756237402031e-98,1
Runx1t1,9.744539731110212e-102,5.644163156049894e-98,2
Lamp5,3.3679254600662916e-101,1.8897850773211533e-97,2
Rbp1,4.259782367152677e-101,2.253758687897025e-97,2
App,4.267626550083506e-101,2.253758687897025e-97,2
Uba52,4.197813802051836e-100,2.1002815309891173e-96,1
Hoxb3,4.210950066341092e-100,2.1002815309891173e-96,2
Tubb2a,5.462687430326316e-100,2.6509683934978164e-96,2
Ywhae,5.835865249866313e-100,2.757538479610654e-96,6
Ddx5,6.708505151431534e-100,3.088595775984287e-96,2
Dync1i2,7.261753024029283e-100,3.2597283194580396e-96,2
Tubb3,1.0605834470056864e-99,4.6447346749642385e-96,2
Phlda1,1.395679215073651e-99,5.9667280354246445e-96,3
Dner,1.7703733841916083e-99,7.392585204904365e-96,2
Tulp4,4.947755412890594e-99,2.0190890275995956e-95,2
Eif4g2,1.2012112021173751e-98,4.792992864560845e-95,2
Dpysl4,2.501151611280084e-98,9.762973463808451e-95,2
Crmp1,2.603588675487771e-98,9.946595082158815e-95,2
Ubb,2.7142665097423406e-98,1.0153392460340027e-94,2
Tubb2b,3.428783001503921e-98,1.2564460438127228e-94,2
Mir124-2hg,4.688870110050713e-98,1.6838295252858228e-94,2
Tmeff1,1.7011073938983347e-97,5.989098816482619e-94,2
Miat,2.8101334679845885e-97,9.70339087835072e-94,2
Csde1,2.9166476026022514e-97,9.881161842567125e-94,8
Pbx3,3.0127544100037573e-97,1.0017743177586536e-93,2
Dpysl5,3.5676437746567425e-97,1.1647124481579889e-93,2
Calm2,3.756977792552867e-97,1.204621259734281e-93,2
Actb,8.74355331556597e-97,2.75431133561018e-93,8
Ebf3,1.1607657119102033e-96,3.593490490613281e-93,2
Hnrnpa3,2.080271660496571e-96,6.3309365896261594e-93,8
Stmn2,3.2986658585027565e-96,9.871587461787556e-93,2
Nsg2,1.0198783923860694e-95,3.0020538504288634e-92,2
Elavl3,1.6077711033126327e-95,4.6562088487913496e-92,2
Top2b,2.0491586031685084e-95,5.8402971850576366e-92,2
Cxadr,3.604629913368233e-95,1.0113014525289772e-91,2
Ywhag,7.174783460430906e-95,1.981962185846432e-91,2
Tcaf1,8.052302308808266e-95,2.1906654475106276e-91,2
Adgrg1,8.965639282295923e-95,2.4027378047687072e-91,2
Tagln3,1.1243328374529718e-94,2.968833930007261e-91,2
Hoxc4,1.2119742826973513e-94,3.153873255138044e-91,2
Ptms,1.497904802440905e-94,3.842254215407106e-91,2
Sptbn1,2.624012460271199e-94,6.636016647423969e-91,2
Ank2,4.3809560789489405e-94,1.0925374316639604e-90,2
Rufy3,4.486620379120068e-94,1.103561109459971e-90,2
Hoxa3,4.922307319473249e-94,1.1943646138863067e-90,2
Cdk5r1,5.691045079537409e-94,1.3624817222834164e-90,2
Zfhx3,1.0239244113619622e-93,2.4191022613210437e-90,2
Srgap3,1.040275492744875e-93,2.425814371860311e-90,2
Actg1,1.528673413188891e-93,3.519006202020413e-90,2
Hsp90aa1,1.8356966755487872e-93,4.172282945949554e-90,2
2900097C17Rik,2.2391800427828258e-93,5.0257276539642115e-90,0
Lhx2,2.3695241503556096e-93,5.252620727515995e-90,1
Stmn1,3.4717405075416993e-93,7.602095602841526e-90,2
Arl4a,4.315870490113396e-93,9.336631840879012e-90,3
Elob,4.585761121895229e-93,9.802391965953552e-90,6
Dnaja1,8.324797037458733e-93,1.7585497163789942e-89,2
Elavl4,1.3776177476046898e-92,2.8762736352383697e-89,2
Eef1a1,2.02425391816024e-92,4.1777808854150706e-89,1
Kif1a,5.343901585642323e-92,1.0903745391325675e-88,2
Rtn3,6.545263383952343e-92,1.320495858193147e-88,2
Gsk3b,6.680915525595767e-92,1.3328871886338486e-88,2
Rtn1,8.840162396254273e-92,1.7442903312239848e-88,2
Mab21l2,1.298421025614048e-91,2.534122673881637e-88,2
Gdi1,1.436504909496697e-91,2.773473934255727e-88,2
Ckb,1.4828185456681676e-91,2.832435820783735e-88,1
Sept3,1.6873118565190067e-91,3.1891259802895817e-88,2
Usp22,1.9221533105093905e-91,3.595147503108734e-88,2
Gnai2,1.9657543719690878e-91,3.6387937371206923e-88,1
Atxn7l3b,2.510935534326651e-91,4.600546341062899e-88,2
Ube2ql1,2.9216754688849474e-91,5.299033951672324e-88,2
Idh1,3.160313409954597e-91,5.674532354214344e-88,2
Morf4l1,3.335129286375943e-91,5.929133415559333e-88,0
Calm3,3.5663777020557716e-91,6.278083485829805e-88,2
Gnb1,4.0271929298615147e-91,7.020452958376612e-88,2
Nsg1,4.2315512624529393e-91,7.305773264713936e-88,2
Cep170,4.970218971599766e-91,8.499358465685485e-88,2
Robo2,5.231946262137715e-91,8.862522116431183e-88,2
Dclk1,5.542262277045369e-91,9.300434082162707e-88,2
Aplp1,5.995093292811731e-91,9.967175673802202e-88,2
Tspan13,6.706103131214671e-91,1.1046982160469883e-87,2
Cfl1,8.244939425231707e-91,1.3458439504375523e-87,2
Pfn2,1.541917343437496e-90,2.4942388369422938e-87,2
Eid1,1.7281397186529448e-90,2.770516569204957e-87,2
Rps11,1.9876747536397875e-90,3.158397597853156e-87,1
Enc1,5.393464261380344e-90,8.494990089945305e-87,2
Hoxb7,5.951354705204509e-90,9.292186494986001e-87,2
Ywhab,7.310039569226322e-90,1.1315185057798177e-86,8
G3bp2,8.536473545349065e-90,1.3092055154333312e-86,2
Rps29,8.603792165552513e-90,1.3092055154333312e-86,1
Kif5c,1.2379629251723805e-89,1.867930010917777e-86,2
Serinc1,1.5924061197316914e-89,2.3827172802449527e-86,2
Sox4,1.689176140024064e-89,2.5066257141901372e-86,2
Sbk1,1.8596234159305113e-89,2.732667498373052e-86,2
Rab3c,1.8719402405696374e-89,2.732667498373052e-86,2
Klc1,2.105575454629232e-89,3.0489411843024343e-86,2
Cpe,2.484415741186143e-89,3.56873402752361e-86,2
Hsbp1,3.0651056357227157e-89,4.3679214943479935e-86,2
H3f3a,6.209883272312766e-89,8.779699231363659e-86,2
Eif4a2,7.857150327534178e-89,1.102186317311699e-85,2
Pantr1,9.240541912513115e-89,1.2861974774685865e-85,1
Nap1l1,1.0805638741436336e-88,1.4924748250282257e-85,1
Rtn4,1.1418074142447494e-88,1.565025743169856e-85,2
Ppp3ca,1.4411298408525287e-88,1.9603296216777054e-85,2
Atp6v0c,2.1072706463366277e-88,2.844910441324326e-85,2
Celf4,3.113154920776583e-88,4.171534669603683e-85,2
Mapre2,3.267346488996255e-88,4.3457160517657646e-85,2
Gabarap,3.4996441338680057e-88,4.620456639474782e-85,6
Gpc2,4.825701083311815e-88,6.324697700085476e-85,2
Ybx1,5.668975467127159e-88,7.376076524501124e-85,8
Spag9,5.901895462642707e-88,7.623890238515824e-85,2
Matr3,7.525250165868228e-88,9.651455861775611e-85,2
Hdgfl3,8.49899782937292e-88,1.0823021676299882e-84,2
Hnrnpa1,8.813192721868464e-88,1.1144096017979722e-84,8
Dbn1,9.409096351097255e-88,1.181440354371108e-84,2
Pou3f2,9.887560281263016e-88,1.232896372440394e-84,6
Fnbp1l,1.0684619216575098e-87,1.3230948211728972e-84,2
Gng3,1.3253197702624925e-87,1.629925458889565e-84,2
Npdc1,1.421175405995755e-87,1.735922255451472e-84,2
Rbfox2,1.4636440594629845e-87,1.7757167101612077e-84,2
Ubc,1.7025916488325718e-87,2.0517486343621038e-84,6
H3f3b,1.7468738030353503e-87,2.0910778200731176e-84,2
Marcksl1,2.1296466468829517e-87,2.53238962818397e-84,2
Apc,2.755940283855271e-87,3.2555632519162893e-84,2
Prrc2b,3.768273206482838e-87,4.4223272208994e-84,6
Wsb2,4.073669217018393e-87,4.749686694422439e-84,2
Rab6a,4.68085948464567e-87,5.4224284308754655e-84,2
Clcn4,6.84824389689087e-87,7.882328736206525e-84,2
Trim2,7.427555158288776e-87,8.494663030849843e-84,2
Fasn,1.3029119969955635e-86,1.4806687775671115e-83,6
Rab3a,1.577924046171239e-86,1.7819228328653005e-83,2
Ap2m1,1.9142766242537025e-86,2.1482490876197442e-83,2
Sptbn2,1.9733040213779685e-86,2.2007365052909325e-83,2
Rpl34,3.269474963527151e-86,3.623789181245527e-83,1
Reep1,3.29007575075865e-86,3.624250566374372e-83,2
Cdc42,4.807444661971915e-86,5.2634483836407084e-83,5
Scrt1,6.0725825354525635e-86,6.608294734796785e-83,2
Spock1,6.315122442963663e-86,6.830832089967905e-83,2
Pcsk1n,8.149173384582246e-86,8.761874121333575e-83,2
Peg13,8.2956973838088e-86,8.866322866096202e-83,2
Nrcam,9.023825493201584e-86,9.587467529555257e-83,2
Zmiz1,9.08470683683921e-86,9.595374253224308e-83,2
Akap9,1.1622133067268445e-85,1.2203647531627254e-82,2
Uba1,1.2365740630601727e-85,1.290897051008439e-82,2
Smug1,1.3558790124553006e-85,1.407261342755062e-82,2
Slc1a2,1.7346163547759433e-85,1.7900044518865645e-82,2
Smarcc2,1.850690476230824e-85,1.8988718834799794e-82,2
Pou3f3,2.832560605067215e-85,2.889791208555719e-82,2
Map4,3.027218822460721e-85,3.070933918849616e-82,2
Caprin1,3.4697014089479654e-85,3.500032062052826e-82,6
Ywhaq,3.6269500384771486e-85,3.638215877140426e-82,2
Gapdh,3.668848856890091e-85,3.659799034763776e-82,1
Trim67,3.694415168465779e-85,3.664941496713278e-82,2
Jpt1,3.8044371515751486e-85,3.753349000722913e-82,2
Ubqln2,3.939922592735133e-85,3.8657745466562145e-82,2
Spock2,6.808036990469563e-85,6.643608106243827e-82,2
Fez1,6.901005651174573e-85,6.697929580613324e-82,2
6330403K07Rik,7.848369831561025e-85,7.576461803343236e-82,2
Trim35,8.40223274243395e-85,8.067760986010031e-82,2
Arl8a,1.295300554311542e-84,1.2371222694209792e-81,2
Huwe1,1.341829576350624e-84,1.2747806970578347e-81,8
Mllt11,1.5815801718508552e-84,1.4874960357139288e-81,2
Atp9a,1.5823015796131301e-84,1.4874960357139288e-81,2
Rundc3a,1.6291759355992287e-84,1.5235849723772042e-81,2
Acly,2.106477948904044e-84,1.9597448451592426e-81,2
Rian,2.132325031653364e-84,1.9735657418158746e-81,2
Thra,2.5116107394001397e-84,2.312691172033369e-81,2
Fabp5,2.650197759781644e-84,2.4278515796555717e-81,2
Fau,3.484052455283349e-84,3.1755458046942016e-81,1
Ube2e3,3.6325382889625982e-84,3.294161848048925e-81,2
Mapre1,5.739677457116445e-84,5.17886194428745e-81,2
Dynlrb1,6.5099995655523325e-84,5.844547418032625e-81,2
Ptprd,6.94797309695295e-84,6.206717707061162e-81,2
Chd4,7.316860910585249e-84,6.503892472650115e-81,8
Map1lc3b,7.900553339269699e-84,6.988136735689261e-81,2
Auts2,8.183466967443216e-84,7.202895082526446e-81,2
Elmo1,9.086617549452039e-84,7.958813185182999e-81,2
Smarca4,1.0020731660222797e-83,8.734381050814032e-81,2
H2afv,1.1572762950165944e-83,1.0038449406519623e-80,1
Olfm1,1.1660163999834834e-83,1.0065636586757602e-80,2
Paip2,2.0626327252557274e-83,1.7720482398443294e-80,6
Kidins220,2.2128680876830544e-83,1.892065442384372e-80,2
Mapt,2.8755845310577663e-83,2.4470542974958965e-80,2
Gng2,3.2855848051727194e-83,2.7827663494918946e-80,2
Rpl31,3.3454845206572264e-83,2.820196335308312e-80,1
Zmiz2,3.622070989654914e-83,3.039086820171034e-80,2
Rtl8a,4.342893352327589e-83,3.62694213882507e-80,2
Pafah1b3,4.481938713379834e-83,3.725736058939651e-80,2
Kif21a,4.872450483222245e-83,4.03169456301207e-80,2
Rhob,5.552569453836912e-83,4.573381478119027e-80,2
Dync1h1,7.110680035043535e-83,5.82997838418005e-80,2
Gap43,7.815584406323782e-83,6.378795798180973e-80,2
Atxn10,8.111833112813064e-83,6.5864391185005964e-80,2
Clta,8.1472215499502e-83,6.5864391185005964e-80,0
Ppp2r1a,8.18004367104035e-83,6.5864391185005964e-80,2
Tubb5,8.523746267095003e-83,6.832543691285922e-80,2
Nedd4,1.0625316165074449e-82,8.479285653203316e-80,3
Celf1,1.4427945488348872e-82,1.1462938865856206e-79,8
Lingo1,1.4732876402460448e-82,1.1653640347900137e-79,2
Rpl36,1.5810824728788228e-82,1.2451440565450564e-79,1
Hoxa5,1.762793759483109e-82,1.3821842651303446e-79,2
Atat1,2.2909572423688512e-82,1.7885005181688867e-79,2
Csnk1e,2.5056386267219195e-82,1.9476296531643964e-79,2
Snrpg,2.8794785799182767e-82,2.2285674853870585e-79,1
Afap1,4.9546223294690976e-82,3.8181638120974004e-79,2
Calm1,5.206295734833327e-82,3.9949642660456347e-79,2
Mycbp2,6.858852265014074e-82,5.2406301233939504e-79,2
Myef2,7.157028837620872e-82,5.445285897213982e-79,2
Map4k4,8.911904434087898e-82,6.751839302855991e-79,6
Ncan,9.050645094504821e-82,6.828141314424759e-79,2
Atp5e,1.01826699710578e-81,7.650039714845752e-79,1
Ctnnb1,1.1062465722600479e-81,8.276383741792852e-79,3
Ndfip1,1.2799635455310267e-81,9.536312643101532e-79,2
Dnajb6,1.3325270150457552e-81,9.886909960494509e-79,2
Sox2,1.4025989101233843e-81,1.0363993837609085e-78,1
Prkar1a,1.4513398507094658e-81,1.0636603207912694e-78,2
Arf4,1.4508990000493858e-81,1.0636603207912694e-78,0
Pgrmc1,1.689169558870676e-81,1.2329289826480778e-78,2
Nbea,1.7197399465956673e-81,1.2501604302726959e-78,2
Rab2a,1.8932345832287293e-81,1.3707323761921833e-78,2
Jarid2,2.1268945253259996e-81,1.5337215819952486e-78,2
2700081O15Rik,2.268414515733459e-81,1.629229749398039e-78,2
Snap91,2.4039266671845036e-81,1.7196791125460357e-78,2
Sez6l2,2.4748550218174695e-81,1.7633931305996788e-78,2
Ctnna2,2.5444404612732493e-81,1.8058085063055153e-78,2
Dctn2,2.6774983365394925e-81,1.8853368312925245e-78,2
Nme2,2.6749391312632085e-81,1.8853368312925245e-78,1
Atp5j,2.8608398857396504e-81,2.0065662782548379e-78,1
Gtf2i,3.0822361630224945e-81,2.1534396780230888e-78,4
Clstn1,3.5395436153973737e-81,2.463357729782756e-78,2
Snap25,4.814175320434756e-81,3.3375060425857107e-78,2
Gm1673,5.591615702653664e-81,3.8615698095852703e-78,2
Ebf1,5.912829260769851e-81,4.067754682808153e-78,2
Rpl6,7.024010883202187e-81,4.813753052999678e-78,1
Snap47,7.379459577299764e-81,5.038122607191774e-78,2
Ftl1,8.391267104590124e-81,5.707205902698753e-78,2
Lin7c,9.864343063172793e-81,6.6837810773471785e-78,2
Atp6v0d1,1.0689905908599316e-80,7.215927623966588e-78,2
Rpl37,1.1429403185074033e-80,7.686209442446335e-78,1
Bzw2,1.2577821744615627e-80,8.426952851846948e-78,2
Parp6,1.566080112417466e-80,1.0453497436935074e-77,2
Rnf165,1.6893478402429967e-80,1.1234538563761474e-77,2
Tubb4a,2.0833671791508393e-80,1.380372980576372e-77,2
Apc2,3.526958568411831e-80,2.328259461706964e-77,2
Pak1,3.700043330995928e-80,2.433571359918543e-77,2
Gnao1,4.3491265698622186e-80,2.8500429615203786e-77,2
Rpl30,4.5600063905343025e-80,2.966581552860398e-77,1
Fam20c,4.543692287846178e-80,2.966581552860398e-77,2
Son,4.815464252851236e-80,3.121463901007192e-77,8
Ptpn5,5.422146749648419e-80,3.502082673109134e-77,2
Hmgcs1,5.592300358070591e-80,3.599036145090974e-77,2
Hdac2,6.165745615677209e-80,3.9539165046335224e-77,6
Stmn3,6.485276516888788e-80,4.144022462187057e-77,2
mt-Co1,6.5758051859664826e-80,4.1869690695103724e-77,2
Fam57b,7.22546757503666e-80,4.568225555263729e-77,2
Lhfpl4,7.223858532893959e-80,4.568225555263729e-77,2
Snn,7.453904953970023e-80,4.696117051801057e-77,2
Sh3bp5,9.563963823970437e-80,6.004430387231827e-77,2
Akap6,9.709676182636102e-80,6.074671146540088e-77,2
Dnm3os,1.133042340371822e-79,7.064046900998278e-77,3
Selenok,1.182471345604409e-79,7.346706755174711e-77,2
Rbm39,1.1958874120342921e-79,7.404440015577926e-77,1
Nrxn1,1.2095061341937533e-79,7.463026932343676e-77,2
Scg3,1.3012268234012193e-79,8.001475473468483e-77,2
Rpl18a,1.359441583415822e-79,8.330917859689301e-77,1
Ppp2ca,1.3654605620508012e-79,8.339341395175894e-77,2
Mmd,1.4176581331250467e-79,8.628780478065132e-77,2
Tcf25,1.5537192046845248e-79,9.424986685864612e-77,2
Phf14,1.9225200763562948e-79,1.162289613828068e-76,6
Rab10,2.010257672715308e-79,1.2112544536259413e-76,2
Vim,2.0365111752124227e-79,1.222969234385994e-76,1
Thsd7a,2.1056125460324434e-79,1.2602512227916868e-76,2
Strbp,2.146338374399503e-79,1.2803585836740203e-76,2
Grb2,2.2953069108635642e-79,1.3646891664111231e-76,2
Cadm4,2.7072422783436663e-79,1.604295693734519e-76,2
Efr3b,3.019327770832895e-79,1.7833500591063796e-76,2
Pafah1b2,3.087723606110846e-79,1.8177681986375955e-76,2
Rnf187,3.124499546180159e-79,1.8334073244727813e-76,2
Trib2,3.228100802808977e-79,1.888028887783726e-76,2
Lrrc4b,3.6528578813219785e-79,2.1295212683259953e-76,2
Rps13,3.7460132889067027e-79,2.176761045410317e-76,1
Pja2,3.8732050351131923e-79,2.2434103362747703e-76,2
Kifap3,4.1672531084938804e-79,2.4059655954406214e-76,2
Rab6b,4.245577789689156e-79,2.443330021340236e-76,2
Atp6v1g1,4.326188510029407e-79,2.4817671091998587e-76,2
Dnm3,5.1947681900936556e-79,2.970547128753324e-76,2
Zfp811,6.683137930355236e-79,3.80951592342859e-76,2
Cyb5r3,7.716348192969633e-79,4.3845462596525e-76,8
Serf2,1.0492208227958944e-78,5.943025057353404e-76,1
Tmsb10,1.0584773575790469e-78,5.976602537104461e-76,2
Sumo2,1.0846872162171917e-78,6.105394923637981e-76,4
Arhgap33,1.090069942327229e-78,6.116518713587503e-76,2
Gprasp1,1.2118045490792773e-78,6.778404296416075e-76,2
Ptbp2,1.4048935006494876e-78,7.834070116489899e-76,2
Rapgef5,1.4807100946291358e-78,8.231281180135724e-76,2
Ndufa7,1.6285073871346012e-78,9.024946691609346e-76,6
Rab14,1.8134931396880456e-78,1.001918691198455e-75,0
Rps18,2.335848536427518e-78,1.2860966784840078e-75,1
Pcbp4,2.3421863556968602e-78,1.2860966784840078e-75,2
Agap1,2.7933067362158234e-78,1.5291310518920508e-75,2
Ube3a,2.8086735484229507e-78,1.5328698734257324e-75,8
Dctn3,3.005772460440396e-78,1.6354681231883117e-75,2
Alg2,3.080847662067902e-78,1.6662189264282733e-75,2
mt-Nd5,3.076055900738899e-78,1.6662189264282733e-75,8
Hnrnpk,3.4278406072685096e-78,1.842782481822356e-75,4
Mcf2l,3.4184858054740704e-78,1.842782481822356e-75,2
Chd3,4.157100649831099e-78,2.2281563143637654e-75,0
Stox2,4.605883793116229e-78,2.4613514032703746e-75,2
Elmod1,4.650590916074951e-78,2.477867963441863e-75,2
Vamp2,4.937227725749174e-78,2.622807286239191e-75,2
Zswim6,5.801871694246804e-78,3.0730409302973536e-75,2
Draxin,5.861368397489925e-78,3.095423133626699e-75,2
Evl,5.906576902689341e-78,3.110150509688779e-75,2
Trp53i11,6.314777445312822e-78,3.312232005357525e-75,2
Sv2a,6.327249305335023e-78,3.312232005357525e-75,2
Wdr6,6.9392654592871175e-78,3.6220545073500234e-75,2
Hnrnpa0,7.793740340827759e-78,4.0562691088991127e-75,2
Elavl2,9.401585462710107e-78,4.878933762062368e-75,2
Hoxd3,1.0776737740810654e-77,5.576449350032226e-75,2
Mapk10,1.2483585294553856e-77,6.441099552426219e-75,2
Prdx2,1.2638208593112168e-77,6.502195373291119e-75,2
Grcc10,1.3233589745547615e-77,6.789058410379798e-75,6
Hoxb4,1.6182637070764983e-77,8.278317908521084e-75,2
Kif5a,1.7541612480076736e-77,8.948016405745035e-75,2
Adgrl1,1.8420174860156807e-77,9.369555019143785e-75,2
Tecr,1.9675493413546427e-77,9.979810452659464e-75,2
Ndn,2.3903921862000146e-77,1.209040168952248e-74,2
Nes,2.8130529699670937e-77,1.4188217409352022e-74,8
Nrxn2,3.0736686430633638e-77,1.5459261838544197e-74,2
Arid1a,3.947228528348208e-77,1.979744599482793e-74,6
Scrt2,4.3446747437706364e-77,2.173015095737548e-74,2
Akap12,4.759751237847268e-77,2.3740052623420143e-74,3
Atp2b1,4.88578461314993e-77,2.4301161861778975e-74,2
Nudt3,5.1157817967453435e-77,2.537484302665494e-74,2
Nell2,5.526640409750572e-77,2.7337229938940816e-74,2
Atp6v1b2,6.18372038623135e-77,3.0503409318776447e-74,2
Gnas,6.4779152243147845e-77,3.1867083496529312e-74,3
Brwd1,9.270654718937737e-77,4.548092024623833e-74,2
Maged1,9.906083690971282e-77,4.846585192567679e-74,6
Tbc1d16,1.0635756162884972e-76,5.1894397723375025e-74,2
Cltc,1.1236257029035603e-76,5.467580948215834e-74,0
Carhsp1,1.1611115395309361e-76,5.634717402160116e-74,2
D430019H16Rik,1.2025880332946638e-76,5.820266771009398e-74,2
Mapk8,1.264937503846543e-76,6.1055677084495155e-74,2
Kif21b,1.3202580075865247e-76,6.35550260422454e-74,2
Zfr,1.3978721219553715e-76,6.711131740011579e-74,0
Agrn,1.7358943609991215e-76,8.311739955039684e-74,6
Zfhx2,1.9854728776147748e-76,9.481477885779614e-74,2
Ubl5,2.199754443833564e-76,1.04768994552368e-73,6
Acat2,2.2831576165614195e-76,1.084536109961457e-73,6
B3gat1,2.4012102722525854e-76,1.137603462374633e-73,2
Eif3f,2.4795744727659847e-76,1.171638091175792e-73,1
Mdh2,2.5548556215365515e-76,1.2040410934753686e-73,0
Gm11808,2.5899912312373946e-76,1.2174043616708694e-73,1
Serf1,2.6038911532567627e-76,1.2207422468925022e-73,2
Aff4,2.873814820655731e-76,1.3437778506516858e-73,0
Cited2,3.670181910287015e-76,1.7116965818014243e-73,6
Hoxb8,3.760072648425171e-76,1.7490766979092545e-73,2
Ube2d2a,3.9078391062475176e-76,1.8131161744970582e-73,6
Stxbp1,5.080498944248341e-76,2.351118736322702e-73,2
Atrx,5.41802536659778e-76,2.5008713729261616e-73,8
Nova1,6.212141708242824e-76,2.860070046424621e-73,2
Zwint,6.394721816191221e-76,2.936600184178151e-73,2
Actr2,6.756011059206197e-76,3.094597763831731e-73,2
Hspa8,7.148623571430267e-76,3.266102431970217e-73,4
Ssbp3,8.637782945569969e-76,3.9364613114633856e-73,6
Arpc1a,8.761551033870056e-76,3.982757112936895e-73,2
Phyhipl,9.855781052948251e-76,4.468850063603539e-73,2
Nova2,1.0167189181412189e-75,4.598437841759921e-73,2
Nhlh2,1.3341543638717755e-75,6.01898043442652e-73,2
Hnrnpa2b1,1.5551497479636013e-75,6.998407732605642e-73,4
Ccnd2,1.5674242855559375e-75,7.036010885148455e-73,8
Pbrm1,1.6015347705007736e-75,7.171201437634692e-73,8
Fyn,1.647426357080339e-75,7.358340482099772e-73,2
Rps2,1.7401683731569027e-75,7.753292130075694e-73,1
Rpl24,1.8836183886668958e-75,8.371658016399318e-73,1
Ddah2,2.1653336918387798e-75,9.599966837252271e-73,6
Psma7,2.188781566932213e-75,9.680021270315458e-73,0
Hoxc5,2.2638908638240933e-75,9.987596769192875e-73,2
Rps17,2.736902552779179e-75,1.2044786162878842e-72,1
Rpl26,2.8596635724646546e-75,1.255427269258048e-72,1
Armcx2,2.9654795316075534e-75,1.2987064475918094e-72,6
Gramd1a,3.021364341663378e-75,1.3199613053062837e-72,2
Gabbr1,3.5186382961866774e-75,1.5334772300547853e-72,2
Rpl32,3.686593143998416e-75,1.602784308663201e-72,1
Hsp90ab1,3.8184629440481734e-75,1.6561061191505663e-72,1
Scamp1,4.255510372981424e-75,1.8412106544246815e-72,2
Dynll1,4.405466193504616e-75,1.9015093483973266e-72,6
Stx7,6.033558002409329e-75,2.597989309776216e-72,2
Actl6b,6.050457886531799e-75,2.5990335353453745e-72,2
Dlgap4,8.664052041061996e-75,3.7128461346855695e-72,2
Rab7,8.70784339449726e-75,3.722727454051272e-72,6
Zfp41,9.040896649076046e-75,3.855931688748851e-72,6
Rgmb,1.0671876316063267e-74,4.540756934723316e-72,2
Rpl28,1.4301660418980634e-74,6.070801280701433e-72,1
Chl1,1.4625418309301717e-74,6.193251035187601e-72,2
Hist3h2ba,1.4659112958185068e-74,6.193251035187601e-72,2
Msi1,1.46938357754487e-74,6.193348310187627e-72,6
Apbb1,1.6536867272917395e-74,6.953849517930711e-72,2
Cops9,1.931272718959785e-74,8.102140299168663e-72,2
Cyth2,1.947429525823719e-74,8.150877772067262e-72,2
Chn1,2.1626189562862222e-74,9.030493252352764e-72,2
Bloc1s1,2.3140557072034422e-74,9.640431256065226e-72,6
Dync1li1,2.424996666821771e-74,1.0079229215489552e-71,2
Rpl15,2.4489557355634764e-74,1.0155304772796192e-71,1
Eif1,2.5258781420954027e-74,1.0450151527843208e-71,6
Sub1,2.7653622552747964e-74,1.141465254698429e-71,4
Hnrnpab,2.8477379303215798e-74,1.1727716342269327e-71,4
Glyr1,3.3927251532422608e-74,1.3940140925785415e-71,6
Hnrnpc,3.84823196391383e-74,1.577564245357794e-71,1
mt-Atp6,5.4153195528968404e-74,2.2098934522334544e-71,8
Map6,5.409331140672944e-74,2.2098934522334544e-71,2
Rpl21,5.707311254004218e-74,2.3237686642611294e-71,1
Eif3h,6.0429472332564235e-74,2.4548584500293913e-71,4
Hectd4,7.066282211534363e-74,2.8640933871927975e-71,2
mt-Co2,7.55406623948919e-74,3.054905224258595e-71,8
Gria2,8.304527258163514e-74,3.350848760507835e-71,2
Atpif1,1.0713273790895815e-73,4.313077559315106e-71,2
Khdrbs1,1.248243716796347e-73,5.014086110125227e-71,4
mt-Cytb,1.282299383175851e-73,5.139387240256255e-71,8
Pdap1,1.4203455912007126e-73,5.679990497234343e-71,1
Nmnat2,1.686178655043059e-73,6.7280776667336445e-71,2
Spast,1.8019057489509583e-73,7.173902197459783e-71,2
