,elbo,Recon,SVGP_KL,GAT_KL,alignment,KMeans,OT
0,199.76208887015227,1980.724088681427,-83.82564531133458,2537.2261582364863,14.359573861859282,0.0,0.0
1,198.92923237206077,1864.4867941413243,-78.20082640427262,4260.441794817392,10.383836352826137,31.960425027366924,0.0
2,195.90783550787057,1844.729976807795,-41.965451701050895,4202.96851997145,4.4967116736768835,21.717794675160597,0.0
3,192.86321907530686,1829.9765038056883,-23.552005185297887,4383.32938817614,4.9493303618532805,18.667011641457062,0.0
4,190.01818132340236,1817.2585081009317,-14.323141481657377,4266.653946883708,3.7952015526526313,17.56888370692586,0.0
5,189.48452812981014,1809.4922968459714,-11.362541207874415,4422.872305674739,4.94412758767872,19.173278519404384,0.0
6,189.0455619392206,1800.7698803894218,-10.320606333286449,4107.352159978766,4.299580144093595,19.355168698993282,0.0
7,188.41155070316222,1797.6063668553365,-8.599308344060344,4161.979261822216,3.9060911394631956,18.245911366578262,0.0
8,188.53269296685,1795.1370753054402,-7.931847630300536,4095.453066282032,3.426624871361139,19.21299538301208,0.0
9,188.61006945396056,1792.6544413588729,-7.343497743199692,4242.596232449937,3.657518778989053,19.454658480496253,0.0
10,182.8319840000192,1798.1745728826174,-5.725191810580009,3952.8258692666004,4.3587000800520705,21.83374116825565,0.0
11,182.4310250424258,1790.7131577926048,-5.456947137381553,4154.466943299539,3.6355447913250565,20.350133759647218,0.0
12,182.75780661616514,1787.8154488871362,-5.36676598743918,3942.900723985728,3.7374623404433462,21.34872223520742,0.0
13,183.11085104429162,1785.124439437442,-5.939525369232639,4214.4850138285365,3.5401494190216676,20.410860464925882,0.0
14,183.11956619306483,1784.1551050951994,-4.07880939892359,3859.0498032101814,4.732950824002323,22.13331861254175,0.0
15,183.61516582325322,1782.4132732758494,-4.151745232666076,3501.223983425669,6.243558029248847,23.234876780677812,0.0
16,183.22633186671288,1782.7234277448147,-2.6383715727887873,4125.06765169678,7.281916483108763,22.302677350775514,0.0
17,182.46055540346603,1778.1146103522892,-2.3726434135837735,3956.962846016967,4.370641356493727,21.55483558477406,0.0
18,182.00020272861357,1776.9644061143908,-1.68512229193409,4341.2604990818745,3.785309439816007,21.430072897374068,0.0
19,181.88856107800703,1772.7931876992934,-1.8111321961797104,4348.7975436271045,3.772925415894007,21.670510355638353,0.0
20,180.22061686061198,1772.8075846925558,-1.323836572871619,4281.5289092615585,3.4386002857420586,21.678454718560573,0.0
21,180.31118838240056,1771.2514456537922,-1.763280521456295,4399.9318530716855,3.725701403098303,21.971524392586673,0.0
22,180.29865283367923,1769.318376673863,-1.1163417893204952,4260.832734676207,4.607691000844305,22.56694434876756,0.0
23,180.38876816274353,1767.1661874850806,-2.088373867274663,4512.759481120808,4.011925271900666,21.931687787509027,0.0
24,180.08394705124314,1765.5209834853456,-1.4467238813513634,4626.393368706857,3.5386175756557066,21.366580557317562,0.0
25,180.4644690305363,1763.1025079068058,-2.481950793541705,4346.7107144123,3.366303468185211,21.419414248250654,0.0
26,180.15170353869632,1761.5033272596895,-1.8465602054219517,4248.353394793519,3.241544764218188,21.444448735730205,0.0
27,180.4112467261015,1762.0138961512328,-1.7575675644121476,4258.861152779826,3.4184022081148138,22.118334798002696,0.0
28,180.2562519350612,1759.9943585690808,-1.7177834374021588,4058.668081356007,3.2410508512415626,21.52617434971631,0.0
29,180.72871987683567,1761.2272745101377,-1.786231165729305,4325.735535416382,3.5348901374938704,22.12321809374475,0.0
30,178.92457360086468,1760.1751354369048,-1.673152311385843,4252.810749890405,3.1738721715681284,21.643917650283186,0.0
31,179.54766650287573,1762.126180218684,-1.4186317277814622,4398.683613671363,4.657261844880363,22.875907623739735,0.0
32,179.8675251627052,1760.9948812320663,-1.5629215041318276,4185.871169031365,6.190261465090525,24.1783947525999,0.0
33,180.2008673129768,1765.7474733130873,-1.0557026181310676,4050.1673588189165,5.022895406655181,24.02102919681328,0.0
34,179.76303296451533,1761.1574199233016,-0.936878553681345,4143.19289340085,5.142072561546547,23.440130052178738,0.0
35,179.84739517941023,1759.9897791605354,-1.4793336123330165,4364.804667728745,4.710296102601955,22.01240380157119,0.0
36,179.31277671194937,1755.8665077498235,-0.8391453798588373,4471.970655217405,5.013523863350626,22.740892571948628,0.0
37,179.64397185737124,1756.4953837391515,-1.2777137331318955,4421.090592092367,3.961009162673733,22.61823894787139,0.0
38,180.3364604735632,1754.623230707525,-2.396478834431787,4364.210795128311,3.6771915950913376,21.528140962432914,0.0
39,179.6454759617034,1755.5072002709871,-1.277137233353369,4475.388469485917,3.1143179662416056,21.86361781013889,0.0
40,178.5637963648444,1755.8721657874833,-1.506271413847071,4261.705899377574,3.3288354066985915,22.17525655488436,0.0
41,178.472129453016,1753.4860752330367,-1.9714256152970622,4493.6393336045985,3.356788427453671,21.413365920767866,0.0
42,178.93198339256452,1756.3573443762775,-1.2072298509722943,4573.380962532761,3.6377303261273473,22.336918558762953,0.0
43,178.6293177933826,1754.5821296978409,-0.6936018515302521,4228.097976468641,3.634354618219901,21.767790086705734,0.0
44,178.49179803801394,1751.4599928378564,-0.9422875824744325,4670.624929775751,3.192239989102593,21.825972293507,0.0
45,178.83819994691476,1750.4528963537384,-1.4413939103433904,4597.473883217059,3.6385293777657575,22.486130302709093,0.0
46,179.7606718609362,1751.9448112692462,-2.5319876676579045,4438.062891415881,3.2399298777103924,22.791988565042153,0.0
47,179.34390226757884,1748.861521413192,-2.030236917143884,4433.309610310669,3.5334082850676163,22.399124947211266,0.0
48,178.83511171510244,1747.2022564403874,-1.4646970976324156,4704.018869512947,3.728248546638433,20.999016513426305,0.0
49,178.46640877557326,1745.6301863908827,-1.1987182461727117,4692.598531029314,2.760988338106576,20.79185028015959,0.0
50,177.60352324322247,1744.37285615055,-2.7312406829658133,4638.730028101203,2.8826047428271795,20.55952669014546,0.3581514820600978
51,178.43278214223926,1746.1863840868284,-3.5189868459312725,4615.18377641765,3.1915747503090985,20.72745634886614,0.6088235614040014
52,178.43401376620443,1746.5959931311445,-1.2857373761793043,4784.822126290123,3.0450492452418545,20.647606613357205,0.6695191793651702
53,178.52594134270473,1747.1386877738075,-1.0436799357173414,4813.1623534778055,3.4919154590014663,21.120403783525866,0.5564204250082426
54,179.05416635096435,1752.1887484274712,-0.7313998614147976,4433.622259408004,3.331384290611634,22.068302570427303,0.5594006516066397
55,178.534953834359,1746.0846398332656,-0.9228441000867861,4713.285025575392,3.420351947080104,21.097075461102204,0.5419965576132384
56,179.307677868778,1750.0543651439816,-1.3151425301676,4761.378628398981,3.1673202476503413,21.406854594516773,0.5796004892226756
57,179.59748743970587,1751.531221785631,-1.202169246731728,4795.51690471215,3.8551829106162705,20.993012400181705,0.6384755668795563
58,178.92190381169704,1744.794086512888,-1.347639522003624,4559.969462674822,2.925782851596249,20.1100917599331,0.6047991353848954
59,179.68200074851086,1743.4009118882436,-2.1364763074312583,4818.475577912193,3.220206458377425,20.613074214830085,0.5539052578863564
60,177.4095513903163,1742.2822243423514,-2.977430184867194,4936.711230527036,2.850623491245134,20.657008425447195,0.3368946413591945
61,178.02416582328297,1743.8488730394054,-2.927430452622594,4738.033358134518,2.7012624681856607,20.570969000038136,0.5455089914443523
62,178.22332760524546,1746.528269749039,-0.9213841311262969,4800.6959658910455,3.204108741341912,20.480176310850197,0.5377257023079762
63,178.1982703118296,1744.575121332509,-1.0999464591342303,5134.282125490072,3.0620721146319694,20.679020527415304,0.523236764084676
64,178.11630266195732,1743.8107909201178,-0.917616864154138,4756.8767545151095,3.2253658137063512,20.16763010337941,0.5531895571237839
65,178.40719669905403,1744.9272557937643,-1.1969048556130018,4740.458207964519,2.732272819317079,20.159185646460532,0.5528270244968596
66,178.81913882389222,1746.5841812464712,-1.17743743538706,4941.573723175217,2.840614948837606,20.585564515869244,0.6174829192246528
67,177.95834309976442,1739.928638547181,-1.0566528944680842,4612.562411936869,2.7029007862346273,19.524021955786047,0.541873703522924
68,178.50542435916532,1740.0568406737546,-1.4709481515699738,4907.3547600567545,2.869533542828955,19.80527274029775,0.5647656662155086
69,178.440052424592,1738.700047741972,-1.5167659115432117,4983.316197184792,2.5591450108426015,19.729224714015928,0.47778973780161216
70,176.7302953811793,1736.9028660915258,-2.1335066973664882,4842.8851962880735,2.544308027906576,19.811066405704057,0.32018280903685015
71,177.54736543116724,1739.684521490711,-2.146646769599397,5144.040174376592,2.6667485678273617,20.00513101653726,0.582656629262075
72,177.9213288228925,1744.4215233471355,-0.7656323778540355,4984.08566413555,2.65526395760743,20.04021017132367,0.5580940333015015
73,177.65259965220852,1741.2795951667201,-1.0133178469144923,4830.819399434301,2.6092965395398755,19.635119287776256,0.5131212587871039
74,177.28672825365726,1736.7595567886456,-0.9264495477140601,5074.193164379312,2.5272503794384304,19.634401607240065,0.516608240601319
75,177.40481337357284,1738.3250719529121,-0.731370006285124,4981.59861025431,2.542549842985155,19.55621240085194,0.4985850897298971
76,177.36304605506984,1736.0782732547473,-0.8096907220797676,5093.458855825323,2.450332679758959,19.711396783447714,0.5438854644440434
77,177.3098587576941,1734.5860923843397,-0.9367939034920938,5065.433751475997,2.4285029921943955,19.515657688906394,0.4945343435579372
78,177.7620458472901,1734.7200568235928,-1.3034226653038106,5076.414020822339,2.5831663486664036,19.37418955884524,0.5439250398543601
79,177.3051681543667,1733.099986699944,-0.84146587352368,5046.313260591073,2.434336168366362,19.729017018716924,0.5168835534335395
80,176.43539795781578,1733.4971779769553,-1.2582824631836729,5056.644210870697,2.414167774183271,19.94072685460673,0.3445262761541897
81,176.62518761551922,1732.9660538590313,-1.4930436815834585,4938.929863741168,2.442979493982003,19.447034287674473,0.4963834969180059
82,177.35394068626078,1737.6912486406993,-1.2069621455162178,5112.0269635231225,2.7476581517044707,19.82588203923401,0.574866677641445
83,177.55385596598205,1739.1609786127278,-0.6935451317388697,5196.75719246411,3.099917319247737,20.743198156344413,0.525707298381965
84,177.05977719956806,1735.9723800784495,-0.47574540347998207,5161.584145654743,2.573505730496458,19.981427761024584,0.5005892666135229
85,177.2417456386721,1733.660343945826,-1.0891813502904597,5069.043396450148,2.6197214755892455,19.799215868046918,0.5823224949356353
