,combinedPval,adjustedPval
CREBBP,8.77076189453874e-15,3.0908064806704e-13
SNAP29,8.77076189453874e-15,3.0908064806704e-13
DUSP14,8.77076189453874e-15,3.0908064806704e-13
WDFY1,9.10382880192628e-15,3.20597772678123e-13
TMEM186,9.10382880192628e-15,3.20597772678123e-13
TOP3A,9.2148511043888e-15,3.2428500761143e-13
ABCC1,9.2148511043888e-15,3.2428500761143e-13
IBTK,9.32587340685131e-15,3.2796718980759e-13
CDC42EP4,9.32587340685131e-15,3.2796718980759e-13
DNAJB9,9.54791801177635e-15,3.35087161278626e-13
ZC3H6,9.54791801177635e-15,3.35087161278626e-13
LMNB1,9.54791801177635e-15,3.35087161278626e-13
L2HGDH,9.54791801177635e-15,3.35087161278626e-13
EIF2B3,9.54791801177635e-15,3.35087161278626e-13
MYEF2,9.54791801177635e-15,3.35087161278626e-13
MCCC2,9.76996261670138e-15,3.42762702129737e-13
ASCC1,9.88098491916389e-15,3.46539298352383e-13
B4GALT4,9.99200722162641e-15,3.503133149328e-13
CSRP2,1.02140518265514e-14,3.57975795771548e-13
NMT2,1.0325074129014e-14,3.61127075182514e-13
ENSGALG00000028267,1.0325074129014e-14,3.61127075182514e-13
SYNJ2BP,1.0325074129014e-14,3.61127075182514e-13
AMFR,1.0325074129014e-14,3.61127075182514e-13
WBP2,1.0325074129014e-14,3.61127075182514e-13
GALE,1.0325074129014e-14,3.61127075182514e-13
MAP2K5,1.04360964314765e-14,3.64885839750168e-13
XPO7,1.0547118733939e-14,3.68642044723291e-13
NUB1,1.06581410364015e-14,3.72268984415829e-13
TP53RK,1.06581410364015e-14,3.72268984415829e-13
LDB3,1.0991207943789e-14,3.83771811134545e-13
COG5,1.11022302462516e-14,3.87384767022901e-13
RNMT,1.11022302462516e-14,3.87384767022901e-13
NR2C2AP,1.16573417585641e-14,4.06615794702835e-13
PLN,1.17683640610267e-14,4.1007031352894e-13
HACD2,1.17683640610267e-14,4.1007031352894e-13
PLOD1,1.17683640610267e-14,4.1007031352894e-13
TMEM14CL,1.18793863634892e-14,4.13798440278952e-13
BORCS7,1.24344978758018e-14,4.32841065693842e-13
IREB2,1.24344978758018e-14,4.32841065693842e-13
MYC,1.26565424807268e-14,4.39527071184969e-13
RMND5A,1.26565424807268e-14,4.39527071184969e-13
FNTA,1.26565424807268e-14,4.39527071184969e-13
PPIL3,1.26565424807268e-14,4.39527071184969e-13
DNAJB12,1.26565424807268e-14,4.39527071184969e-13
SRSF11,1.26565424807268e-14,4.39527071184969e-13
ZFP64,1.26565424807268e-14,4.39527071184969e-13
DAZAP2,1.28785870856518e-14,4.47086825199322e-13
HDGFL3,1.31006316905768e-14,4.54641467818128e-13
SAP30BP,1.34336985979644e-14,4.66042595925469e-13
ENSGALG00000011326,1.35447209004269e-14,4.69735439590972e-13
ANAPC1,1.4210854715202e-14,4.92338191111765e-13
ALG14,1.4210854715202e-14,4.92338191111765e-13
NLE1,1.4210854715202e-14,4.92338191111765e-13
CDH11,1.43218770176645e-14,4.96017179524283e-13
SCG3,1.45439216225896e-14,5.0353748391285e-13
D2HGDH,1.48769885299771e-14,5.14895218927526e-13
CUL2,1.49880108324396e-14,5.18213566582976e-13
ENSGALG00000046914,1.49880108324396e-14,5.18213566582976e-13
ENSGALG00000049588,1.49880108324396e-14,5.18213566582976e-13
ZC3H10,1.50990331349021e-14,5.21876410448037e-13
NAXD,1.53210777398272e-14,5.29194703473182e-13
TMEM35A,1.53210777398272e-14,5.29194703473182e-13
NUDT2,1.55431223447522e-14,5.36683611979121e-13
ENSGALG00000046534,1.56541446472147e-14,5.40335318849946e-13
ENSGALG00000006465,1.57651669496772e-14,5.43619112564848e-13
TADA3,1.57651669496772e-14,5.43619112564848e-13
MBTD1,1.57651669496772e-14,5.43619112564848e-13
APTX,1.59872115546023e-14,5.51090603692807e-13
TJP2,1.60982338570648e-14,5.54731345298085e-13
GBA2,1.64313007644523e-14,5.66018542677998e-13
RNF114,1.73194791841524e-14,5.96414000653118e-13
TNFRSF19,1.79856129989275e-14,6.19145303494912e-13
RNF141,1.80966353013901e-14,6.22758348933168e-13
CACNA2D1,1.82076576038526e-14,6.26368972759201e-13
MGME1,1.88737914186277e-14,6.48850024711433e-13
ENSGALG00000044866,1.88737914186277e-14,6.48850024711433e-13
EYA3,1.93178806284777e-14,6.6389474829983e-13
ENSGALG00000049593,2.02060590481778e-14,6.94186242281828e-13
AGA,2.06501482580279e-14,7.0920573145579e-13
CDC42SE2,2.08721928629529e-14,7.16112851274394e-13
FAM173A,2.08721928629529e-14,7.16112851274394e-13
PIGS,2.08721928629529e-14,7.16112851274394e-13
PXYLP1,2.1538326677728e-14,7.38720618138279e-13
TERF1,2.18713935851156e-14,7.49893583709188e-13
TMEM131,2.19824158875781e-14,7.5344849731924e-13
FOCAD,2.30926389122033e-14,7.91237265663972e-13
ENSGALG00000043598,2.32036612146658e-14,7.94776011936962e-13
WDR91,2.35367281220533e-14,8.05109725862218e-13
RNASET2,2.35367281220533e-14,8.05109725862218e-13
FBXO34,2.35367281220533e-14,8.05109725862218e-13
MSL1,2.35367281220533e-14,8.05109725862218e-13
NUSAP1,2.38697950294409e-14,8.1623080174882e-13
ARL14EP,2.42028619368284e-14,8.26793825752878e-13
AMT,2.42028619368284e-14,8.26793825752878e-13
VAC14,2.42028619368284e-14,8.26793825752878e-13
HIF1AN,2.43138842392909e-14,8.30310148447509e-13
C12orf75,2.44249065417534e-14,8.33546930212442e-13
KXD1,2.44249065417534e-14,8.33546930212442e-13
RAB9A,2.46469511466785e-14,8.40845093310287e-13
PIP4P2,2.50910403565285e-14,8.55711071479704e-13
SLC25A22,2.56461518688411e-14,8.74352249878106e-13
RLIM,2.58681964737661e-14,8.8162959630631e-13
MINDY2,2.59792187762287e-14,8.85119549923803e-13
ENSGALG00000049473,2.66453525910038e-14,9.07212724044876e-13
MPV17L2,2.66453525910038e-14,9.07212724044876e-13
N-RAS,2.68673971959288e-14,9.1446952343731e-13
CRYM,2.69784194983913e-14,9.17943965042341e-13
ENSGALG00000011745,2.8421709430404e-14,9.6673165027446e-13
NELFCD,2.88657986402541e-14,9.81511613087637e-13
ENSGALG00000048379,2.89768209427166e-14,9.84960403893175e-13
MFAP2,2.97539770599542e-14,1.01104218426948e-12
LYPD6B,2.99760216648792e-14,1.01825021785894e-12
MAPK1,3.06421554796543e-14,1.04053368092775e-12
GTPBP1,3.13082892944294e-14,1.06280240625644e-12
RIT1,3.15303338993544e-14,1.06998618056565e-12
ENSGALG00000004110,3.19744231092045e-14,1.08469783066568e-12
ENSGALG00000017290,3.2085445411667e-14,1.08774520985475e-12
LDLRAD4,3.2085445411667e-14,1.08774520985475e-12
MTA3,3.28626015289046e-14,1.11335660539963e-12
RHOT2,3.28626015289046e-14,1.11335660539963e-12
MED19,3.30846461338297e-14,1.12013991888275e-12
TUBA1C,3.30846461338297e-14,1.12013991888275e-12
TMEFF2,3.35287353436797e-14,1.13480107927325e-12
ENSGALG00000050229,3.36397576461422e-14,1.13818343219564e-12
ATRIP,3.40838468559923e-14,1.15282898605101e-12
U2SURP,3.44169137633799e-14,1.16332780777157e-12
RILPL2,3.44169137633799e-14,1.16332780777157e-12
RAB39B,3.46389583683049e-14,1.1704477524338e-12
ENSGALG00000030064,3.50830475781549e-14,1.1846735892359e-12
RELL1,3.50830475781549e-14,1.1846735892359e-12
DNA2,3.59712259978551e-14,1.21426589610117e-12
FBXO22,3.64153152077051e-14,1.22885273814165e-12
CHM,3.66373598126302e-14,1.23593945090981e-12
KIF1BP,3.67483821150927e-14,1.23927746680826e-12
BAG1,3.69704267200177e-14,1.24635610136485e-12
RARRES1,3.75255382323303e-14,1.26465483515596e-12
SLC25A13,3.83026943495679e-14,1.28999889987065e-12
ATP11B,3.83026943495679e-14,1.28999889987065e-12
SURF1,3.8968828164343e-14,1.31200321609729e-12
TRAF3IP1,3.90798504668055e-14,1.31530972646769e-12
ENSGALG00000042572,3.98570065840431e-14,1.34102677307346e-12
AP1AR,3.99680288865056e-14,1.34432160697672e-12
ACTN2,4.05231403988182e-14,1.36254629666624e-12
SERPINI1,4.06341627012807e-14,1.36538484568505e-12
SMAD5,4.06341627012807e-14,1.36538484568505e-12
SEPSECS,4.13002965160558e-14,1.3873140911789e-12
NSMCE1,4.21884749357559e-14,1.41668522780806e-12
C7orf50,4.2854608750531e-14,1.43858335529238e-12
Meis2a.2,4.29656310529936e-14,1.44183875787183e-12
TMEM209,4.35207425653061e-14,1.45998988874477e-12
GLDC,4.37427871702312e-14,1.46648033287087e-12
SVIP,4.37427871702312e-14,1.46648033287087e-12
ENSGALG00000003427,4.39648317751562e-14,1.47344319260276e-12
PGM3,4.45199432874688e-14,1.4915603127191e-12
GMPS,4.52970994047064e-14,1.51710238730571e-12
RAF1,4.56301663120939e-14,1.52775909870497e-12
SEC61A2,4.66293670342566e-14,1.56070464142216e-12
RDH10,4.74065231514942e-14,1.58568235717252e-12
DNAJC12,4.74065231514942e-14,1.58568235717252e-12
ZNF821,4.76285677564192e-14,1.59259051265606e-12
RABEPK,4.86277684785819e-14,1.62547203271456e-12
FAM49A,4.90718576884319e-14,1.63978256896148e-12
SRGAP1,4.9960036108132e-14,1.66729093973218e-12
MCAT,4.9960036108132e-14,1.66729093973218e-12
HPGD,4.9960036108132e-14,1.66729093973218e-12
ENSGALG00000004503,4.9960036108132e-14,1.66729093973218e-12
NEK4,5.04041253179821e-14,1.68156463113404e-12
RRP1B,5.15143483426073e-14,1.71804514894658e-12
DHCR24,5.17363929475323e-14,1.72489012281559e-12
CPSF2,5.32907051820075e-14,1.776134001945e-12
MOB3A,5.54001289287953e-14,1.84584000748493e-12
RBFA,5.57331958361829e-14,1.85633473153748e-12
POMGNT2,5.59552404411079e-14,1.86312596895561e-12
LZTFL1,5.61772850460329e-14,1.86991280219901e-12
METTL7A,5.6621374255883e-14,1.88408379947002e-12
HYAL1,5.67323965583455e-14,1.88716635813701e-12
C5H15orf41,5.88418203051333e-14,1.9567009129515e-12
TFPI,5.92859095149834e-14,1.9708300381038e-12
EPS15,6.0063065632221e-14,1.99601850973948e-12
CEBPZ,6.06181771445335e-14,2.01381406984282e-12
TCOF1,6.09512440519211e-14,2.02422389367575e-12
MGAT3,6.15063555642337e-14,2.04199882101579e-12
EIF2AK1,6.16173778666962e-14,2.04436238346045e-12
ACOT8,6.16173778666962e-14,2.04436238346045e-12
ADAM12,6.21724893790088e-14,2.06211357468682e-12
CDK7,6.23945339839338e-14,2.06880982989255e-12
LMBRD1,6.31716901011714e-14,2.09322571086766e-12
CWC25,6.31716901011714e-14,2.09322571086766e-12
SLC5A6,6.3948846218409e-14,2.1182934079344e-12
ENSGALG00000043416,6.4170890823334e-14,2.12496290028398e-12
ENSGALG00000037052,6.43929354282591e-14,2.13162809112286e-12
TMX4,6.47260023356466e-14,2.14196302066712e-12
TICRR,6.55031584528842e-14,2.16698269707706e-12
ENSGALG00000042023,6.59472476627343e-14,2.18097124626719e-12
RAD1,6.61692922676593e-14,2.1876098125942e-12
KLHL2,6.70574706873595e-14,2.21625993138168e-12
PPIL4,6.77236045021345e-14,2.23755536078094e-12
DNAJC1,6.86117829218347e-14,2.26617097320235e-12
NR1H3,6.92779167366098e-14,2.28743664965834e-12
DEF6,6.99440505513849e-14,2.30868865043816e-12
TRIP13,7.11652958784725e-14,2.34824402480444e-12
GINS1,7.14983627858601e-14,2.35847613775837e-12
FAM98A,7.38298311375729e-14,2.43460064165311e-12
SLC30A5,7.7715611723761e-14,2.56191454465948e-12
NXT2,7.87148124459236e-14,2.59402042718522e-12
IFT46,8.03801469828613e-14,2.64805087559986e-12
POP4,8.1823436914874e-14,2.69473394493575e-12
ENSGALG00000027620,8.27116153345742e-14,2.72311115623196e-12
PDCD2L,8.39328606616618e-14,2.76154680879333e-12
USP2,8.39328606616618e-14,2.76154680879333e-12
ARL9,8.4821039081362e-14,2.78987533553403e-12
RSRC2,8.57092175010621e-14,2.81818571459584e-12
ENSGALG00000053766,8.63753513158372e-14,2.83917930196705e-12
DLGAP5,8.64863736182997e-14,2.84191863632808e-12
ANGPT1,8.72635297355373e-14,2.86653818841907e-12
ZNF830,8.74855743404623e-14,2.8719941024948e-12
APBA3,8.74855743404623e-14,2.8719941024948e-12
RPP30,8.90398865749376e-14,2.9220849093167e-12
CMTM7,8.94839757847876e-14,2.9357203693595e-12
UXS1,9.03721542044877e-14,2.96391179376754e-12
ENSGALG00000016702,9.12603326241879e-14,2.99208521023919e-12
WDHD1,9.1926466438963e-14,3.01296294774387e-12
LRRC40,9.64783808399261e-14,3.16114625152e-12
ENSGALG00000039733,9.84767822842514e-14,3.22559498507875e-12
CPM,9.88098491916389e-14,3.23547217313373e-12
PGP,9.9031893796564e-14,3.24170885920468e-12
EIPR1,1.00586206031039e-13,3.29153810019358e-12
FILIP1,1.01474384450739e-13,3.31954426356717e-12
YARS2,1.04360964314765e-13,3.41288571362374e-12
GM2A,1.05138120432002e-13,3.43720581974064e-12
ERLIN1,1.0547118733939e-13,3.44699676966669e-12
MED18,1.0769163338864e-13,3.51844495558222e-12
GPATCH4,1.0991207943789e-13,3.58984767653694e-12
KANK1,1.13464793116691e-13,3.70470444097381e-12
ENSGALG00000048776,1.14463993838854e-13,3.73614069985182e-12
PDGFRL,1.15241149956091e-13,3.76031167194999e-12
NAT8B,1.16351372980716e-13,3.79533178214579e-12
CHMP2A,1.17905685215192e-13,3.84481104074149e-12
CPNE3,1.18127729820117e-13,3.85082847759474e-12
VRK1,1.18349774425042e-13,3.85684209385316e-12
LIMS1,1.20792265079217e-13,3.93518994358786e-12
ENSGALG00000045185,1.21458398893992e-13,3.95563599978434e-12
DEDD,1.23012711128467e-13,4.00498595279468e-12
HIRA,1.23789867245705e-13,4.02901037669066e-12
SGPL1,1.23900889548167e-13,4.03134566970781e-12
ENSGALG00000052652,1.2623235789988e-13,4.10590292924279e-12
ANKMY2,1.30118138486068e-13,4.23095335422671e-12
TMEM161A,1.30340183090993e-13,4.2368313676331e-12
RNASEK,1.33781874467331e-13,4.34733020392706e-12
ACAD8,1.34670052887031e-13,4.37480727625699e-12
TMLHE,1.40110145707695e-13,4.55009083372887e-12
TPMT,1.43107747874183e-13,4.64596848237e-12
NAPG,1.46882506157908e-13,4.76700776984243e-12
GATAD1,1.48103751484996e-13,4.80512358859531e-12
TMEM163,1.49213974509621e-13,4.83961441793797e-12
ARL6IP4,1.50990331349021e-13,4.89568205631924e-12
APRT,1.51434420558871e-13,4.90853073245657e-12
GAB1,1.52544643583497e-13,4.94295625888513e-12
CYP51A1,1.53876911213047e-13,4.98455277573299e-12
ENSGALG00000041618,1.55653268052447e-13,5.04050394442614e-12
ENSGALG00000042797,1.56541446472147e-13,5.06766710267972e-12
RANBP3,1.60316204755873e-13,5.18823001808167e-12
WDR70,1.65201186064223e-13,5.34463518769961e-12
GJC1,1.66533453693773e-13,5.38603962467569e-12
TMEM184C,1.67976743625786e-13,5.43100754227282e-12
ZRANB2,1.70308211977499e-13,5.50465459807251e-12
C1GALT1,1.71085368094737e-13,5.52803305709757e-12
CLP1,1.71973546514437e-13,5.55498297708166e-12
UFL1,1.7696955012525e-13,5.71456262794184e-12
ENSGALG00000013943,1.783018177548e-13,5.755772613955e-12
LIN7C,1.79412040779425e-13,5.78979110683276e-12
UBAC1,1.81410442223751e-13,5.8524415424449e-12
AIFM2,1.84074977482851e-13,5.93653585433842e-12
NRSN1,1.85518267414864e-13,5.98120376958379e-12
ENSGALG00000045738,1.86517468137026e-13,6.01153046812154e-12
CRIP1,1.88959958791202e-13,6.08834132378374e-12
B2M,1.92734717074927e-13,6.20801653352139e-12
PPIG,1.93622895494627e-13,6.23466862330589e-12
MAD1L1,1.99951166734991e-13,6.43642037701805e-12
RND3,2.06279437975354e-13,6.63804564060249e-12
ENSGALG00000042782,2.09388062444305e-13,6.73596918495918e-12
TULP3,2.11719530796017e-13,6.80883826001467e-12
GADD45B,2.1493917756743e-13,6.91021630488425e-12
MORN4,2.17603712826531e-13,6.99368982398089e-12
MYOM2,2.20712337295481e-13,7.09137945961745e-12
SPATA20,2.20934381900406e-13,7.09629258234336e-12
DLST,2.2948309919002e-13,7.36856718839444e-12
ERCC3,2.30260255307257e-13,7.3912092933764e-12
STK3,2.3037127760972e-13,7.39246145047313e-12
ITGB1BP1,2.33368879776208e-13,7.48631231121891e-12
PITHD1,2.36255459640233e-13,7.57654412742632e-12
TDP1,2.36588526547621e-13,7.58485581868492e-12
CARNMT1,2.40141240226421e-13,7.69634962425699e-12
PUS1,2.40474307133809e-13,7.70461873471679e-12
PIH1D3,2.49578135935735e-13,7.9938037233664e-12
SPOUT1,2.4980018054066e-13,7.99842004150996e-12
MTG1,2.57682764015499e-13,8.24824187780908e-12
C1orf21,2.58348897830274e-13,8.26698655274582e-12
PCM1,2.63788990650937e-13,8.43843533613383e-12
ENSGALG00000014902,2.64677169070637e-13,8.4642099291028e-12
UTP3,2.66786592817425e-13,8.52901096527264e-12
ENSGALG00000016301,2.67563748934663e-13,8.55119309726374e-12
ORAI1,2.71893618730701e-13,8.68686889585991e-12
XPNPEP3,2.74003042477489e-13,8.75154016784951e-12
KAT7,2.74558153989801e-13,8.76654258124336e-12
CD81,2.74669176292264e-13,8.76736046596493e-12
GGNBP2,2.76667577736589e-13,8.82840371021693e-12
ENSGALG00000032501,2.79554157600614e-13,8.91774179358578e-12
POLR3B,2.8066438062524e-13,8.95037641820974e-12
SLC15A4,2.81663581347402e-13,8.97945137541288e-12
KPNA6,2.8466118351389e-13,9.07219765435159e-12
PIP5K1C,2.91322521661641e-13,9.28161397747215e-12
RDH14,2.93542967710891e-13,9.3494562309437e-12
SIGMAR1,2.95319324550292e-13,9.40311637402747e-12
SLC18B1,2.96429547574917e-13,9.43553977932487e-12
RBM45,2.97095681389692e-13,9.45381182498376e-12
RBBP5,2.97206703692154e-13,9.45441394708504e-12
TRUB1,3.0009328355618e-13,9.543281339292e-12
ENSGALG00000004881,3.00426350463567e-13,9.55091444495881e-12
PSEN2,3.0186964039558e-13,9.59382722005189e-12
ZC3H14,3.07531777821168e-13,9.77075263785332e-12
ATP6V0A2,3.09641201567956e-13,9.83472837561094e-12
GPR107,3.16635606623095e-13,1.00537718157318e-11
C9orf78,3.22408766351145e-13,1.02339149635879e-11
ELOVL1,3.22852855560996e-13,1.02448434100854e-11
TCP11L1,3.24629212400396e-13,1.02980278705684e-11
COG7,3.29514193708746e-13,1.04497621323371e-11
COQ3,3.30180327523522e-13,1.04676532370136e-11
ARHGAP17,3.42281758491936e-13,1.08479527337585e-11
ANGPTL2,3.49276163547074e-13,1.10662102083117e-11
FKBP14,3.51496609596325e-13,1.1133125045309e-11
ENSGALG00000046938,3.53717055645575e-13,1.11999986023327e-11
ODF2,3.57713858534225e-13,1.13230596432969e-11
ZNF521,3.59490215373626e-13,1.13757805735958e-11
WDR77,3.60156349188401e-13,1.13933477164314e-11
MECR,3.62709862145039e-13,1.14705918411194e-11
RAB34,3.64153152077051e-13,1.15126887262917e-11
FLOT2,3.67483821150927e-13,1.16144107418853e-11
KDELC2,3.73590047786365e-13,1.18036400741566e-11
CCDC174,3.73701070088828e-13,1.18036400741566e-11
CIR1,3.75033337718378e-13,1.18420770714115e-11
CAVIN1,3.77253783767628e-13,1.1908526985263e-11
OBSL1,3.89466237038505e-13,1.22902503348031e-11
TRAPPC13,3.93463039927155e-13,1.2412560323775e-11
ENSGALG00000005181,3.94351218346856e-13,1.24367576566299e-11
TMEM38A,3.99680288865056e-13,1.26009506894747e-11
PRMT7,4.00346422679831e-13,1.26180769432006e-11
ENSGALG00000006246,4.03677091753707e-13,1.27191474522341e-11
PSTK,4.26103596851135e-13,1.34216471580955e-11
ELOF1,4.34763336443211e-13,1.36902156920879e-11
GKAP1,4.40758540776187e-13,1.3874741977271e-11
ENSGALG00000026776,4.50528503392889e-13,1.41779452036518e-11
SACM1L,4.51194637207664e-13,1.41945566697478e-11
GEMIN8,4.58744153775115e-13,1.44276424273598e-11
MTMR10,4.68070027181966e-13,1.47164352557276e-11
PARD6G,4.69180250206591e-13,1.4746824772936e-11
SLC19A1,4.69957406323829e-13,1.47667302501774e-11
RABIF,4.78284079008517e-13,1.50237675078842e-11
RDM1,4.81392703477468e-13,1.51167893213363e-11
SRA1,4.87387907810444e-13,1.5300371474961e-11
PYGO2,4.90274487674469e-13,1.53862834237583e-11
ENSGALG00000020342,4.91828799908944e-13,1.54303450846439e-11
POLA1,4.9382720135327e-13,1.54883081558752e-11
ENSGALG00000052896,4.95381513587745e-13,1.55323117385525e-11
STXBP3,5.01487740223183e-13,1.57189666942109e-11
CETN1,5.13034059679285e-13,1.60759735492996e-11
ISLR,5.42677014436777e-13,1.69996493519492e-11
KAT14,5.54223333892878e-13,1.73560476968585e-11
TCF3,5.56443779942128e-13,1.74202688463612e-11
TMEM175,5.58664225991379e-13,1.74844508366265e-11
SIRT3,5.73208147613968e-13,1.79341625674905e-11
KIF11,5.74318370638593e-13,1.79634235168783e-11
UBE2E2,5.78426195829707e-13,1.80863965265579e-11
NOTCH1,5.81090731088807e-13,1.81641791817872e-11
CEP131,5.96522831131097e-13,1.86408913094543e-11
LRRC59,5.96855898038484e-13,1.86456234117756e-11
SLC35C1,6.10844708148761e-13,1.90768247251802e-11
SRSF10,6.1828320241375e-13,1.93032580539345e-11
PTBP2,6.19504447740837e-13,1.93355056064581e-11
AARS2,6.19837514648225e-13,1.93400208264979e-11
VDAC1,6.31272811801864e-13,1.96908371568815e-11
ATP13A3,6.34603480875739e-13,1.97887153337398e-11
RHOT1,6.3726801613484e-13,1.98657684527698e-11
NRBP1,6.58251231300255e-13,2.05136557455464e-11
BCL2L1,6.61692922676593e-13,2.06146539244461e-11
HIST1H46,6.68798350034194e-13,2.08296977279072e-11
CLTCL1,6.77902178836121e-13,2.11068323380463e-11
KIAA1191,6.84563516983872e-13,2.13077737444777e-11
PELI1,6.85007606193722e-13,2.13151334491273e-11
ACAA1,6.95887791835048e-13,2.16471265192608e-11
AKR7L,6.97775170976911e-13,2.16992620814721e-11
BTBD10,6.98330282489223e-13,2.17099480406325e-11
NOL10,7.01438906958174e-13,2.17999880429462e-11
FDFT1,7.07656155896075e-13,2.19865570996419e-11
TMEM254,7.0832228971085e-13,2.20005948006934e-11
AKTIP,7.28750393363953e-13,2.26282480423235e-11
SLC35G2,7.30970839413203e-13,2.26903311838034e-11
RCOR3,7.32192084740291e-13,2.2721369614009e-11
RAB3GAP1,7.35300709209241e-13,2.28109406947188e-11
MTUS1,7.44293515708705e-13,2.30829451378657e-11
GPAT4,7.54285522930331e-13,2.33857643589425e-11
RAB6A,7.65831842386433e-13,2.37365758503693e-11
TRIM37,7.7715611723761e-13,2.40802954786285e-11
IKBKB,7.8204109854596e-13,2.42243454296657e-11
MCCC1,7.94697641026687e-13,2.46089661467073e-11
ACAP2,7.95585819446387e-13,2.46290403061222e-11
FOPNL,7.96029908656237e-13,2.46353587863987e-11
MTFMT,8.00248756149813e-13,2.47584586403332e-11
NEK7,8.17124146124115e-13,2.52729401823408e-11
IFT80,8.20676859802916e-13,2.53751771024865e-11
SLC7A5,8.28448420975292e-13,2.56077591597297e-11
USP47,8.41438030363406e-13,2.60014451449194e-11
BORA,8.44879721739744e-13,2.60999408446111e-11
PRKAB1,8.51541059887495e-13,2.62978083686497e-11
MYO18B,8.61533067109121e-13,2.65983856852676e-11
C7orf26,8.67861338349485e-13,2.67857045744817e-11
AARSD1,8.98392471526677e-13,2.77196843619852e-11
POLR3K,9.00945984483315e-13,2.77901194858109e-11
MKLN1,9.13824571568966e-13,2.8178898585429e-11
ANXA7,9.1926466438963e-13,2.83381379949964e-11
CRYZ,9.40580946462433e-13,2.89865495688184e-11
HIPK2,9.46354106190483e-13,2.9155712282628e-11
BAP1,9.51683176708684e-13,2.93110958890836e-11
NCLN,9.75886038645513e-13,3.00475099114286e-11
SMYD4,9.78994663114463e-13,3.01341859431441e-11
TBPL1,9.80215908441551e-13,3.01627324876168e-11
ARL4C,9.80548975348938e-13,3.01639395140027e-11
XPO6,9.82103287583413e-13,3.02027028747958e-11
RNF20,9.86100090472064e-13,3.03165346362737e-11
SRM,1.02329256179701e-12,3.14505560475645e-11
SEPT11,1.04027897407377e-12,3.19630579931981e-11
ENSGALG00000006092,1.07314157560268e-12,3.29629106132961e-11
TP53INP1,1.08013598065781e-12,3.31579095215078e-11
ENSGALG00000009332,1.08013598065781e-12,3.31579095215078e-11
MVB12B,1.10444986489711e-12,3.38941589674604e-11
ULK3,1.11399778290888e-12,3.417695507857e-11
UBTD2,1.11455289442119e-12,3.41837693433296e-11
ENSGALG00000004908,1.11510800593351e-12,3.41905795374413e-11
USP36,1.17306164781894e-12,3.59567695225047e-11
TFIP11,1.18960397088586e-12,3.64529412680282e-11
CD63,1.19693144284838e-12,3.666653118404e-11
COMT,1.20570220474292e-12,3.69241938918667e-11
DEPDC7,1.26609833728253e-12,3.8750682671932e-11
BLM,1.26609833728253e-12,3.8750682671932e-11
RB1,1.29063426612674e-12,3.94898645924247e-11
CENPM,1.29629640355233e-12,3.96512918831113e-11
ENSGALG00000047566,1.3052892100518e-12,3.99144716137123e-11
ETF1,1.31383792734141e-12,4.01639188253008e-11
ENTPD6,1.31672450720544e-12,4.02401779611048e-11
SBNO1,1.31872290864976e-12,4.02892563239809e-11
ENSGALG00000001805,1.32005517627931e-12,4.0317960002001e-11
ENSGALG00000034725,1.32693855903199e-12,4.05161418432974e-11
ACO1,1.32882593817385e-12,4.05617054696833e-11
NMRK1,1.36135547279537e-12,4.15422994736529e-11
ACAT1,1.37090339080714e-12,4.1821225966154e-11
ALDH1L2,1.37290179225147e-12,4.18697471340858e-11
PTDSS1,1.39321887360211e-12,4.24767431556628e-11
AKR1B1L,1.40087941247202e-12,4.26976180328022e-11
CSTF1,1.40376599233605e-12,4.27728987505103e-11
YTHDC1,1.44129153056838e-12,4.39032743377905e-11
SDR16C5,1.44173561977823e-12,4.39037739417791e-11
WDCP,1.4468426456915e-12,4.40462270197642e-11
WDR37,1.45250478311709e-12,4.41923880743276e-11
PPIL2,1.4521717162097e-12,4.41923880743276e-11
RNF214,1.46771483855446e-12,4.46419221219727e-11
MSL3,1.47770684577608e-12,4.4932525043774e-11
GPN2,1.51878509768721e-12,4.61679131450199e-11
DEPDC1B,1.52633461425467e-12,4.63836676022047e-11
ISOC1,1.54010137976002e-12,4.6788173951207e-11
HNRNPUL1,1.54143364738957e-12,4.68147935204965e-11
ENSGALG00000051638,1.55342405605552e-12,4.71649993974049e-11
ITGB3BP,1.55675472512939e-12,4.72521492483739e-11
EXOC1,1.56452628630177e-12,4.74734445586852e-11
ENSGALG00000052202,1.56497037551162e-12,4.74734445586852e-11
SEMA3F,1.57829305180712e-12,4.78634444809714e-11
SORD,1.58206781009085e-12,4.7963748612772e-11
TMEM203,1.59772195473806e-12,4.84240360322131e-11
CNN1,1.60604862742275e-12,4.86620349851068e-11
FAM118B,1.66211489016632e-12,5.0345939436907e-11
CCDC137,1.71018754713259e-12,5.17867932344882e-11
NSF,1.71129777015722e-12,5.1789857801702e-11
YOD1,1.71085368094737e-12,5.1789857801702e-11
DDX54,1.73328018604479e-12,5.24396628095621e-11
ATF6,1.74371628247627e-12,5.27398587914999e-11
DYNC1I1,1.7759127501904e-12,5.36978409701434e-11
EXOSC10,1.78645986892434e-12,5.40008456357447e-11
MUTYH,1.80566672725035e-12,5.45653601802516e-11
WBP1L,1.8078871732996e-12,5.46163819097208e-11
ENSGALG00000015652,1.82331927334189e-12,5.50663810673137e-11
COX14,1.83542070431031e-12,5.54155549914685e-11
GUCY1A1,1.84419146620485e-12,5.56639926194685e-11
