,combinedPval,adjustedPval,cluster
MYH15,2.67021838903945e-135,3.12789592706758e-130,1
MYH7,1.4781439126002e-109,8.65749472556269e-105,2
SERPINE2,1.40756818863924e-88,5.49608828799246e-84,2
MYH1F,1.67939036824234e-85,4.91809800496445e-81,2
MYH1D,2.70154829301102e-81,6.32919160258294e-77,2
TUBAL3,7.25319043115274e-81,1.41606549867315e-76,2
CYTB,9.86598803903304e-80,1.65100373868082e-75,1
ND1,4.3844663013743e-79,5.70663031521929e-75,1
COX3,4.18636359496976e-79,5.70663031521929e-75,1
COII,3.07478213595792e-78,3.27436565391759e-74,1
ND5,2.86249918685682e-78,3.27436565391759e-74,1
ATP6,5.63540516242412e-78,5.50109837684565e-74,1
ND3,8.29181231185079e-78,6.93788248736162e-74,1
ND4,8.2694104798902e-78,6.93788248736162e-74,1
FABP3,2.45136297950635e-74,1.91435235181154e-70,1
COX1,9.70952181738144e-74,7.10858844706851e-70,1
MYL10,4.16400884674574e-72,2.86924896909333e-68,1
ACTA1,5.54345466361089e-70,3.60755953632144e-66,1
FBLN5,2.73538953518168e-68,1.68644076792769e-64,3
SFRP1,2.874051281332e-67,1.68333296893659e-63,2
NOV,1.1422808468269e-61,6.37175564262946e-58,3
LTBP2,2.53878454652605e-60,1.3517882819447e-56,3
ND2,1.07471367918938e-59,5.47356718038123e-56,1
MDK,4.03977916561655e-59,1.97175020874884e-55,3
FSTL1,1.12477180315912e-58,5.27023430955762e-55,3
NPY,1.67097451640607e-58,7.52838794810284e-55,3
CPE,1.27117309256282e-57,5.51501171582065e-54,3
WNT2B,2.18220162053534e-57,9.12940249827298e-54,3
MFAP2,3.21367118837356e-57,1.29810240167531e-53,3
IRX4,2.43848290747693e-56,9.52146933727613e-53,1
SDHAF4,5.34945015133604e-56,2.02140326667029e-52,4
ENSGALG00000016471,2.07286353274252e-55,7.58798117885944e-52,3
DCN,8.65369273784444e-55,3.07180075719698e-51,3
SESTD1,4.92929337126287e-54,1.69828768914695e-50,2
PLAC9,6.17049204685383e-54,2.06517692876798e-50,3
CSRP3,7.2903408787254e-54,2.37219751545225e-50,1
CKB,1.78990650614449e-53,5.66675106241746e-50,1
ELN,1.21713152397196e-52,3.75197059789137e-49,3
ENSGALG00000036956,1.40852742425019e-52,4.23064137371541e-49,1
PPIC,2.0836102679372e-52,6.10185677829651e-49,3
COX6A1,5.10368263856542e-52,1.45816045569955e-48,1
DES,5.33504217495037e-52,1.48796966947033e-48,1
ENSGALG00000028183,5.89088264161879e-52,1.60478710996568e-48,1
POPDC2,1.35355089954329e-51,3.60352407123719e-48,1
MYL9,2.38176398623072e-51,6.20000047132827e-48,1
CO6,2.47877229663261e-51,6.31225179003965e-48,3
S100A11,1.23164438898094e-50,3.06967916748366e-47,3
OSR1,3.32050385515944e-50,8.10341840624192e-47,3
ACTG1,7.67587112856404e-50,1.83500438660771e-46,3
MYL3,8.61860002452593e-50,2.01916697333784e-46,1
FBLN1,6.84886152042138e-49,1.54283880520999e-45,3
EFEMP1,6.72396034866489e-49,1.54283880520999e-45,3
MYOM2,1.30042911854885e-48,2.87419565129704e-45,1
RPL22L1,3.97147505870694e-48,8.61516484497799e-45,4
NPC2,7.8371503919003e-48,1.66917166375629e-44,3
OLFML3,2.24559641766139e-47,4.69730966941577e-44,3
IGFBP7,7.95604820908569e-47,1.63503879780558e-43,1
SLC25A6,1.09756802807935e-46,2.21671043759288e-43,1
CYP1B1,1.32826685397848e-46,2.63717430580821e-43,3
SEC61B,2.18437939159575e-46,4.26463957042388e-43,3
EEF1A2,4.32760404815414e-46,8.31042425479493e-43,1
ACTC1,3.07720884596684e-45,5.81394333762559e-42,1
CST3,4.57245039726908e-45,8.50186032047908e-42,3
ENSGALG00000048305,1.04412477760369e-44,1.91107591881731e-41,1
KCNJ5,1.24400927870984e-44,2.24189761584402e-41,2
ENSGALG00000050984,1.93641916827794e-44,3.43685294103046e-41,2
RPL11,2.27950317850375e-44,3.98539077801145e-41,4
ITGB1BP3,2.52938511291865e-44,4.3572407593188e-41,1
ENSGALG00000045362,1.09655438598849e-43,1.86160097486829e-40,1
ND6,1.33089658792164e-43,2.22716187548868e-40,1
ENSGALG00000054443,4.64912830651839e-43,7.67041206376971e-40,5
COX4I2,1.18561318330411e-42,1.92892808066689e-39,1
MYL2,1.46001161733466e-41,2.34282021936514e-38,1
FKBP1A,2.14939158969134e-41,3.40243108581989e-38,6
PPIB,2.24455285961269e-41,3.5056946535353e-38,3
CAV3,3.6854702408151e-41,5.68047729871319e-38,1
RPS12,4.50688031224923e-41,6.85631578258553e-38,4
RPS21,6.1811189583024e-41,9.28277900402667e-38,4
SLC25A4,1.03326230492984e-40,1.53210668225962e-37,1
RPS29,1.12515401608727e-40,1.64750787739365e-37,4
ALDH1A3,1.54753655624516e-40,2.23800684273086e-37,3
HSPB1,2.35592398501187e-40,3.36552587108359e-37,1
HOXA4,2.68349338314611e-40,3.78728465739135e-37,7
EEF1A1,3.5792994621765e-40,4.99142168235965e-37,4
LUM,3.88255829819447e-40,5.35062570928273e-37,3
LDHB,5.79750046713684e-40,7.89674025582402e-37,1
RPS11,7.39843303916694e-40,9.96152907773274e-37,4
ENSGALG00000011687,1.38269354838847e-39,1.84055490135001e-36,3
NDUFA5,1.57079090508207e-39,2.06744461256352e-36,1
ATP5MC1,1.80373834793966e-39,2.34766724831472e-36,1
COX7C,2.20522994359616e-39,2.83869021463031e-36,1
RPL12,5.13479894990687e-39,6.53794297827899e-36,4
SERPINF1,5.44052342944166e-39,6.85272412525298e-36,3
ATP5ME,1.09086957895504e-38,1.35941009065556e-35,1
GAPDH,1.19355239459452e-38,1.47171391205036e-35,1
ENSGALG00000005956,1.27985258267587e-38,1.56168783837083e-35,3
FGF13,1.48070688308341e-38,1.78814557810115e-35,2
PLN,2.25344542044682e-38,2.69355892135369e-35,1
RPL23,3.4492826812198e-38,4.08130550850313e-35,4
S100A10,4.05645645785787e-38,4.75173629428298e-35,3
ENSGALG00000006899,7.03386897292291e-38,8.15790065631453e-35,1
RPS16,1.028170355744e-37,1.18078388793383e-34,4
RPL26L1,1.48972974846389e-37,1.69424330328315e-34,4
COL1A1,2.84078896270427e-37,3.19971387653543e-34,3
RPS17,2.89221108047924e-37,3.22660794373131e-34,4
TPM4,5.02888803948608e-37,5.55739944906798e-34,1
MYOZ2,5.54782828111126e-37,6.07357983585816e-34,1
RPS6,7.26496566888831e-37,7.87980232852788e-34,4
TMSB15B,7.84214239391617e-37,8.42779062913622e-34,6
SLC25A3,8.3200531506315e-37,8.86010620284461e-34,1
KDELR2,8.92636938998738e-37,9.42014067040109e-34,3
H3F3B,1.17406554768546e-36,1.22794759697163e-33,3
FHL2,1.66483443480704e-36,1.72583041599877e-33,1
RPS24,1.72623091232016e-36,1.77377916865284e-33,4
RPL19,5.24259472691005e-36,5.34015617236748e-33,4
KRT14,5.86867583296515e-36,5.92635474110331e-33,3
RPS2,6.38238616255682e-36,6.39002750850842e-33,4
UQCRQ,6.50088048549569e-36,6.45350553246472e-33,1
RPL30,8.01695099185692e-36,7.8916493405608e-33,4
PRRX1,1.3451072918122e-35,1.31304978549019e-32,3
SSR2,1.60264264386609e-35,1.55151806373251e-32,3
FHL1,1.72674428077307e-35,1.65795869874991e-32,3
LRRC3B,2.94946368926444e-35,2.80894641626594e-32,2
ENSGALG00000007699,3.50782529516598e-35,3.31376557868581e-32,4
RPS10,3.97534272596115e-35,3.72537568380828e-32,4
ENSGALG00000015617,4.23353190681315e-35,3.9358433451256e-32,4
ID2,4.55101874503163e-35,4.19769050989493e-32,3
RPL10A,4.77233091652796e-35,4.36743140610806e-32,4
P4HB,5.87704434992195e-35,5.33672433104165e-32,3
RPL27A,6.4312822006807e-35,5.79508387890779e-32,4
WAS,7.63436246268552e-35,6.8266398552882e-32,1
NME2,8.35766648673206e-35,7.41680084447346e-32,4
S100A6,8.69866857831547e-35,7.66137385996443e-32,3
RPL7,1.02694513743909e-34,8.97734585077425e-32,4
UQCRH,1.23965054284967e-34,1.07565009161041e-31,1
CTHRC1,1.29638639686799e-34,1.11660885869247e-31,3
COX7B,1.59667419807899e-34,1.36521563139685e-31,1
FTH1,2.10121013309614e-34,1.7835936284404e-31,4
ATP5MC3,2.39397016800616e-34,2.01748096622817e-31,1
RPL39,2.59348920963678e-34,2.17001093271058e-31,4
RPLP1,2.80569677080627e-34,2.33091873072937e-31,4
ATP5A1Z,3.20273177813789e-34,2.64202995146466e-31,1
SDK1,3.58290718701293e-34,2.93497923419658e-31,2
NET1,3.65424130114252e-34,2.97262579337334e-31,3
TCF24,3.69792063124949e-34,2.98741182358426e-31,7
RPS20,4.01941533457019e-34,3.22489472140236e-31,4
ANXA2,4.10209908107715e-34,3.26884496538971e-31,3
CDON,4.92562948316315e-34,3.898571798439e-31,3
RPL36,7.07695878397385e-34,5.56372825606043e-31,4
RPL29,7.79112461324425e-34,6.08435301149259e-31,4
GALNT1,8.36894756146322e-34,6.49231243347221e-31,3
ECH1,9.94643443951478e-34,7.6653033866727e-31,1
RPL35A,1.05189953815129e-33,8.05356829203213e-31,4
LSP1,1.12747062414747e-33,8.57610375599913e-31,3
COX7A2,1.21176592199156e-33,9.15782939875314e-31,6
RPS15,1.31867257475309e-33,9.90188521906854e-31,4
TNNC2,1.3492456194798e-33,1.0066926005619e-30,1
ATP2A2,1.53276490790699e-33,1.13638102664397e-30,2
RPL9,1.90031548724571e-33,1.40001953499498e-30,4
AKR1D1,1.99961411433422e-33,1.46396846920983e-30,3
RPL35,2.17173298684104e-33,1.58010542468929e-30,4
RPL37A,2.43376983030662e-33,1.75039273641365e-30,4
RPL27,2.43566522043056e-33,1.75039273641365e-30,4
FAU,2.46323455005893e-33,1.75941152123559e-30,4
UQCR10,2.64886188463967e-33,1.88053266725371e-30,1
FKBP9,3.02376226341367e-33,2.13375753034268e-30,3
RPS13,3.05861861037112e-33,2.14543009142989e-30,4
RPL24,4.39874861082727e-33,3.06708190015227e-30,4
CSRP1,4.66489680329239e-33,3.23341052948819e-30,8
TRIM55,5.10807030226219e-33,3.51976328299021e-30,1
RPL38,5.66471629333066e-33,3.88049890881754e-30,4
RPS27A,8.23339509298088e-33,5.60732878258442e-30,4
ENSGALG00000003348,1.15463981488533e-32,7.81818491262437e-30,6
RPS14,1.16844478803606e-32,7.86619049610071e-30,4
SEC61G,1.23593221259719e-32,8.27298267819105e-30,3
RPL13,1.63673315370078e-32,1.08935824274189e-29,4
ENSGALG00000051854,2.50391340597028e-32,1.65711081283985e-29,3
RPL37,2.60404137551328e-32,1.71369445012674e-29,4
DAD1,2.74000550184878e-32,1.79309754528342e-29,3
NDUFB4,2.93196269084519e-32,1.90805744925268e-29,1
RPLP2,3.57863934343617e-32,2.31603367379503e-29,4
RPSAP58,3.73736630590283e-32,2.40546914208739e-29,4
COL1A2,3.82459919677662e-32,2.44816312337374e-29,3
PPDPF,4.2487532483645e-32,2.70488744910728e-29,1
ATP5PD,4.34484533682467e-32,2.75111094841769e-29,1
WFDC1,4.42172381369393e-32,2.78473696936323e-29,3
RPS15A,5.24407346686099e-32,3.28497956971524e-29,4
HSPE1,6.33630499923709e-32,3.94805993292308e-29,1
RPS19,8.79921284570238e-32,5.45365336924575e-29,4
HOXA5,9.49173672619992e-32,5.8519094145898e-29,7
RPL21,1.06086374272169e-31,6.5062650522787e-29,4
RPS8,1.08205721099359e-31,6.6016805751843e-29,4
NREP,1.14123138931625e-31,6.92662875438572e-29,3
ATP5MPL,1.17764106446611e-31,7.11077150404788e-29,1
EEF1B2,1.32669494043198e-31,7.96969999824932e-29,4
RPL34,1.39770819295673e-31,8.35345142692926e-29,4
CDH2,1.68531102538751e-31,1.00211911900283e-28,1
RPL8,1.97272805807261e-31,1.16709858748706e-28,4
ENSGALG00000041812,2.1772434142685e-31,1.281620428535e-28,1
RPL23A,3.12200078446138e-31,1.82855709070511e-28,4
CTNNA3,3.26920240432077e-31,1.90524690299475e-28,1
RBM24,7.14269675706e-31,4.14205971042291e-28,1
RPS7,7.23201643655294e-31,4.17319692515448e-28,4
TPT1,8.51936325762864e-31,4.89195531356484e-28,4
CLMP,1.0619493446063e-30,6.0681380482397e-28,3
RPS3,1.58155900344854e-30,8.99339545680287e-28,4
RPL18A,1.61677748894578e-30,9.14924843377585e-28,4
MGST3,1.84901601560832e-30,1.0413167399535e-27,1
HAPLN3,2.692793515648e-30,1.50925380295841e-27,2
MYL1,3.88352271271672e-30,2.16626741372494e-27,6
DECR1,4.43667369901346e-30,2.46309150259275e-27,1
RPS4X,4.46369933195565e-30,2.466406093498e-27,4
SLC25A5,5.52869028279185e-30,3.04052213992568e-27,1
VDAC2,6.48938270587199e-30,3.55218131784497e-27,1
RPL14,7.82950256422991e-30,4.26580719967175e-27,4
RPS3A,8.05753584793509e-30,4.36972400355963e-27,4
RPS26,1.19779203380491e-29,6.46587342471396e-27,4
BVES,1.3726710526838e-29,7.37590804501961e-27,1
UBA52,1.82769198402141e-29,9.77607229078975e-27,4
HOXA3,1.84990593191042e-29,9.84991485346129e-27,7
CSRP2,1.88897590397874e-29,1.00124337731173e-26,3
RPL15,2.81984492785738e-29,1.48791377146734e-26,4
UBC,3.04311663783823e-29,1.59852431831195e-26,3
C1H12ORF57,3.12328806308999e-29,1.62795642244308e-26,8
RPL5,3.12694168013284e-29,1.62795642244308e-26,4
RPL17,3.23228117359038e-29,1.67535252930092e-26,4
TPI1,3.36750809566079e-29,1.73775402616484e-26,1
TNNC1,3.59136257875211e-29,1.84514252519895e-26,1
SMYD1,3.88917861553088e-29,1.98942659294323e-26,1
EEF2,3.92938628672263e-29,2.00125486764695e-26,5
TOMM6,4.1369420565886e-29,2.09784293857988e-26,6
CDH11,4.56046997073472e-29,2.30264574172838e-26,3
TIMM13,5.00685253342152e-29,2.5171806896255e-26,1
GLRX5,5.71906003846355e-29,2.86295360683356e-26,1
RPL7A,6.42216986222185e-29,3.2012488689881e-26,4
SLN,6.77705293576904e-29,3.36383269253849e-26,1
CTSK,7.31678605773327e-29,3.61640884353446e-26,3
CYCS,7.56114428623439e-29,3.72148335326954e-26,1
MYH7B,8.78811461544682e-29,4.30728217246834e-26,1
ATP5F1B,9.19103892818772e-29,4.48599593748016e-26,1
SDC2,1.27245090738592e-28,6.18485475752381e-26,3
YBX1,1.32347708014955e-28,6.40628965118052e-26,2
ATP1A1,1.54261424805928e-28,7.43629443177188e-26,1
ACAA2,1.60743727508303e-28,7.71702168813789e-26,1
ENSGALG00000030086,1.97359344746456e-28,9.43619967771712e-26,1
FKBP1B,2.47180879330659e-28,1.1770238902966e-25,2
NDUFS7,3.09319783094193e-28,1.46695318985388e-25,1
GNB2L1,3.12139324491061e-28,1.47435585044405e-25,4
RPN1,3.79664447400403e-28,1.78610133793924e-25,3
RPL31,4.2372995819942e-28,1.98543042901484e-25,4
RPN2,4.47428405523346e-28,2.08811947068213e-25,3
BMP10,4.62396794159968e-28,2.14941257697039e-25,2
UCH-L1,5.73819449197588e-28,2.65680851933884e-25,3
RPL22,6.57892265827769e-28,3.03407684687454e-25,4
PABPC1,7.08857754224469e-28,3.25630012711092e-25,8
ATP5MF,7.31703600070202e-28,3.34811786819039e-25,1
CRHBP,1.09033373294131e-27,4.96971904580969e-25,3
SERP1,1.27972904015623e-27,5.81037056988778e-25,3
ACTB,1.49433152124211e-27,6.75853715306454e-25,3
TESC,1.5050137368969e-27,6.78067030187452e-25,3
RPL32,1.63097901970675e-27,7.32003873611696e-25,4
RPL36AL,2.08663651792745e-27,9.3293422249777e-25,4
COX6C,2.81170165190935e-27,1.25233062083229e-24,1
MMP2,3.57108059399368e-27,1.58453281231442e-24,3
ATP5PF,3.78656240394621e-27,1.67380459873612e-24,1
PRDX3,6.12234748850765e-27,2.69613634476202e-24,1
NDUFC2,6.93844988608496e-27,3.04408452033463e-24,1
USMG5,7.67385772622186e-27,3.35416529600227e-24,1
EEF1D,7.80230176259856e-27,3.39762915940839e-24,4
PURH,8.38614605489772e-27,3.63834744567319e-24,3
COL12A1,8.80361280201139e-27,3.80537231740418e-24,3
SPARC,8.93180784853508e-27,3.84659072013882e-24,3
RPL4,9.49883599802129e-27,4.07580365579918e-24,4
RPS27,1.16866409241772e-26,4.99625561915028e-24,4
UQCRFS1,1.34276566073764e-26,5.71969728763825e-24,1
COL3A1,1.43762677476635e-26,6.1015838329561e-24,3
PDIA3,1.56829868284803e-26,6.63215275845063e-24,3
MDH1,1.5781267813953e-26,6.64970847655053e-24,1
ATOX1,1.64559486305193e-26,6.90914380125224e-24,4
ITM2B,1.66412799617438e-26,6.96200302609683e-24,5
SMPX,1.75645575470914e-26,7.32211265650768e-24,1
NDUFA13,1.95795679776419e-26,8.13316360726314e-24,1
ENSGALG00000051266,2.03990252183853e-26,8.44361633591497e-24,1
KDELR3,2.25681755199044e-26,9.30858401576265e-24,3
TUBA1B,2.72380896496916e-26,1.11953402455489e-23,6
PGAM1,2.86216019305381e-26,1.17228556212761e-23,1
ENSGALG00000021692,4.56585668574118e-26,1.86357077457046e-23,1
HAPLN1,4.58757649049566e-26,1.86593427758271e-23,7
SFRP2,4.60616468905305e-26,1.86701209338749e-23,3
OXCT1,5.00586821257659e-26,2.02202688710803e-23,1
TMED3,5.86742244599677e-26,2.36189116192318e-23,3
SSR1,5.99011147008325e-26,2.40302099341879e-23,3
RPS27L,6.17393626645823e-26,2.46831188131371e-23,3
ENY2,8.21459697959039e-26,3.27298822489541e-23,4
PFDN1,9.2558873525951e-26,3.67537415100091e-23,1
TNNI1,9.88236851126603e-26,3.91088319893906e-23,1
SH3BGRL,9.92548939792365e-26,3.91472259579197e-23,2
TPM1,1.07200961793065e-25,4.21393594629656e-23,3
UQCR11,1.0905330812617e-25,4.27241241322015e-23,1
HSP90B1,1.10151374317397e-25,4.30104689192635e-23,3
NPPA,1.15364955759839e-25,4.48965449075424e-23,1
TXN,1.3093300200018e-25,5.07864310652334e-23,3
SNRPF,1.42642198851051e-25,5.51456053609892e-23,6
RPL3,1.56519571654036e-25,6.03115623983729e-23,4
RPLP0,1.8042854126334e-25,6.92964378851473e-23,4
SNRPG,2.12109924961642e-25,8.11979520923938e-23,6
ATP5PB,2.13083226199291e-25,8.13048401433882e-23,1
ATP5F1C,2.33125621534378e-25,8.83765491728972e-23,1
FABP5,2.32847908394491e-25,8.83765491728972e-23,1
MAP1B,2.43722118985466e-25,9.2095574973062e-23,7
TOMM7,2.46333610322711e-25,9.27830821314363e-23,6
MINOS1,2.9469611639564e-25,1.10643353586135e-22,1
HADHB,3.02937299379154e-25,1.13374118669616e-22,1
GATA5,3.06725492960654e-25,1.14426268912491e-22,3
ARF4,3.2038218181823e-25,1.19141568407861e-22,3
PRRX2,3.2656647394969e-25,1.21057033280203e-22,3
RBP5,3.31486580048702e-25,1.22493262249394e-22,3
FGL1,3.57213718076415e-25,1.31585041229132e-22,7
ACTG2,3.70223640963337e-25,1.35949926344832e-22,1
NAP1L1,4.59454888744433e-25,1.68189318460106e-22,3
ROMO1,4.62242604340159e-25,1.68682663962615e-22,8
SH3BGRL3,9.1716950781997e-25,3.33656237540958e-22,6
ENSGALG00000043598,1.08020993026251e-24,3.91751939421036e-22,1
NEXN,1.14631286019755e-24,4.14441910060135e-22,1
ENSGALG00000038672,1.17250377960993e-24,4.22606723770063e-22,1
RPL6,1.34090030825096e-24,4.8091940170029e-22,4
ATP5F1D,1.34250075521294e-24,4.8091940170029e-22,1
PEBP1,1.52238392183131e-24,5.43695648420841e-22,7
NDUFS5,1.5819774780421e-24,5.63261296525947e-22,1
LRRC59,1.70976460879755e-24,6.06915033736355e-22,3
ZCCHC13,1.72332065561099e-24,6.09878904912275e-22,1
MDH2,1.85246913494567e-24,6.53609580065878e-22,1
NDUFB1,1.9349447649897e-24,6.80659406578175e-22,1
HSPA5,2.3975586361848e-24,8.40868885482645e-22,3
ENSGALG00000028135,2.69921991738913e-24,9.43841295597454e-22,3
HOXB5,2.93083955841961e-24,1.02178207453738e-21,7
PITX2,3.20040686335108e-24,1.11245077865423e-21,2
UQCRC1,3.25500770039205e-24,1.12808242237906e-21,1
TUBA1A,3.45995804822297e-24,1.19557450936456e-21,3
MYH10,3.54241201638069e-24,1.22046595002405e-21,3
ID1,3.65009254306501e-24,1.25387720937632e-21,3
METRNL,3.69299921520717e-24,1.26490707414135e-21,3
TMSB4X,3.77587519079522e-24,1.28603086173024e-21,3
UQCRB,3.77662897858881e-24,1.28603086173024e-21,1
LBH,4.24881131151391e-24,1.44262635408012e-21,1
ACO2,4.68730346487384e-24,1.58691068667194e-21,1
ENO1,4.72614234107641e-24,1.59544866458298e-21,1
SNRPE,4.79079965827775e-24,1.61262830415843e-21,6
H3F3C,4.89924786870335e-24,1.64440768415556e-21,3
FKBP11,7.09398845488248e-24,2.37425819184704e-21,3
NDUFA4,7.12291394527037e-24,2.37714729735616e-21,1
FMOD,7.51334880066618e-24,2.50032463388864e-21,3
HADH,8.12236547716422e-24,2.6953386194058e-21,1
GNG5,8.79007275026233e-24,2.90867179459511e-21,4
LHFPL6,8.95240379917107e-24,2.9540430624219e-21,3
TXNDC5,9.20232735359224e-24,3.01949958553923e-21,3
MRPL33,9.18496669401431e-24,3.01949958553923e-21,6
ENSGALG00000035206,1.10082269581408e-23,3.60196808423314e-21,3
ATP1B1,1.23004736538065e-23,4.01358900839075e-21,1
NDUFB10,1.34039329003699e-23,4.36149376997378e-21,1
ACTN2,1.39638815099102e-23,4.53110853595101e-21,1
ENSGALG00000029862,1.82048564474498e-23,5.89093458610637e-21,1
PMP22,2.68252750316204e-23,8.65651469162437e-21,3
NPM1,2.74450168846186e-23,8.83217429286338e-21,4
LAPTM4A,3.39812152462292e-23,1.09056499567861e-20,3
chPKCI,4.29501635571113e-23,1.37464085977964e-20,6
S100A1,4.56541809366475e-23,1.45720282177464e-20,1
NDUFB2,4.88107683340589e-23,1.55372207951711e-20,1
ACTN1,6.75022993982e-23,2.14287931592937e-20,3
ENSGALG00000040371,7.01672742373533e-23,2.2214594699024e-20,3
TPM3,7.14702296289035e-23,2.25661141131435e-20,3
MFAP5,7.98184817701123e-23,2.51342560491118e-20,3
MYL12A,8.30204885268991e-23,2.60724573038052e-20,3
DAP,9.14051146086621e-23,2.86194530140573e-20,3
RHOA,9.1619324344853e-23,2.86194530140573e-20,3
AQP1,1.01615639074065e-22,3.16202685387858e-20,3
BDH1A,1.01765692439026e-22,3.16202685387858e-20,1
POLR2L,1.13168746161765e-22,3.5070359395833e-20,6
HDGF,1.1922544300833e-22,3.68498094932881e-20,6
IGFBP4,1.45737653625128e-22,4.49255795809748e-20,3
NDUFA2,1.52581866497908e-22,4.69119471824889e-20,1
GHITM,1.5424176018896e-22,4.7298146477547e-20,1
RRBP1,1.5492114140319e-22,4.73824405311865e-20,3
GPX7,1.69399178401643e-22,5.16756070817835e-20,3
RARRES2,1.78772643899962e-22,5.4393354823933e-20,3
HMGN4,1.87470469961516e-22,5.68919835184186e-20,6
LRRC17,2.16634055365483e-22,6.55724298000547e-20,3
FN1,2.3714768501065e-22,7.15966456888605e-20,3
PRDX4,2.3802227010623e-22,7.16759575690421e-20,3
CHGB,2.46043867568292e-22,7.39015334712062e-20,1
OGN,2.59394643918517e-22,7.77122993567371e-20,3
COTL1,2.74081303004226e-22,8.19028200311251e-20,3
TMEM158,2.89090258856136e-22,8.61680807239998e-20,8
ZNF706,3.31887900090594e-22,9.86735400873593e-20,4
OLFM1,3.53437597191846e-22,1.04814450664816e-19,2
COLEC11,3.72933353564024e-22,1.10316773868121e-19,8
TNC,3.81083896698452e-22,1.12443822965794e-19,3
SORBS2,3.92983096731818e-22,1.15663494843929e-19,1
ENSGALG00000051598,3.94024399319827e-22,1.15679321341294e-19,3
PSMB4,4.09794194162114e-22,1.20008310567128e-19,6
SSR3,4.22659742604249e-22,1.23467320663688e-19,3
OSTC,4.67946804158725e-22,1.36356531215591e-19,3
ETFA,5.87921496091577e-22,1.70891241748734e-19,1
DSTN,5.93249224022446e-22,1.71588298505651e-19,3
NDFIP1,5.92554518126541e-22,1.71588298505651e-19,1
FKBP3,6.16204741856589e-22,1.77788847449525e-19,1
SERPINH1,6.8141257810861e-22,1.96119712890335e-19,3
SEM1,7.17458334427176e-22,2.05988053638843e-19,6
URM1,7.95495712429172e-22,2.27834793396174e-19,4
BTF3,9.88193293905878e-22,2.82334244859329e-19,6
ADD3,1.0533815859491e-21,2.99498063262194e-19,7
COX5A,1.05103490742144e-21,2.99498063262194e-19,1
COL14A1,1.13276583607656e-21,3.21288812071242e-19,7
ENSGALG00000054974,1.1816454031351e-21,3.34343081463909e-19,1
SAP18,1.37513094574368e-21,3.88151680598764e-19,3
EIF3H,1.55945229673982e-21,4.39121069813952e-19,4
SNCAIP,1.5759283061111e-21,4.42696321534553e-19,9
ENSGALG00000011799,1.85215960135306e-21,5.19048138259376e-19,7
HADHA,1.98806123816436e-21,5.55803461211928e-19,1
RASGEF1B,2.01506931913908e-21,5.62012807103453e-19,1
COPB2,2.19170213966211e-21,6.09824611666297e-19,3
PPIA,2.25186489820313e-21,6.25079696190452e-19,3
FAM3C,2.40019958316067e-21,6.64679830941518e-19,3
ARPC4,2.40828053857652e-21,6.65344745856284e-19,3
ENSGALG00000036310,2.61940804637817e-21,7.21970976846415e-19,1
SMIM4,2.67326763576662e-21,7.35086342039645e-19,1
TOMM20,2.82835318561981e-21,7.75909871782514e-19,1
MLF1,2.92515607192426e-21,8.00591151841609e-19,1
DERA,3.08164790921922e-21,8.41455662359683e-19,1
MRPL57,3.59663472808933e-21,9.79790873801315e-19,8
NDUFA12,3.60873362202725e-21,9.80805895881113e-19,1
AKR1B10L2,3.88284094407326e-21,1.05286179270733e-18,6
MAB21L1,4.16980871710097e-21,1.12806402313336e-18,7
TLX1,5.43083754560536e-21,1.46582658629485e-18,7
TIMM10,6.21025678956426e-21,1.67234475900311e-18,6
COPZ1,6.40303145378201e-21,1.72030185673855e-18,3
CAPZA2,7.65282111806201e-21,2.05137773315673e-18,3
ENSGALG00000000629,7.67227906523984e-21,2.05189811611109e-18,1
PDLIM1,8.30416471580646e-21,2.21583259636514e-18,3
EIF4A2,8.74960590579626e-21,2.3293852862138e-18,3
MFGE8,9.19875907206709e-21,2.44340898698004e-18,2
CIRBP,9.24716918439559e-21,2.45071069600617e-18,3
CTGF,9.45570552540587e-21,2.50032074733424e-18,3
NDUFS8,9.77669782514196e-21,2.5793764738256e-18,1
DUSP26,9.83387161823632e-21,2.58863033036236e-18,1
YWHAH,1.01692582376461e-20,2.67091415260691e-18,6
EIF4G2,1.08615675781368e-20,2.8463643910827e-18,3
NDUFB5,1.14099109741309e-20,2.98338810596329e-18,1
HSP90AA1,1.5363365809719e-20,4.00816454953869e-18,6
VEGFD,1.56816005657973e-20,4.0820976159351e-18,2
CLEC19A,1.62087786952118e-20,4.20997253842976e-18,1
NDUFV3,1.68020880395804e-20,4.35442017307233e-18,1
RBPMS2,1.69463206718888e-20,4.3821045036506e-18,1
PDIA4,1.92313020293283e-20,4.96201814227558e-18,3
ENSGALG00000015271,2.29712214245549e-20,5.90395508449295e-18,3
AIF1L,2.29827702386243e-20,5.90395508449295e-18,8
STMN1,2.61424321306468e-20,6.70093339558e-18,1
PKM,2.77214578410569e-20,7.09016104376388e-18,9
BSG,3.45786971187107e-20,8.82473051829207e-18,1
CFL2,3.88827519063185e-20,9.9015839678276e-18,1
HSBP1,3.92345832102733e-20,9.9695057958716e-18,6
GM2A,3.97607850466709e-20,1.00813452305559e-17,3
MICOS13,4.0248219378033e-20,1.01828932884216e-17,1
SERBP1,4.62606402441435e-20,1.16788255323874e-17,3
NEK6,5.09617070379056e-20,1.28379750151566e-17,3
