,combinedPval,adjustedPval,cluster
RPS13,9.33248721514483e-50,2.35610520137559e-46,5
UQCRH,9.95875653802273e-50,2.43139233119393e-46,3
RPS10,1.01004882332275e-49,2.43139233119393e-46,5
RPL15,1.05434936025865e-49,2.48035014516002e-46,5
RPS3,1.2053277674844e-49,2.75736327025713e-46,5
CTNNB1,1.22537971522787e-49,2.75736327025713e-46,10
RPS27A,1.29079103499483e-49,2.84275356986869e-46,5
STMN1,1.33664449562761e-49,2.88241034636627e-46,3
ENSGALG00000007699,2.08437439806553e-49,4.40312263231622e-46,5
RPL19,2.78782457172871e-49,5.77133878085258e-46,5
ATP5PD,4.15651457195485e-49,8.43607170305746e-46,3
RPL30,4.50373066138004e-49,8.48319982932671e-46,5
H3F3C,4.30552958113706e-49,8.48319982932671e-46,4
chPKCI,4.59442026731252e-49,8.48319982932671e-46,3
PRDX1,4.67146846947885e-49,8.48319982932671e-46,3
RPL22L1,4.6259479505565e-49,8.48319982932671e-46,5
PDIA3,4.56277485146574e-49,8.48319982932671e-46,4
COX7B,4.95058308058932e-49,8.83505974718536e-46,3
RPL32,5.34791167915988e-49,9.38238706895283e-46,5
ATP5F1C,5.83767493696052e-49,9.9290679957176e-46,3
RPS15,5.85136498763288e-49,9.9290679957176e-46,5
RPL18A,7.83575453229778e-49,1.30818831065579e-45,5
YBX1,8.12615632631118e-49,1.33513676318469e-45,4
RPL38,8.7530423376692e-49,1.41566399361297e-45,5
TPT1,9.46040827174261e-49,1.50652954651166e-45,5
DBI,9.90401343337991e-49,1.55327522881817e-45,5
GNB2L1,1.25963106430722e-48,1.94603071586135e-45,5
UBB,1.37675478442702e-48,2.09569854945042e-45,3
SLC25A3,1.46467766880448e-48,2.13532921760282e-45,3
RPS15A,1.45341717482146e-48,2.13532921760282e-45,5
HSPA8,1.45580632024419e-48,2.13532921760282e-45,2
RPS2,1.6958616526722e-48,2.43803005194882e-45,4
COX6A1,1.9912357432684e-48,2.82345552005397e-45,3
ARPC4,2.89551589737061e-48,4.05018970185477e-45,1
RPL21,3.24116119444036e-48,4.47322247513078e-45,5
RPS4X,3.60008624456035e-48,4.80185522393498e-45,5
SLC25A5,3.64386502079319e-48,4.80185522393498e-45,3
RPS17,3.66484002699349e-48,4.80185522393498e-45,5
MDH2,3.62213879169771e-48,4.80185522393498e-45,3
ATP5A1Z,3.96617281235059e-48,5.13171793421171e-45,3
RPS3A,4.06597606230767e-48,5.19590174235976e-45,5
RPS21,4.36032594196213e-48,5.50409895814172e-45,5
COX4I2,4.6114078548678e-48,5.7509100350444e-45,3
EEF2,5.45522079769045e-48,6.72224254538109e-45,4
RPL17,7.24410905360253e-48,8.82159641348986e-45,5
ATP5PF,7.41431543661603e-48,8.92388034983171e-45,3
RPL36,8.12628194398649e-48,9.66838118915716e-45,5
RPL23A,1.14081248975306e-47,1.34187705290836e-44,5
PPIA,1.17735835643097e-47,1.36930374224167e-44,5
RPL31,1.22261216888045e-47,1.40613602762326e-44,5
RPL13,1.26610839525815e-47,1.44015961177624e-44,5
TPI1,1.32894267383079e-47,1.49520090448735e-44,3
FTH1,1.36313124730519e-47,1.51717562213405e-44,4
ENSGALG00000015617,1.78062221103525e-47,1.94259063040936e-44,5
RPS29,1.78288677653815e-47,1.94259063040936e-44,5
VDAC2,1.87194174260283e-47,2.01837671285205e-44,3
GNG5,2.29743692380963e-47,2.45161908483765e-44,5
EIF3E,2.3434359046834e-47,2.47518768194195e-44,7
GAPDH,2.39630184398536e-47,2.50545991283962e-44,3
RPL5,2.5192030959097e-47,2.60762005466718e-44,5
RBX1,2.5536866752296e-47,2.6171424859864e-44,5
TMSB15B,3.3174591109119e-47,3.33387632579105e-44,3
ATP5MPL,3.29288324325381e-47,3.33387632579105e-44,3
TPM3,3.55152734613999e-47,3.53478460476795e-44,4
SEC61B,3.90072495704856e-47,3.80908439247126e-44,4
MYL12A,3.86452274321264e-47,3.80908439247126e-44,7
COX7C,3.9819348011267e-47,3.85204629693174e-44,3
ENSGALG00000030086,4.20666359245564e-47,4.03176451753807e-44,3
YWHAQ,4.53668649244553e-47,4.30817564820377e-44,4
TXNDC17,4.59219815023806e-47,4.32124674339533e-44,3
CYCS,5.45251856772247e-47,5.08458258330074e-44,3
RPL29,6.43182114810674e-47,5.94425001794469e-44,5
YWHAZ,6.76892006920399e-47,6.20043377636203e-44,3
RPLP2,7.98536732880154e-47,7.25055378232678e-44,5
RPS20,8.79153673259354e-47,7.91312608632892e-44,5
ENSGALG00000048305,9.23482034983594e-47,8.24046260987213e-44,1
MYL2,9.32893307879769e-47,8.25329269152253e-44,3
RPL36AL,1.15233772188389e-46,1.01083181524872e-43,5
SEC61G,1.21196426551821e-46,1.05420236132187e-43,4
TUBA1B,1.35793942875294e-46,1.17133274314299e-43,2
PPDPF,1.38311718395803e-46,1.1831906739879e-43,3
EEF1B2,1.40734633173804e-46,1.19404937573409e-43,5
NUTF2,1.63879215728118e-46,1.36799126039043e-43,2
RPLP0,1.63473204608009e-46,1.36799126039043e-43,5
RPL35A,1.6832204477709e-46,1.39383740934895e-43,5
RAN,1.88761568919515e-46,1.55068706545096e-43,2
ACTB,2.10939556521508e-46,1.71923577144242e-43,4
UQCR11,2.28092391944561e-46,1.84451402173245e-43,3
RPLP1,2.53880011802615e-46,2.03713556376954e-43,5
UQCR10,2.63553188309475e-46,2.09848588908963e-43,3
ENO1,2.82988073605094e-46,2.23603176190039e-43,3
MDH1,3.0393383903497e-46,2.38334139259905e-43,3
SUMO2,3.30115953981464e-46,2.56918870320695e-43,4
COX6C,3.51401740563155e-46,2.71443996627353e-43,3
PPIB,3.96858019494772e-46,3.04286386839968e-43,4
GPI,4.28971687412122e-46,3.26490727772931e-43,3
DSTN,4.60938645929093e-46,3.48260072131247e-43,4
ATP5F1B,5.68217311172106e-46,4.26203003003816e-43,3
NDUFA4,6.03352430958969e-46,4.49301012973529e-43,3
TOMM6,6.77221176487459e-46,5.00706956588563e-43,3
RPSAP58,7.30406827059795e-46,5.36200040333927e-43,5
ENSGALG00000041812,7.71863859593832e-46,5.62643742888393e-43,3
ATP5MF,7.92686846680486e-46,5.73781769508488e-43,3
CHURC1,1.11579562738609e-45,8.02053418424163e-43,5
IFT20,1.12974303841717e-45,8.06478516239283e-43,4
EIF5,1.31929731245434e-45,9.35343113449596e-43,4
KPNA2,1.35133065689177e-45,9.51536442561224e-43,2
SSR3,1.43410699161135e-45,1.00300008265483e-42,3
H2AFZ,1.51234288543559e-45,1.05061870903683e-42,4
TOMM7,1.58114947788466e-45,1.06970156026772e-42,3
BZW1,1.56510228758996e-45,1.06970156026772e-42,8
HNRNPH2,1.57975665546878e-45,1.06970156026772e-42,2
FKBP1A,1.57848245946519e-45,1.06970156026772e-42,3
ATP5MC1,1.87535146572648e-45,1.26050067478843e-42,3
ATP5MC3,2.16006251252033e-45,1.44249977077127e-42,3
NDUFA10,2.41598746638526e-45,1.60306528603301e-42,9
NAP1L1,2.43747644842977e-45,1.60309085233956e-42,4
RPS16,2.44700068976535e-45,1.60309085233956e-42,3
RHOA,2.64423886843824e-45,1.7214114666102e-42,4
RPS12,2.66296769945111e-45,1.72276899520683e-42,5
HMGB3,2.87648340313935e-45,1.84934155155695e-42,2
ENSGALG00000013239,3.08029534395488e-45,1.96815127528741e-42,4
ENSGALG00000006899,3.14388667169979e-45,1.99645906187191e-42,3
NDUFB1,3.23958400822928e-45,2.04468555812636e-42,3
ATP5ME,3.53915002574574e-45,2.21557220601335e-42,3
USMG5,3.55314446290338e-45,2.21557220601335e-42,3
EIF3H,4.0871409900557e-45,2.53328632851856e-42,4
NDUFC2,4.27767500954057e-45,2.62000556063834e-42,3
ITGB1BP3,4.25763170116263e-45,2.62000556063834e-42,2
PDIA6,4.34919141441107e-45,2.64813872203301e-42,4
ITM2A,4.8211396709907e-45,2.91833224758061e-42,1
VIM,4.99399066972297e-45,3.00538705061651e-42,4
OTUB1,5.27005147422525e-45,3.1531881451224e-42,4
FAU,5.57203481491144e-45,3.31471126409075e-42,5
ATP5PB,5.97045701363196e-45,3.53143045673069e-42,3
STMP1,6.50171593683141e-45,3.8238113180419e-42,3
MGST3,6.74870587667406e-45,3.94664774764441e-42,3
RAB1A,9.90750466971569e-45,5.76136532535577e-42,4
NDUFA6,1.19947404025273e-44,6.93615761370605e-42,3
RPL14,1.35405775657651e-44,7.78656324330736e-42,5
UBA52,1.54146091553093e-44,8.81525893756644e-42,5
SUMO1,1.57995447007897e-44,8.98574965925066e-42,4
RPS19,1.60229926941256e-44,9.06303539379903e-42,5
CDC42,1.71586659784471e-44,9.65265597831091e-42,7
ALDOC,1.73647075294724e-44,9.71576217909291e-42,3
NDUFS4,1.94295971904022e-44,1.08126459808762e-41,3
RPS26,2.25707864067377e-44,1.24935602496276e-41,5
RPL22,2.41118345408755e-44,1.32755809923625e-41,5
NDUFA8,2.46493280225522e-44,1.34997091323278e-41,3
PKM,2.74831159732824e-44,1.49724716921781e-41,3
PGK1,3.98671761185269e-44,2.16054461344341e-41,3
ATP6V0C,7.82219833803338e-44,4.21704976428489e-41,1
PSMC3,8.43500535533041e-44,4.52386029598202e-41,10
MYL3,8.69835389018674e-44,4.64105242299585e-41,3
TXN,8.77051740119996e-44,4.65555792222644e-41,3
H2AFV,8.96301501992283e-44,4.73346514961988e-41,4
ENSGALG00000003348,9.08215573890396e-44,4.77203752137817e-41,1
SAP18,9.47556383342624e-44,4.95360077358172e-41,3
SOD1,9.78734635080724e-44,5.09088177911773e-41,3
RBBP4,1.04986662407766e-43,5.43356998114928e-41,2
NDUFB10,1.16503288710273e-43,5.99961329295378e-41,3
PSMB7,1.21388489548479e-43,6.22024182505625e-41,3
CCT8,1.25809742847125e-43,6.41503998757286e-41,2
DAD1,1.57893724933023e-43,8.0115368413791e-41,7
PHB,1.8039357304006e-43,9.1085307900487e-41,3
PSMB1,2.00690458383287e-43,1.00841810802647e-40,3
HMGB1,2.04102174738712e-43,1.0206067066584e-40,4
ARL6IP1,2.2237046767695e-43,1.10661080303075e-40,3
SERBP1,2.2462574661449e-43,1.1124855499015e-40,2
POLR2L,2.59687821187595e-43,1.28001016629327e-40,3
ARPP19,2.71520129250662e-43,1.3319892122815e-40,2
ZCCHC13,2.9109512849725e-43,1.42128184234022e-40,3
UQCRC2,3.02864281445629e-43,1.47180266555851e-40,3
JPT1,3.13532742301852e-43,1.51652739091681e-40,3
NDUFA12,3.24511378644217e-43,1.56232938290073e-40,3
SNRPG,3.37818858090249e-43,1.61886737014835e-40,3
EDF1,4.06155293830504e-43,1.93737421570017e-40,3
ACTG1,5.01902522045807e-43,2.38310959645374e-40,4
ENSGALG00000051266,5.14138595789772e-43,2.43006126767074e-40,3
NPM1,5.27401698656789e-43,2.48141826443581e-40,2
CALM1,5.81099154254369e-43,2.72169277723087e-40,4
SLIRP,5.90013510807578e-43,2.75099697846369e-40,3
TMEM258,6.03345137596685e-43,2.80054196723934e-40,3
EIF1,7.01353957347155e-43,3.24093532573865e-40,4
CALM2,7.07570426838029e-43,3.25512961373119e-40,4
HSPE1,7.76324767699727e-43,3.55562649718056e-40,3
GATD3A,8.10787816086887e-43,3.6971109825155e-40,1
PGAM1,8.26037636435849e-43,3.7501282424431e-40,3
MINOS1,9.18837811219175e-43,4.15321589414933e-40,3
ATP1A1,9.37974826064489e-43,4.2212830874797e-40,1
BTF3,1.04518381521927e-42,4.68340620745626e-40,7
PSMB4,1.05343861283481e-42,4.70004893003416e-40,3
POMP,1.08756479706133e-42,4.81083448414031e-40,3
PABPC1,1.08459381996169e-42,4.81083448414031e-40,4
NDUFB5,1.11851287847613e-42,4.92667890003568e-40,3
P4HB,1.17877644731554e-42,5.17011945970325e-40,4
PFN1,1.24449042418234e-42,5.43531031866931e-40,7
RPN1,1.35302808692153e-42,5.88451922531564e-40,2
HSPA9,1.40434926090604e-42,6.08216727526523e-40,3
SNRPF,1.52178507892679e-42,6.5633144352041e-40,2
PCNA,1.61532047565521e-42,6.93781614566053e-40,2
BSG,1.83405269503108e-42,7.84472230383694e-40,3
ARF1,1.97370402490452e-42,8.40730657268345e-40,4
EIF4A2,2.02485294334411e-42,8.58009732612573e-40,3
SNRPE,2.03084682087076e-42,8.58009732612573e-40,2
SDHB,2.19398985738513e-42,9.23167782175237e-40,3
HSP90AA1,2.27753160458163e-42,9.54439907782202e-40,2
ZNF593,2.30885834564402e-42,9.63666449185541e-40,5
HSBP1,2.35615015290845e-42,9.79455586730723e-40,3
UBE2I,2.41466590243206e-42,9.99765559628953e-40,4
C5H14orf166,2.63430622605374e-42,1.08635975364664e-39,3
HMGN4,2.65097793873931e-42,1.08889675581996e-39,2
ACO2,2.8130401165211e-42,1.15089720556356e-39,3
HNRNPH3,3.51626920871257e-42,1.43294503537647e-39,2
PLK1,3.53295098595619e-42,1.43409711790794e-39,2
TUBB4B,3.57056154250308e-42,1.44370243445172e-39,1
NREP,3.64282099920974e-42,1.46718824632063e-39,4
GHITM,4.32709976987453e-42,1.73603442953275e-39,3
MRPL33,4.60341779901179e-42,1.83976248829871e-39,3
PEBP1,4.82679595854443e-42,1.9216165195138e-39,3
PFDN2,5.08852451703502e-42,2.01805266172899e-39,3
TCP1,5.11746116285601e-42,2.02178232366181e-39,2
CCT7,5.54537107283676e-42,2.18250875852688e-39,2
TUBA3E,5.56686094821807e-42,2.18266747902408e-39,2
ATP5F1D,5.75932360065198e-42,2.24960743246392e-39,1
URM1,6.70768859643671e-42,2.61019159461207e-39,5
LGMN,7.2371935030315e-42,2.80569239119032e-39,1
UQCRB,7.34308569089519e-42,2.8361221608057e-39,3
SNRPD3,8.31366056714682e-42,3.19905082585105e-39,2
MCTS1,8.65610907484901e-42,3.31848674474519e-39,2
IER3IP1,9.82809356962761e-42,3.75388637353947e-39,8
UBE2L3,1.00177081155367e-41,3.81224321934811e-39,2
ARL1,1.06315610431649e-41,4.03102527446658e-39,4
PSME3,1.14049551135195e-41,4.30848066826984e-39,2
MTCH2,1.22494103602685e-41,4.6106655589397e-39,9
HNRNPA2B1,1.28984327316842e-41,4.83736649359265e-39,2
ENY2,1.31118890967367e-41,4.89966772806359e-39,5
ATP2A2,1.41196196512432e-41,5.25725851640426e-39,3
PFDN1,1.90281452165931e-41,7.0594909365511e-39,3
NDUFA2,1.93968548381389e-41,7.15630538112407e-39,3
HNRNPR,1.94273718887731e-41,7.15630538112407e-39,2
NDUFS7,2.21824917477477e-41,8.14221097694889e-39,3
EIF1AY,2.30204067058524e-41,8.39026703401399e-39,2
MYH10,2.2943142893339e-41,8.39026703401399e-39,4
NDUFB2,2.41505373329859e-41,8.77128190075058e-39,1
HSP90AB1,2.65865083311053e-41,9.62224481152684e-39,2
GNB1,2.81080287468018e-41,1.01374709662888e-38,2
CAPZB,3.20378494847631e-41,1.15146833647349e-38,1
PFDN5,3.58887902263617e-41,1.28541128182556e-38,3
NDUFA5,3.75759971258238e-41,1.34120031625527e-38,3
TUBB2B,3.86525244737175e-41,1.37488383532762e-38,1
UQCRQ,3.93647534653826e-41,1.39542280268842e-38,3
RPS27,4.21109718131913e-41,1.48767743151238e-38,5
DDX5,4.92807416662941e-41,1.73504616996489e-38,4
FKBP3,5.09432235917283e-41,1.78749789058929e-38,3
SET,5.24561331386375e-41,1.8343647364375e-38,2
ARPC2,5.43357415122322e-41,1.89369607916202e-38,4
EIF3L,6.40317775129503e-41,2.21669274931214e-38,4
GLO1,6.38323127825271e-41,2.21669274931214e-38,3
HSPA5,6.81482383355177e-41,2.35133500831361e-38,2
NUDT16L1,6.87849749645868e-41,2.36541975239919e-38,2
PPP1CC,8.39992219880388e-41,2.87905162065639e-38,2
FKBP1B,9.86991955207314e-41,3.37172476215862e-38,3
ROMO1,1.05876158740462e-40,3.60500377567995e-38,3
C5H11orf58,1.06276429393573e-40,3.60676832165189e-38,5
PPP1CA,1.07805321543015e-40,3.63482038382988e-38,7
MRPL23,1.07531172765436e-40,3.63482038382988e-38,3
PSMA5,1.09747247904541e-40,3.68828143865446e-38,2
HMGB2,1.10505212611395e-40,3.70173577512829e-38,2
SERP1,1.25693510265135e-40,4.1969354751067e-38,4
PSMA2,1.30809591100212e-40,4.35371834864602e-38,3
CBX3,1.35969107348147e-40,4.50644440763719e-38,2
NDUFA13,1.36269048773493e-40,4.50644440763719e-38,1
TBCA,1.38538112526184e-40,4.56689208539933e-38,2
MYL9,1.40241222383826e-40,4.6083585941449e-38,3
EIF2S3,1.41718078485364e-40,4.63661010175755e-38,2
PFDN4,1.41996849315672e-40,4.63661010175755e-38,3
SRSF7,1.50519591455561e-40,4.89944675146013e-38,2
ARF4,1.61390858681494e-40,5.23684090573026e-38,4
THOC7,1.66192017693124e-40,5.37577784724151e-38,2
SLC25A4,1.6803581434877e-40,5.41848597680822e-38,3
UQCRC1,1.68977357562957e-40,5.43192511162098e-38,3
HMGN1,1.945643406902e-40,6.23507749293247e-38,2
PSMB2,2.06798601792601e-40,6.60668680106477e-38,3
TIMM17A,2.12527370057524e-40,6.76881490179282e-38,2
VAPA,2.18160547293252e-40,6.92691319803621e-38,4
BTF3L4,2.19895559811223e-40,6.96065066801777e-38,2
LDHB,2.38762524160201e-40,7.53482983821431e-38,3
KDELR2,2.41751631290316e-40,7.58292227561095e-38,4
SEPT2L,2.41587584093098e-40,7.58292227561095e-38,7
PSMD13,2.45427939165608e-40,7.67497797763324e-38,2
SSBP1,3.11989375205381e-40,9.72708815379384e-38,2
ATP6V1G1,3.16817552549687e-40,9.847956742499e-38,3
OAZ2,3.33103007198288e-40,1.03231732912686e-37,3
HADH,3.39109154971902e-40,1.04779383472581e-37,3
TIMM8A,3.52215321446629e-40,1.0850508653866e-37,3
DYNLRB1,3.61756168760448e-40,1.11113589035292e-37,9
ERH,3.73334003615042e-40,1.14330467282488e-37,2
HNRNPA1,3.99942783329657e-40,1.2211789162901e-37,4
BLMH,4.04088387977697e-40,1.23020810693904e-37,2
MRPS21,4.66226119869632e-40,1.41521803007876e-37,3
SUB1,4.84967940147351e-40,1.46780395856477e-37,2
RBMX,5.00963371415822e-40,1.51179527651737e-37,2
MPC2,5.10207859786618e-40,1.53076731540369e-37,3
SPTBN1,5.09260149818545e-40,1.53076731540369e-37,4
BUD31,5.14238463966882e-40,1.53840112973916e-37,9
NDUFV3,5.62359491865132e-40,1.67751219544681e-37,3
EEF1A2,5.66911790798745e-40,1.68623219445581e-37,3
ENSGALG00000042589,5.77193275653658e-40,1.71189438335218e-37,3
POLR2E,5.97515009247611e-40,1.76710316914845e-37,8
NDUFV1,6.65286234810624e-40,1.9619256825886e-37,1
EIF3F,7.61452428472552e-40,2.23913997660964e-37,2
SMAD6,8.00636498947706e-40,2.34769573130022e-37,1
CLTC,8.20053490828655e-40,2.39783917218353e-37,4
SDHA,8.31955533806174e-40,2.42578827672401e-37,3
PPIL1,8.623998029187e-40,2.50749330268649e-37,3
UBE2D3,8.67773897692683e-40,2.51605133382365e-37,2
ACP1,8.7083721826035e-40,2.51788033714445e-37,3
SKP1,9.08202400718879e-40,2.61860099219674e-37,3
ATOX1,9.1636801578904e-40,2.62750681839811e-37,5
TNNI1,9.14059885835095e-40,2.62750681839811e-37,3
SRSF6,9.45720789898325e-40,2.70417937996246e-37,2
ILF2,9.50659664793945e-40,2.71081308840323e-37,2
HNRNPAB,1.0488469849552e-39,2.98257849075745e-37,2
EIF3G,1.08586907480484e-39,3.0793973477809e-37,7
YWHAB,1.14684616908828e-39,3.24343511231225e-37,2
ENSGALG00000009250,1.15454416164157e-39,3.25630905066619e-37,2
SELENOK,1.25405496726798e-39,3.52736080769178e-37,2
HDAC2,1.34105215137383e-39,3.76184097113563e-37,4
EIF3M,1.42339437304111e-39,3.97129790002984e-37,4
MAGOHB,1.42178726504517e-39,3.97129790002984e-37,5
LSM3,1.5401501039892e-39,4.28549744718105e-37,2
CCT6A,1.65433094278547e-39,4.5908667993337e-37,2
HDGF,1.71868417061181e-39,4.75669829324379e-37,4
TOMM22,1.82872654789514e-39,5.04775924686791e-37,9
PSMA6,1.84169538845614e-39,5.07003651075615e-37,2
MRPS33,1.93932304304037e-39,5.32463617857167e-37,3
SDCBP,1.96853376784273e-39,5.3905390967917e-37,8
ATP1B1,1.97856802462555e-39,5.40372086971756e-37,3
UCHL3,2.00089735926927e-39,5.4503243190723e-37,5
UCH-L1,2.19185398491431e-39,5.95480815892562e-37,7
SF3B5,2.21128714049841e-39,5.99187726010058e-37,4
ACTA2,2.23737150390529e-39,6.04672836740875e-37,4
TOMM20,2.39101709486391e-39,6.4451434498093e-37,3
MRPL21,2.41106943480734e-39,6.48231481955113e-37,3
POLR2I,2.59604322034165e-39,6.96154676637834e-37,3
SRSF2,2.63478287047834e-39,7.04717404382252e-37,2
DUT,2.8560102240945e-39,7.61919630884905e-37,2
SOD2,3.08557889343437e-39,8.21047314448337e-37,3
SDHD,3.18765621631068e-39,8.4603435990841e-37,1
ITGB1,3.22099217810558e-39,8.52695643003177e-37,3
TXNDC5,3.23759649843538e-39,8.54904859570744e-37,4
MRPS36,3.31675729822046e-39,8.73579178426829e-37,3
PSMB3,3.39977160916554e-39,8.93171079062122e-37,3
PSMA7,3.4227198942215e-39,8.96923482775685e-37,2
GOT1,4.1581390207311e-39,1.08688839164867e-36,3
CCNB2,4.28083343719973e-39,1.11614072470654e-36,2
TMSB4X,5.19601070664481e-39,1.35135077897683e-36,5
SNRPB2,5.30743001301023e-39,1.37686864953852e-36,3
NDUFS8,5.5863664516087e-39,1.44560805911071e-36,3
C1QBP,5.80506894462496e-39,1.49845650204383e-36,3
TOP2B,6.52340589564286e-39,1.67669738503599e-36,4
TIMM10,6.52797679630388e-39,1.67669738503599e-36,3
LLPH,7.05602491068079e-39,1.80783950073483e-36,3
ENSGALG00000053871,7.23513978698398e-39,1.84915379969406e-36,2
UBE2N,8.04574928039937e-39,2.05126416268353e-36,2
SEM1,8.14357038872076e-39,2.07110242142328e-36,3
PRELID1,8.35565159579124e-39,2.1198312542758e-36,2
YBX3,8.71144292809808e-39,2.20469196259678e-36,4
ENSGALG00000021692,8.82200034081179e-39,2.22722629137846e-36,3
EIF3B,8.94745993306749e-39,2.25340405511068e-36,1
NSA2,8.99817597615065e-39,2.26067638358505e-36,5
MRPL9,9.69810825998828e-39,2.43062582156803e-36,1
ACTR10,1.11646697732939e-38,2.79142955307494e-36,8
TSN,1.1733472914909e-38,2.92657467116217e-36,2
IDH2,1.23919383958648e-38,3.0833799655621e-36,7
SNRPN,1.3292803063201e-38,3.29960267283098e-36,2
BZW2,1.34301875617299e-38,3.32572953458748e-36,3
ACTR6,1.4469129826865e-38,3.5574716573687e-36,4
ENSGALG00000004725,1.44230082548711e-38,3.5574716573687e-36,8
PHPT1,1.44556408077169e-38,3.5574716573687e-36,1
SNU13,1.53243231515459e-38,3.75880660850213e-36,2
TMEM50A,1.59023577929758e-38,3.89136783050181e-36,9
MRPS18C,1.71341180123268e-38,4.18289562954069e-36,3
PIN4,1.7821887835241e-38,4.33186998903215e-36,1
ENSGALG00000038672,1.78280515757355e-38,4.33186998903215e-36,1
CDK1,1.90403271277744e-38,4.61559465457938e-36,2
SRSF1,1.99985505750935e-38,4.83655223743202e-36,2
RSL24D1,2.06453664624118e-38,4.98134286385633e-36,2
NDUFS5,2.20567783112967e-38,5.30951379761126e-36,3
GTF2A2,2.22884674446104e-38,5.34044678273322e-36,3
ENSGALG00000030808,2.22875607772671e-38,5.34044678273322e-36,2
EIF3I,2.23947289384346e-38,5.35351525991962e-36,7
EBNA1BP2,2.25211022797028e-38,5.37132022265983e-36,2
NDUFB9,2.35754714254969e-38,5.60986305980832e-36,3
HSPD1,2.50861104775095e-38,5.95563361317353e-36,3
COA6,2.60926541283867e-38,6.18041946491729e-36,1
LDHA,2.73808143312363e-38,6.47073152341474e-36,3
MAPRE1,2.81936912078852e-38,6.64765618367029e-36,10
ITM2B,2.86552390531089e-38,6.72731954564545e-36,1
AIF1L,2.86615395925406e-38,6.72731954564545e-36,1
GDI2,3.405719868175e-38,7.9756811712946e-36,4
TUBA1A,3.46409709414495e-38,8.07584950559339e-36,4
APOBEC2,3.46148576817381e-38,8.07584950559339e-36,3
SF3B6,3.5603532537058e-38,8.28159923845158e-36,3
TIMM13,3.66385144453749e-38,8.50323396408699e-36,3
GCSH,3.75687498873419e-38,8.69962138147402e-36,2
HSPB1,3.97201107052543e-38,9.17727123219109e-36,3
EIF4H,4.2158443985051e-38,9.7189503463649e-36,10
ENSGALG00000048179,5.05307406646429e-38,1.16231617449228e-35,4
NDUFV2,5.11441812250561e-38,1.17381814755372e-35,3
VDAC3,5.30616862001137e-38,1.21513279807645e-35,3
SUGT1,6.18198638428503e-38,1.41257323558592e-35,4
PDCL3,6.89680334493788e-38,1.5724365169843e-35,8
CCT2,7.13233497906198e-38,1.62256261991055e-35,2
RANBP1,7.26140895287671e-38,1.64830351505582e-35,2
RBP5,7.30129559484495e-38,1.65373098026645e-35,1
RRM1,7.6050919584059e-38,1.71877933256843e-35,2
CAPZA1,7.71951794715829e-38,1.74083907690526e-35,10
TRAM1,7.80031704485086e-38,1.75523614831773e-35,10
OLA1,8.45559543958555e-38,1.89856032747801e-35,2
PSMA4,1.01523081845309e-37,2.2745943095888e-35,5
POPDC2,1.05853423602188e-37,2.36649204541786e-35,3
DNAJC15,1.13282752749762e-37,2.52712628133147e-35,3
