,combinedPval,adjustedPval
POLR2E,1.20078391674383e-11,1.50750707603469e-09
DCAF13,1.2449929975844e-11,1.56132264372577e-09
ARPC2,1.25539578732514e-11,1.57267207165896e-09
TGFB3,1.3008483179533e-11,1.62785766725787e-09
MRPS16,1.384647951852e-11,1.73085984535261e-09
STMP1,1.41169298473187e-11,1.76277165781511e-09
MRPL35,1.48311363190601e-11,1.84996707051658e-09
SCD,1.49034118379632e-11,1.85698990466769e-09
TFPI2,1.52072798798031e-11,1.89282361826243e-09
ENSGALG00000039074,1.53148604908893e-11,1.90417525785709e-09
IMPDH2,1.54017909537174e-11,1.91293784592224e-09
TOMM22,1.54305457300552e-11,1.91446388785048e-09
MTUS1,1.54718460265713e-11,1.91754153605625e-09
RPIA,1.56630264314117e-11,1.93916860884231e-09
ACAD9,1.57338586603828e-11,1.94586575291921e-09
G0S2,1.62174718099095e-11,2.00354458810221e-09
SAV1,1.63964397614791e-11,2.02350433297088e-09
SOCS1L,1.64397384594395e-11,2.02669639494145e-09
SNRPB2,1.65712998878575e-11,2.04075122612863e-09
PSMG4,1.67665881178891e-11,2.06261594581495e-09
CRTAC1,1.69133596017446e-11,2.07847224710157e-09
DYNLT1,1.71471725707306e-11,2.10498023983389e-09
ENSGALG00000002988,1.73782099821551e-11,2.13109194157948e-09
RAD23A,1.77734493789217e-11,2.17726350400238e-09
IAH1,1.81474835159179e-11,2.22074293416078e-09
ERP29,1.82869275278108e-11,2.23545386039857e-09
NTMT1,1.94557703281362e-11,2.37583877587444e-09
EIF4A3,1.98235872161945e-11,2.41821454434236e-09
ENSGALG00000009250,2.01652028408716e-11,2.45730861864962e-09
ZNF207,2.17891260589909e-11,2.64964324219895e-09
ALYREF,2.17827977877505e-11,2.64964324219895e-09
ENSGALG00000039755,2.22168949903789e-11,2.69883857017651e-09
SELENOU,2.23583374037162e-11,2.71318545544006e-09
DCTN3,2.29201102541765e-11,2.77845635369082e-09
PLS3,2.39760433728975e-11,2.90343271628474e-09
EIF4EBP2,2.46863640640527e-11,2.98633982196775e-09
TXNDC12,2.50874876428497e-11,3.03170949010001e-09
ENSGALG00000048441,2.51225706904279e-11,3.03279652269198e-09
ABRACL,2.5172752771141e-11,3.03570216435796e-09
LZIC,2.54180010372806e-11,3.06210136728484e-09
GLUL,2.5691004879036e-11,3.09178616057782e-09
ADGRG2,2.61177746097019e-11,3.13989539069464e-09
C26H6ORF125,2.62134758344246e-11,3.14814507330331e-09
ENSGALG00000053194,2.6585400547674e-11,3.18951695101231e-09
RBMX,2.90338864061823e-11,3.47967692132597e-09
GNB1,2.98545632659852e-11,3.57434917556443e-09
ARL6IP1,3.03626013220537e-11,3.6314343378485e-09
HNMT,3.21718207629829e-11,3.84386639335774e-09
NUDT14,3.22605275826504e-11,3.85050766515471e-09
JUN,3.42957884313932e-11,4.08923114003873e-09
DDTNFR23,3.49955620038145e-11,4.16839281240738e-09
AIG1,3.51425555322749e-11,4.18161706786302e-09
COX17,3.654898605987e-11,4.34452161386843e-09
EIF3B,3.69129171673421e-11,4.38329964195220e-09
IPO5,3.7240543981909e-11,4.41769190289808e-09
RHOB,3.74951181214556e-11,4.44335694380423e-09
CSDE1,3.75930397922275e-11,4.45042452578798e-09
NEBL,3.85036447170251e-11,4.5535887681557e-09
CHODL,3.98456823091919e-11,4.70751435729204e-09
ENSGALG00000036263,3.994027331089e-11,4.71389913561754e-09
COMMD1,4.02931021881159e-11,4.75071824362205e-09
PSMB3,4.11612965933728e-11,4.84816484086298e-09
ENSGALG00000042023,4.23800994298063e-11,4.98666863662378e-09
TIMM44,4.27206048314588e-11,5.02165167570251e-09
MRPL50,4.46895853656315e-11,5.24779201435601e-09
YWHAB,4.57390791908097e-11,5.36561177517458e-09
ASB18,4.65565364038412e-11,5.45600142162877e-09
ITGA11,4.68070027181966e-11,5.47982976721052e-09
PAPSS1,4.7030823679961e-11,5.50049385902700e-09
TMEM167A,4.78318495922281e-11,5.58855562124669e-09
INIP,4.79249973039941e-11,5.59381684423292e-09
MUSTN1,4.83049156230209e-11,5.63250587251231e-09
NDUFS3,4.84918771803677e-11,5.64864054370202e-09
MCRIP2,4.92813567731787e-11,5.73485776931256e-09
STOM,5.04025710057476e-11,5.85946782428833e-09
ECI1,5.09524644698445e-11,5.91747730537748e-09
GTF2A2,5.64905899835821e-11,6.55411221252682e-09
MRPL24,5.68036728765264e-11,6.58386577535619e-09
TOMM40L,5.77411451985199e-11,6.68585823947872e-09
PSMA3,5.81119596887447e-11,6.72209960185272e-09
GTF2B,5.8638427447022e-11,6.77625620420888e-09
ENSGALG00000011164,5.97830673854105e-11,6.90167027904826e-09
LPL,6.02569105723205e-11,6.94289156681332e-09
EIF1,6.02595751075796e-11,6.94289156681332e-09
ENSGALG00000053765,6.18456397205591e-11,7.1185771470485e-09
DHRS7,6.34177155234283e-11,7.29230662716001e-09
CNN1,6.38182839907131e-11,7.33111603463437e-09
HIPK3,7.19033721452433e-11,8.25173546446209e-09
SDHAF2,7.40385530662024e-11,8.48839246991655e-09
XIRP1,7.8213213683398e-11,8.95817562002962e-09
PSMA5,7.89684984070504e-11,9.03578015265838e-09
SH3GL3,8.1254780681661e-11,9.2791165156545e-09
MAPRE1,8.12541145478463e-11,9.2791165156545e-09
GLT8D1,8.2497453313124e-11,9.41178162087378e-09
TCN2,8.32220958812968e-11,9.48514470505586e-09
FOXP2,8.45350456302185e-11,9.6253500571579e-09
DPY30,8.52353743141521e-11,9.69559487798831e-09
ABCC5,8.56360538037393e-11,9.73165034116331e-09
SGK3,8.79187833646711e-11,9.98130201364443e-09
SRP9,9.1690766090835e-11,1.0399374533887e-08
SNRPD1,9.30604482363151e-11,1.05444337599388e-08
KRT15,9.37341315676576e-11,1.06104254947337e-08
PPA1,9.39597288862615e-11,1.06256161746703e-08
AMD1,9.61835056045857e-11,1.08665256802383e-08
MRPS23,9.69120339533447e-11,1.09382027062813e-08
IFI27L1,9.8987262830974e-11,1.11615917560369e-08
SAR1A,1.04512176690719e-10,1.17731500539556e-08
MRPL21,1.04667940981074e-10,1.17792826491227e-08
ARHGDIB,1.04930730771002e-10,1.1797436335078e-08
AIMP1,1.05561892560502e-10,1.18569312503355e-08
SEC62,1.06275654943033e-10,1.19255802254186e-08
ELOC,1.07452713393741e-10,1.20460348156434e-08
AGTR2,1.08490105787951e-10,1.21506150740797e-08
NDUFB6,1.11903819544068e-10,1.25208798012549e-08
CD24,1.13208775687212e-10,1.26547111915766e-08
KARS,1.15938370015556e-10,1.29473814882454e-08
COPE,1.16535003868989e-10,1.30015209353052e-08
ENSGALG00000043610,1.1943712685536e-10,1.3312527650439e-08
ASS1,1.19708021273368e-10,1.33299413060489e-08
COMMD7,1.19896981232159e-10,1.33382066527285e-08
AARS,1.24266930079386e-10,1.38111349457606e-08
ENSGALG00000034737,1.25694232799844e-10,1.39564239529215e-08
KRT7,1.29334765119893e-10,1.43469465302007e-08
ENSGALG00000016301,1.30566668588017e-10,1.44697930133927e-08
ENSGALG00000006009,1.31418431692509e-10,1.45503173209327e-08
HIBCH,1.32220123738591e-10,1.46251499281976e-08
BCAS2,1.33480781983053e-10,1.47505592405581e-08
LMCD1,1.34957822695014e-10,1.4899619425204e-08
GNAI2,1.3529755094055e-10,1.49229542713678e-08
POLR2F,1.36856748156333e-10,1.50806215209904e-08
TSPAN3,1.41506362183463e-10,1.55782092049105e-08
ENSGALG00000028009,1.42579947848276e-10,1.56815485832377e-08
PXMP4,1.42950318249291e-10,1.57074231125221e-08
ENSGALG00000054599,1.43701495147752e-10,1.57750523941187e-08
ENSGALG00000029330,1.44334322271789e-10,1.58295743016229e-08
ENSGALG00000048523,1.4594569996973e-10,1.59912128353427e-08
HIKESHI,1.47250545090571e-10,1.61189919372124e-08
SS2,1.51762602484951e-10,1.65972824397229e-08
CLDND1,1.52722057222832e-10,1.66865141566821e-08
RBBP4,1.58801194416469e-10,1.73344329936052e-08
CADM1,1.62694080430015e-10,1.77427131199501e-08
PSMG3,1.63994595681061e-10,1.7867780171519e-08
CDC42EP3,1.66472613472024e-10,1.81207858776238e-08
ENSGALG00000015183,1.70297775881068e-10,1.85198197090298e-08
MYLK,1.71371916657392e-10,1.86188700554136e-08
NHP2,1.71528902193074e-10,1.86188700554136e-08
ECHS1,1.76195502632481e-10,1.91075725489296e-08
ENSGALG00000039468,1.777382685475e-10,1.92569147076288e-08
SLC41A2,1.78619008472936e-10,1.93343188545422e-08
APPL2,1.82426074246678e-10,1.97280396343412e-08
DESI1,1.83742798753883e-10,1.98519667699081e-08
POP5,1.88278503898687e-10,2.03231264352636e-08
KCTD7,1.93475679921562e-10,2.0864746107517e-08
CAPZA1,1.9428214592665e-10,2.09322990548619e-08
ARCN1,2.01869632121543e-10,2.1729649428631e-08
SUCLG1,2.04291139560553e-10,2.19699627561339e-08
CDK2AP1,2.07066586099813e-10,2.22478601687765e-08
MAOA,2.08090544795425e-10,2.23372329946429e-08
MDFIC,2.08487893615938e-10,2.23592402817899e-08
RAP1B,2.10532480338088e-10,2.25428490507825e-08
SH3GLB1,2.10587769444714e-10,2.25428490507825e-08
MOSPD1,2.20057527755557e-10,2.35348898018037e-08
ERP44,2.20458540312052e-10,2.35561068643484e-08
EIF3J,2.23295160139969e-10,2.38372918562903e-08
SUMO3,2.24225193967698e-10,2.39146150287735e-08
CDC42EP4,2.26675567205348e-10,2.41537987934646e-08
C1QTNF12,2.2927659770744e-10,2.4408583331463e-08
KLHL7,2.32106556197209e-10,2.46816263259678e-08
SMIM7,2.32265984223545e-10,2.46816263259678e-08
UBE2L3,2.39466224627449e-10,2.54235171526199e-08
ENSGALG00000004725,2.44822939698963e-10,2.59685103689853e-08
CYP51A1,2.45682696409233e-10,2.60359498302677e-08
MMP23B,2.56368259954343e-10,2.7143597033668e-08
TNNI3K,2.58119969842596e-10,2.73041962593726e-08
WDR1,2.64415822570641e-10,2.79447506107417e-08
PGK1,2.69252398155118e-10,2.84300579430302e-08
ENSGALG00000015701,2.71856093192469e-10,2.86789310986562e-08
CDK6,2.82723622291314e-10,2.97983397601423e-08
ENSGALG00000020788,2.83622458852051e-10,2.98659977522116e-08
ENSGALG00000033569,2.86737522614544e-10,3.01666951332526e-08
ANK3,2.94314572713006e-10,3.093585496725e-08
NACA,2.97002755722531e-10,3.11902130796592e-08
ENSGALG00000046914,3.04906322412535e-10,3.19913194936264e-08
ENSGALG00000048150,3.12469605745491e-10,3.27553102234784e-08
SRF,3.16911163977807e-10,3.31909775405826e-08
ARL4C,3.19805071313795e-10,3.34639167398483e-08
NDUFA10,3.38944872169122e-10,3.53711647237781e-08
PALD1,3.38931771537432e-10,3.53711647237781e-08
TGFBI,3.38636230168277e-10,3.53711647237781e-08
IDH3B,3.40257155784229e-10,3.54444756910406e-08
ALDH7A1,3.40038219803773e-10,3.54444756910406e-08
GPC4,3.43510553335591e-10,3.57513457848184e-08
SELENOK,3.4792613234913e-10,3.61785144030308e-08
PPP2R2A,3.48893358648183e-10,3.62466688131445e-08
FXR1,3.57229579250884e-10,3.70795857046714e-08
PSMC5,3.58259533150829e-10,3.71533198772641e-08
ENSGALG00000049431,3.63404861758454e-10,3.76533273437849e-08
PTBP1,3.75090403181844e-10,3.88294894381801e-08
VILL,3.75636410865354e-10,3.88514162477338e-08
MRPL40,3.78825637525892e-10,3.91464445793248e-08
SF3B6,4.0138825596614e-10,4.14411458022028e-08
ENSGALG00000014589,4.07786027167845e-10,4.20643234429728e-08
PGM3,4.12383904802027e-10,4.25008964599956e-08
CCDC167,4.23303281316123e-10,4.35876220791882e-08
PRDX6,4.23679535899169e-10,4.35877576848264e-08
ENSGALG00000025811,4.28475699365549e-10,4.40422071292023e-08
ENSGALG00000048034,4.31556235191977e-10,4.43196633203429e-08
ENSGALG00000041996,4.32291757945791e-10,4.43560157671359e-08
PAK1,4.37500480288122e-10,4.48113632560601e-08
EDN2,4.37319513935108e-10,4.48113632560601e-08
AURKAIP1,4.42933245636823e-10,4.53278824626355e-08
COMMD4,4.48932668817292e-10,4.59014314263929e-08
ENSGALG00000043329,4.50113724070889e-10,4.59817479471265e-08
ENSGALG00000049966,4.52367365788575e-10,4.61713982155528e-08
CYB5R3,5.01588770518424e-10,5.11503296956728e-08
DGUOK,5.09563391482004e-10,5.19180125068301e-08
SRP19,5.13534992307996e-10,5.22768512948881e-08
SNU13,5.15880893559029e-10,5.24697139653929e-08
IGFBP2,5.27826449214785e-10,5.36377569474218e-08
BOK,5.28715515812905e-10,5.36811798427537e-08
MYDGF,5.47903722392107e-10,5.55808414065639e-08
TKT,5.49470469124458e-10,5.5691180306148e-08
TGM4,5.76492853454624e-10,5.83791172178812e-08
ATP1B3,5.80245851367067e-10,5.87080288539247e-08
SSBP1,5.81464432158896e-10,5.8780164569376e-08
LFNG,5.8542670711148e-10,5.91292936570013e-08
NBL1,5.86689363757387e-10,5.92053863425402e-08
SMARCB1,5.91328541688085e-10,5.96217910244196e-08
LSMEM1,6.00785865501052e-10,6.05228515117065e-08
TXNL4A,6.08857519956985e-10,6.12828809787609e-08
TMEM65,6.15792972169515e-10,6.19273331290533e-08
MRPL28,6.22568219199593e-10,6.25545741352194e-08
HHEX,6.310986178093e-10,6.33569341156768e-08
CSTB,6.38204600278414e-10,6.39788409423033e-08
OCIAD1,6.38784913853385e-10,6.39788409423033e-08
CDK1,6.38944452902024e-10,6.39788409423033e-08
COL9A2,6.43579967096741e-10,6.43875459526466e-08
H-RAS,6.54397203092572e-10,6.54134723472826e-08
LINGO1,6.644118588639e-10,6.63574790734786e-08
ARPC3,6.71212863068149e-10,6.69791804091206e-08
HOXB4,6.82055967260453e-10,6.80028236570221e-08
HOXB2,7.0550720820961e-10,7.02807007291096e-08
NOL11,7.20629778072635e-10,7.17257082079941e-08
C1H2ORF40,7.37973682163329e-10,7.33891481374524e-08
ME1,7.84285081323333e-10,7.79280081680886e-08
TSPAN13,8.06717248558186e-10,8.00884578892535e-08
ENSGALG00000038671,8.07546918224489e-10,8.01024198532435e-08
ENSGALG00000045199,8.1676865271163e-10,8.09480763960388e-08
CAB39,8.29695423476551e-10,8.21591772089819e-08
MRTO4,8.32346858103961e-10,8.23515848562985e-08
PLPPR1,8.42847791560075e-10,8.33196266314673e-08
RILPL2,8.47000247716778e-10,8.36589786452681e-08
GMDS,8.57010906685218e-10,8.45758832982915e-08
HTRA2,8.64129212629905e-10,8.52060368544329e-08
WLS,8.75111871856404e-10,8.62158376265591e-08
RSU1,9.02428687332701e-10,8.88318033547502e-08
PTS,9.08513708708369e-10,8.93551301973976e-08
SEC31A,9.18548570538746e-10,9.02657229222795e-08
SLIT3,9.39300193181225e-10,9.22270235699421e-08
TRA2B,9.52257717123928e-10,9.34203810106344e-08
TFG,9.54498591276831e-10,9.35612652859062e-08
CRISPLD2,9.62355417577498e-10,9.42519317791998e-08
QPCT,9.68539692891568e-10,9.47777657881343e-08
LSM5,9.95065696507424e-10,9.72916085697372e-08
CSNK2A1,1.01931996177029e-09,9.95792959868359e-08
SNTB1,1.02017860825754e-09,9.95794985361734e-08
ENSGALG00000051456,1.05807551609161e-09,1.03191967549755e-07
TRABD2B,1.09143494242403e-09,1.06356219990142e-07
MGMT,1.10610520742682e-09,1.07695509152612e-07
ZYX,1.11178599659922e-09,1.08158032394145e-07
S100A4,1.12165809973419e-09,1.09027185443848e-07
ENSGALG00000040001,1.12415032837987e-09,1.09178148475044e-07
PSMD9,1.13260667511383e-09,1.09907614672256e-07
IL20RA,1.16827414409215e-09,1.13274216180342e-07
TMED11,1.21043575163071e-09,1.17264344498743e-07
HPRT1,1.21925547436064e-09,1.1802042941612e-07
TMEM50A,1.22328325247167e-09,1.18311795702926e-07
BTG1,1.23107879446138e-09,1.18966779984351e-07
PSMA1,1.2424092865615e-09,1.19961996683222e-07
RIBC2,1.26215771167892e-09,1.21767688482522e-07
DDR2,1.2717595865297e-09,1.22592300793914e-07
DPYSL3,1.34717281774499e-09,1.29754230045223e-07
ANXA1,1.36148603502306e-09,1.3102426750809e-07
RAB11B,1.36390188032465e-09,1.31148192939436e-07
ENSGALG00000034354,1.39344713545597e-09,1.33878429922168e-07
SLC41A3,1.45692546915654e-09,1.39861659184279e-07
ENSGALG00000028551,1.46957979119122e-09,1.40960046720164e-07
GFPT2,1.52320200896838e-09,1.45982967170873e-07
LNPK,1.55640833554571e-09,1.4896003910782e-07
ENSGALG00000047636,1.55682777780441e-09,1.4896003910782e-07
MARCKSL1,1.58834434493826e-09,1.51850620136513e-07
CHMP6,1.61790048025523e-09,1.5454918150049e-07
ANAPC13,1.62134661252367e-09,1.54751213722025e-07
BCAP31,1.66997937700586e-09,1.5926226431265e-07
ANAPC16,1.67951019758306e-09,1.60039909865303e-07
NUSAP1,1.72792335995098e-09,1.64518331234638e-07
ACBD3,1.76240833038577e-09,1.67664382848647e-07
UBE2F,1.78109527126935e-09,1.69303593913084e-07
CD36,1.84105442002647e-09,1.74860087725795e-07
ABCE1,1.86387705269908e-09,1.76883228509364e-07
FTL,1.87374071813906e-09,1.77674257009368e-07
MANF,1.87916526783738e-09,1.78043407643452e-07
OSTF1,1.89878057721415e-09,1.79754074879308e-07
RASL12,1.90031301805504e-09,1.79754074879308e-07
ENSGALG00000038820,1.90660842669388e-09,1.80202943400468e-07
EIF2S1,1.93943605619751e-09,1.83156736269394e-07
ENSGALG00000047875,1.96305682820253e-09,1.85086728522226e-07
SRI,1.96248539641175e-09,1.85086728522226e-07
DSP,2.00707783726273e-09,1.89083894753325e-07
EXOSC8,2.03603889303849e-09,1.91656960270754e-07
EIF1AY,2.14889661620532e-09,2.02116856425105e-07
RSL24D1,2.2190209669759e-09,2.08543755350854e-07
DBX2,2.2309367686546e-09,2.09494246570959e-07
C12orf75,2.23402640830983e-09,2.09615059096821e-07
DNAJC3,2.24361140777063e-09,2.10344634303494e-07
FST,2.25686203059183e-09,2.11416418899427e-07
VPS29,2.26811436299101e-09,2.12299434148468e-07
MRPL58,2.30066932171979e-09,2.15173387197025e-07
FBLN2,2.31881380763355e-09,2.1669604308043e-07
WSB2,2.34645258778698e-09,2.19102793917743e-07
SLC6A7,2.35823438554661e-09,2.20026205384165e-07
EDF1,2.38814146236166e-09,2.22637890805326e-07
LSM8,2.39730579831843e-09,2.23313168755804e-07
KCNAB1,2.42819730988941e-09,2.2600966883341e-07
TMCO1,2.45567766121724e-09,2.28384607461158e-07
TWSG1,2.47557119248398e-09,2.29866972058729e-07
POLR2D,2.47529041708106e-09,2.29866972058729e-07
PHPT1,2.4950574939453e-09,2.31491458003775e-07
RAMP2,2.51083109858996e-09,2.32769163708431e-07
PDGFA,2.57045618123897e-09,2.38106890044794e-07
NDUFS2,2.7250448564331e-09,2.52225795115306e-07
MYOM1,2.73088063273974e-09,2.52564858569186e-07
PTP4A2,2.77564682349407e-09,2.56500991215334e-07
PID1,2.8324098622079e-09,2.6153863420489e-07
HDGFL3,3.08615510924426e-09,2.84742758700878e-07
ABHD14B,3.11990056012235e-09,2.87627991863117e-07
FAM162A,3.14080383922999e-09,2.8932565293309e-07
UBE2N,3.14533243894743e-09,2.89513411637506e-07
APBA2,3.18580584135475e-09,2.93006809803175e-07
COPS9,3.23799531631863e-09,2.97571390506068e-07
TALDO1,3.31746385917597e-09,3.04633723119057e-07
ADSS,3.33940719521308e-09,3.06406692845401e-07
ENSGALG00000049136,3.55645246585823e-09,3.26064290271123e-07
ILF2,3.56808005363973e-09,3.26872550132395e-07
TNFRSF11B,3.58776774955771e-09,3.28417343905398e-07
CFAP20,3.6069555120477e-09,3.29913979909492e-07
PHF5A,3.71679254040913e-09,3.39693074823734e-07
C5H14orf166,3.7197982472037e-09,3.39700718511795e-07
DPT,3.73992059543582e-09,3.41270255177233e-07
MTPN,3.81835985052703e-09,3.48154612879572e-07
CCT7,3.87164555970543e-09,3.52736499782392e-07
TLN1,3.90436372121883e-09,3.55438817280023e-07
XPNPEP1,3.92897259171576e-09,3.57399243621731e-07
GSN,3.94928401092898e-09,3.58965992114271e-07
H2AFY2,3.96627908294533e-09,3.60229092189064e-07
HNRNPU,3.98433819270849e-09,3.61586783797405e-07
SMARCE1,4.02816247024873e-09,3.6527877472976e-07
MCTS1,4.03688371619637e-09,3.65784304971002e-07
NDUFAF2,4.09794431721622e-09,3.71027852660418e-07
ENSGALG00000054023,4.1103598302783e-09,3.71862340719941e-07
SPPL2A,4.16045953244293e-09,3.76102150957576e-07
GTPBP4,4.16596535046665e-09,3.76307254026189e-07
C1QTNF5,4.18101442356544e-09,3.77373401492683e-07
TSPO,4.20773038634081e-09,3.79490117412497e-07
NARS,4.31543201173668e-09,3.88901888607061e-07
INPP5A,4.34400138082935e-09,3.91173292968304e-07
GJA5,4.4021495337887e-09,3.96053453893397e-07
G3BP1,4.40500946830014e-09,3.96053453893397e-07
PCNP,4.47471215636597e-09,4.02009495370121e-07
MRPL48,4.6515413743009e-09,4.17250984806679e-07
CEP170P1,4.64907001784809e-09,4.17250984806679e-07
TMEM60,4.70280636655218e-09,4.21524289509865e-07
ENSGALG00000019568,4.77321127068109e-09,4.27505246217386e-07
PCCB,4.79642747741593e-09,4.29253865621034e-07
CISD2,4.89402185444021e-09,4.37651111460262e-07
CLTC,4.93883778318605e-09,4.4131932885011e-07
MRPL14,4.94995522348773e-09,4.41973031131891e-07
GLRX2,4.9986994543616e-09,4.4598278339146e-07
CNDP2,5.02987718142833e-09,4.48420308309438e-07
MRPS12,5.04839436921145e-09,4.4972625837796e-07
SSRP1,5.20561127537178e-09,4.63376538668652e-07
HIBADH,5.22608611941422e-09,4.648431742548e-07
FILIP1,5.37058308935912e-09,4.77330493767525e-07
NKX2-5,5.38749600487165e-09,4.78467890730956e-07
KIF23,5.40277600435957e-09,4.7945864131639e-07
LTA4H,5.48184098114746e-09,4.86104034092091e-07
SPTSSA,5.49168355234997e-09,4.86605655936307e-07
AS3MT,5.64800661795317e-09,5.00075933698109e-07
OBSL1,5.70350500161965e-09,5.04605459720258e-07
CCT2,5.73767167111328e-09,5.06856811492893e-07
SPCS1,5.73746605780912e-09,5.06856811492893e-07
ENSGALG00000048722,5.80177483833211e-09,5.12130426713644e-07
AQP9,5.8934455093862e-09,5.19827613629533e-07
BTBD1,5.99609228935094e-09,5.28480536010137e-07
EPRS,6.08386596656629e-09,5.35810463017501e-07
SEC14L1,6.12238393316034e-09,5.38794590392436e-07
MCM2,6.26023211047766e-09,5.5050905187307e-07
PIP5K1B,6.2668075173633e-09,5.50670732930329e-07
GSS,6.2789667909513e-09,5.50906366776014e-07
TTYH2,6.27828722343793e-09,5.50906366776014e-07
NAP1L4,6.60937193863731e-09,5.79458251798612e-07
NUDT21,6.61705779059218e-09,5.79694911783719e-07
MKKS,7.09718706026763e-09,6.21288994643641e-07
BNIP3L,7.13258896389846e-09,6.2391826549874e-07
RCN2,7.20805171106065e-09,6.30045242217857e-07
WSB1,7.27665705468894e-09,6.35564067096514e-07
ENSGALG00000046369,7.43169970007784e-09,6.48618619009668e-07
NDRG4,7.64432916966484e-09,6.66675835765314e-07
PFKP,7.75545072606576e-09,6.75859926893704e-07
SNRNP25,7.82035602941988e-09,6.81005694043324e-07
FGFR1,7.84080356197592e-09,6.82275221366588e-07
SRPRA,7.92987098208187e-09,6.89509410530316e-07
PTGDS,7.97866461788033e-09,6.93233561728302e-07
C20H20ORF24,8.05052291497077e-09,6.98954647865393e-07
TIMP4,8.1423127129554e-09,7.06396376998951e-07
ENSGALG00000006584,8.34433755425579e-09,7.23383452758243e-07
PSMD7,8.36628832878716e-09,7.24745947291425e-07
RCAN1,8.39509306516106e-09,7.2669970842847e-07
CASQ2,8.56029791496127e-09,7.39348681991426e-07
DDX3X,8.55244508546349e-09,7.39348681991426e-07
MOB2,8.55521409270921e-09,7.39348681991426e-07
NDUFS1,8.62626237108088e-09,7.4449288425484e-07
NCAM1,8.7654088432032e-09,7.55940770683908e-07
ENSGALG00000009879,8.86014617229591e-09,7.63544618932479e-07
LRRN4,8.94684348828889e-09,7.70444847796799e-07
DNAJB5,9.02915431311158e-09,7.76957404744466e-07
ENSGALG00000050937,9.51087930634031e-09,8.17804437108968e-07
ENSGALG00000051984,9.71611335831568e-09,8.3483425383554e-07
TNFRSF19,9.8735957188012e-09,8.47738993879313e-07
PKIA,1.00008297199139e-08,8.5802950318733e-07
IL13RA2,1.00578326778233e-08,8.62283747599245e-07
DRAM2,1.00985297901701e-08,8.65134810219556e-07
CIAO2B,1.01686197240269e-08,8.70497884546338e-07
PSMC3,1.01775878835753e-08,8.70624507595203e-07
P3H4,1.0210668088817e-08,8.72812051884629e-07
SAMM50,1.04479664919666e-08,8.92440209648838e-07
ENSGALG00000020510,1.0599246591525e-08,9.04697462542571e-07
BCL2L10,1.06990019066444e-08,9.12542064370087e-07
SYNDIG1L,1.07182107633719e-08,9.13510210936474e-07
SNX1,1.10413191922731e-08,9.40359242203239e-07
RALB,1.18487747391427e-08,1.00838929681489e-06
MGST1,1.18594796205684e-08,1.00856200277738e-06
ALX1,1.1918709574843e-08,1.01285814218901e-06
FEM1B,1.19501558648594e-08,1.0147886597035e-06
PARP16,1.20915559786994e-08,1.02604665133461e-06
PPIL1,1.22747493280784e-08,1.04083205925697e-06
ALG12,1.26333830063885e-08,1.06971809204057e-06
LRRFIP2,1.2633811552476e-08,1.06971809204057e-06
CENPX,1.26645457454444e-08,1.071539951472e-06
ARFGAP3,1.27721380138723e-08,1.07985734921225e-06
RAB7A,1.28609440874783e-08,1.08619008794469e-06
ADAMTS15,1.28657258180453e-08,1.08619008794469e-06
ENSGALG00000005204,1.29515658198187e-08,1.09264364225974e-06
SRPX,1.30245436658072e-08,1.09800352302048e-06
ENSGALG00000051397,1.34291916475959e-08,1.13129604526935e-06
RAB2A,1.35449784721686e-08,1.1402238587511e-06
ENSGALG00000012269,1.36740332390417e-08,1.15025484671795e-06
CACNA2D1,1.37647683251529e-08,1.15705022130185e-06
TRAP1,1.37809641476139e-08,1.1575746204541e-06
SIPA1L1,1.40606446485947e-08,1.18021449127169e-06
ALDH5A1,1.40978000384706e-08,1.18247944374162e-06
BNIP3,1.44344407537744e-08,1.20977972346342e-06
GMPPB,1.44440932547951e-08,1.20977972346342e-06
CCNB2,1.46392322708522e-08,1.22524105174387e-06
HNRNPD,1.46644538734364e-08,1.22645213931422e-06
ENSGALG00000053371,1.46748020402043e-08,1.22645213931422e-06
PGD,1.49549459482756e-08,1.2489673808308e-06
CLDN1,1.50521712871665e-08,1.25618475639131e-06
GOLGA7,1.51573047446618e-08,1.26405127868349e-06
MRPL27,1.51949286486541e-08,1.26628056447013e-06
COMMD2,1.52269534758886e-08,1.26804038749726e-06
ENSGALG00000014066,1.52645688311637e-08,1.27026291487485e-06
CYB5A,1.53919904599675e-08,1.27995027434508e-06
FKBP4,1.54308905653266e-08,1.28226787074486e-06
TIMP3,1.55716419758534e-08,1.2921167554831e-06
NT5C2,1.55648353095117e-08,1.2921167554831e-06
LPAR6,1.56575732379594e-08,1.29747899451003e-06
COMMD5,1.56585853172686e-08,1.29747899451003e-06
TXN2,1.59704990343457e-08,1.32238179801597e-06
CHPF2,1.62399996783691e-08,1.34373978478576e-06
ENSGALG00000013155,1.62688482685525e-08,1.34516937619536e-06
MRPL17,1.66793088229866e-08,1.37747190516103e-06
SFXN1,1.66832216930146e-08,1.37747190516103e-06
PLOD1,1.67321024813205e-08,1.38052732288948e-06
ARNT,1.68399572064715e-08,1.38844075976552e-06
DDX19B,1.69549677631053e-08,1.39693255420488e-06
ENSGALG00000006056,1.71237031221239e-08,1.40983561264496e-06
MTFP1,1.71722414066267e-08,1.41283129746927e-06
UBE2G1,1.76188164058289e-08,1.44854771135816e-06
SOT3A1L,1.77755685726311e-08,1.46040242308857e-06
